r.num,Duration,Epidemic,Rt,
198,95.00,13.00,1.97,
199,4.50,0.00,2.00,
200,322.25,840.00,0.32,
201,13.00,0.00,2.00,
202,22.25,0.00,2.00,
203,3.25,0.00,2.00,
204,28.50,1.00,2.00,
205,407.50,794.00,0.41,
206,13.00,0.00,2.00,
207,379.00,738.00,0.52,
208,455.50,824.00,0.35,
209,297.50,782.00,0.44,
210,400.25,772.00,0.46,
211,344.75,803.00,0.39,
212,287.00,817.00,0.37,
213,22.00,2.00,2.00,
214,329.75,822.00,0.36,
215,19.25,1.00,2.00,
216,7.50,0.00,2.00,
217,284.25,833.00,0.33,
218,5.25,0.00,2.00,
219,9.25,0.00,2.00,
220,19.75,0.00,2.00,
221,40.50,0.00,2.00,
222,21.25,0.00,2.00,
223,11.00,0.00,2.00,
224,331.50,770.00,0.46,
225,10.25,0.00,2.00,
226,293.75,744.00,0.51,
227,330.50,763.00,0.47,
228,423.00,786.00,0.43,
229,270.25,812.00,0.38,
230,360.25,779.00,0.44,
231,14.75,1.00,2.00,
232,8.25,0.00,2.00,
233,468.25,814.00,0.37,
234,344.25,839.00,0.32,
235,390.75,778.00,0.44,
236,33.75,1.00,2.00,
237,7.00,0.00,2.00,
238,313.75,765.00,0.47,
239,14.50,1.00,2.00,
240,301.50,832.00,0.34,
241,8.50,0.00,2.00,
242,9.00,0.00,2.00,
243,15.00,1.00,2.00,
244,366.25,778.00,0.44,
245,81.75,17.00,1.97,
246,15.25,0.00,2.00,
247,312.00,799.00,0.40,
248,6.00,0.00,2.00,
249,266.75,820.00,0.36,
250,287.25,797.00,0.41,
251,389.75,863.00,0.27,
252,321.50,826.00,0.35,
253,328.50,802.00,0.40,
254,360.50,825.00,0.35,
255,278.25,823.00,0.35,
256,20.50,0.00,2.00,
257,320.25,853.00,0.29,
258,374.25,798.00,0.40,
259,358.50,807.00,0.39,
260,385.50,845.00,0.31,
261,7.50,0.00,2.00,
262,274.50,796.00,0.41,
263,71.75,7.00,1.99,
264,319.75,777.00,0.45,
265,26.75,3.00,1.99,
266,294.75,750.00,0.50,
267,4.00,0.00,2.00,
268,334.00,838.00,0.32,
269,59.50,5.00,1.99,
270,367.25,780.00,0.44,
271,10.00,0.00,2.00,
272,37.00,2.00,2.00,
273,325.25,791.00,0.42,
274,27.75,2.00,2.00,
275,23.25,0.00,2.00,
276,337.75,818.00,0.36,
277,468.25,790.00,0.42,
278,31.75,2.00,2.00,
279,484.50,811.00,0.38,
280,9.50,0.00,2.00,
281,319.00,814.00,0.37,
282,318.50,781.00,0.44,
283,369.25,832.00,0.34,
284,18.00,0.00,2.00,
285,40.75,3.00,1.99,
286,463.75,787.00,0.43,
287,267.25,846.00,0.31,
288,361.25,780.00,0.44,
289,311.50,758.00,0.48,
290,2.25,0.00,2.00,
291,293.75,732.00,0.54,
292,346.25,812.00,0.38,
293,275.25,829.00,0.34,
294,286.25,785.00,0.43,
295,12.75,1.00,2.00,
296,15.50,0.00,2.00,
297,94.75,13.00,1.97,
298,280.25,794.00,0.41,
299,320.25,821.00,0.36,
300,390.00,837.00,0.33,
301,4.25,0.00,2.00,
302,71.25,8.00,1.98,
303,23.00,2.00,2.00,
304,317.50,814.00,0.37,
305,28.75,0.00,2.00,
306,287.50,833.00,0.33,
307,372.75,821.00,0.36,
308,25.50,0.00,2.00,
309,282.75,785.00,0.43,
310,330.75,818.00,0.36,
311,9.50,0.00,2.00,
312,2.75,0.00,2.00,
313,344.00,842.00,0.32,
314,344.25,749.00,0.50,
315,3.75,0.00,2.00,
316,12.75,0.00,2.00,
317,304.25,767.00,0.47,
318,1.25,0.00,2.00,
319,302.00,772.00,0.46,
320,277.50,799.00,0.40,
321,368.50,813.00,0.37,
322,436.00,778.00,0.44,
323,342.75,775.00,0.45,
324,357.25,725.00,0.55,
325,21.25,0.00,2.00,
326,38.25,3.00,1.99,
327,9.75,0.00,2.00,
328,299.25,800.00,0.40,
329,342.75,851.00,0.30,
330,292.25,762.00,0.48,
331,15.25,0.00,2.00,
332,347.00,793.00,0.41,
333,10.75,0.00,2.00,
334,330.75,802.00,0.40,
335,7.50,0.00,2.00,
336,10.50,0.00,2.00,
337,7.00,0.00,2.00,
338,13.25,0.00,2.00,
339,21.50,0.00,2.00,
340,325.00,792.00,0.42,
341,304.50,806.00,0.39,
342,9.50,0.00,2.00,
343,312.00,790.00,0.42,
344,374.50,831.00,0.34,
345,5.50,0.00,2.00,
346,4.25,0.00,2.00,
347,10.50,0.00,2.00,
348,3.75,0.00,2.00,
349,49.25,1.00,2.00,
350,7.50,0.00,2.00,
351,293.00,787.00,0.43,
352,368.25,810.00,0.38,
353,294.50,737.00,0.53,
354,305.00,840.00,0.32,
355,13.00,0.00,2.00,
356,366.50,788.00,0.42,
357,10.25,0.00,2.00,
358,338.25,845.00,0.31,
359,322.75,822.00,0.36,
360,21.50,1.00,2.00,
361,9.00,0.00,2.00,
362,296.50,827.00,0.35,
363,3.50,1.00,2.00,
364,19.25,2.00,2.00,
365,245.25,799.00,0.40,
366,15.75,0.00,2.00,
367,12.75,0.00,2.00,
368,364.75,776.00,0.45,
369,24.00,1.00,2.00,
370,5.25,0.00,2.00,
371,10.25,0.00,2.00,
372,15.25,1.00,2.00,
373,4.75,0.00,2.00,
374,32.50,3.00,1.99,
375,11.75,0.00,2.00,
376,281.50,797.00,0.41,
377,6.25,0.00,2.00,
378,279.25,820.00,0.36,
379,24.25,0.00,2.00,
380,370.75,720.00,0.56,
381,239.00,852.00,0.30,
382,9.75,0.00,2.00,
383,8.25,1.00,2.00,
384,5.25,0.00,2.00,
385,358.75,773.00,0.45,
386,313.50,827.00,0.35,
387,27.25,2.00,2.00,
388,308.25,782.00,0.44,
389,340.00,802.00,0.40,
390,247.25,848.00,0.30,
391,13.00,1.00,2.00,
392,341.50,791.00,0.42,
393,392.50,818.00,0.36,
394,386.00,815.00,0.37,
395,13.50,0.00,2.00,
396,18.00,1.00,2.00,
397,14.50,0.00,2.00,
398,1.50,0.00,2.00,
399,11.50,0.00,2.00,
400,12.00,0.00,2.00,
401,7.00,0.00,2.00,
402,330.50,792.00,0.42,
403,378.00,806.00,0.39,
404,369.00,824.00,0.35,
405,6.75,0.00,2.00,
406,12.75,1.00,2.00,
407,24.00,2.00,2.00,
408,16.50,0.00,2.00,
409,3.75,0.00,2.00,
410,327.25,719.00,0.56,
411,312.50,742.00,0.52,
412,3.00,0.00,2.00,
413,326.75,753.00,0.49,
414,3.75,0.00,2.00,
415,26.00,0.00,2.00,
416,9.25,1.00,2.00,
417,17.50,0.00,2.00,
418,329.50,774.00,0.45,
419,322.75,790.00,0.42,
420,23.50,0.00,2.00,
421,319.75,798.00,0.40,
422,336.00,837.00,0.33,
423,363.00,800.00,0.40,
424,312.50,845.00,0.31,
425,19.25,1.00,2.00,
426,339.00,763.00,0.47,
427,4.00,0.00,2.00,
428,65.25,12.00,1.98,
429,78.50,6.00,1.99,
430,4.75,0.00,2.00,
431,280.50,787.00,0.43,
432,394.75,781.00,0.44,
433,298.50,817.00,0.37,
434,306.25,831.00,0.34,
435,290.75,749.00,0.50,
436,29.00,3.00,1.99,
437,324.50,779.00,0.44,
438,13.50,0.00,2.00,
439,14.50,0.00,2.00,
440,15.25,1.00,2.00,
441,12.50,0.00,2.00,
442,378.50,807.00,0.39,
443,298.00,789.00,0.42,
444,15.25,0.00,2.00,
445,252.25,724.00,0.55,
446,12.50,0.00,2.00,
447,16.50,0.00,2.00,
448,20.00,1.00,2.00,
449,8.75,0.00,2.00,
450,10.00,0.00,2.00,
451,379.50,791.00,0.42,
452,319.75,801.00,0.40,
453,356.50,812.00,0.38,
454,340.50,737.00,0.53,
455,4.25,0.00,2.00,
456,332.00,789.00,0.42,
457,311.50,806.00,0.39,
458,358.75,807.00,0.39,
459,319.75,796.00,0.41,
460,1.75,0.00,2.00,
461,326.75,814.00,0.37,
462,1.25,0.00,2.00,
463,3.00,0.00,2.00,
464,405.50,789.00,0.42,
465,18.25,1.00,2.00,
466,31.50,4.00,1.99,
467,275.25,787.00,0.43,
468,294.25,774.00,0.45,
469,368.00,768.00,0.46,
470,16.00,0.00,2.00,
471,17.25,1.00,2.00,
472,211.00,826.00,0.35,
473,321.50,762.00,0.48,
474,333.00,806.00,0.39,
475,376.75,753.00,0.49,
476,3.75,0.00,2.00,
477,3.75,0.00,2.00,
478,329.00,759.00,0.48,
479,15.25,0.00,2.00,
480,334.50,722.00,0.56,
481,12.00,0.00,2.00,
482,381.25,780.00,0.44,
483,332.25,822.00,0.36,
484,12.50,0.00,2.00,
485,405.25,780.00,0.44,
486,10.25,0.00,2.00,
487,307.75,837.00,0.33,
488,2.50,0.00,2.00,
489,299.25,733.00,0.53,
490,5.75,0.00,2.00,
491,2.50,0.00,2.00,
492,57.00,6.00,1.99,
493,2.75,0.00,2.00,
494,9.00,0.00,2.00,
495,7.50,0.00,2.00,
496,327.50,802.00,0.40,
497,15.50,0.00,2.00,
498,362.50,787.00,0.43,
499,16.00,0.00,2.00,
500,13.25,0.00,2.00,
501,384.75,822.00,0.36,
502,418.25,800.00,0.40,
503,283.00,804.00,0.39,
504,28.25,0.00,2.00,
505,384.75,770.00,0.46,
506,267.75,847.00,0.31,
507,252.75,766.00,0.47,
508,2.25,0.00,2.00,
509,305.50,777.00,0.45,
510,2.25,0.00,2.00,
511,3.00,0.00,2.00,
512,55.00,5.00,1.99,
513,415.00,820.00,0.36,
514,2.00,0.00,2.00,
515,299.25,814.00,0.37,
516,324.25,803.00,0.39,
517,24.00,0.00,2.00,
518,55.75,5.00,1.99,
519,324.00,781.00,0.44,
520,5.25,0.00,2.00,
521,5.75,0.00,2.00,
522,29.25,3.00,1.99,
523,3.25,0.00,2.00,
524,49.25,6.00,1.99,
525,7.75,0.00,2.00,
526,32.00,6.00,1.99,
527,329.00,829.00,0.34,
528,404.75,780.00,0.44,
529,336.25,817.00,0.37,
530,2.00,0.00,2.00,
531,110.00,12.00,1.98,
532,33.75,6.00,1.99,
533,256.75,818.00,0.36,
534,311.00,733.00,0.53,
535,330.00,803.00,0.39,
536,291.25,828.00,0.34,
537,16.00,0.00,2.00,
538,9.75,0.00,2.00,
539,14.75,0.00,2.00,
540,317.00,840.00,0.32,
541,20.00,1.00,2.00,
542,308.50,757.00,0.49,
543,25.50,1.00,2.00,
544,320.75,781.00,0.44,
545,15.00,0.00,2.00,
546,8.00,0.00,2.00,
547,343.50,790.00,0.42,
548,9.00,0.00,2.00,
549,303.00,812.00,0.38,
550,59.25,4.00,1.99,
551,385.25,815.00,0.37,
552,343.75,783.00,0.43,
553,330.75,795.00,0.41,
554,284.00,750.00,0.50,
555,9.25,0.00,2.00,
556,374.00,753.00,0.49,
557,19.25,0.00,2.00,
558,373.50,814.00,0.37,
559,344.25,765.00,0.47,
560,364.75,715.00,0.57,
561,15.50,0.00,2.00,
562,19.00,0.00,2.00,
563,374.75,779.00,0.44,
564,353.75,802.00,0.40,
565,14.25,0.00,2.00,
566,272.00,787.00,0.43,
567,26.75,3.00,1.99,
568,298.75,845.00,0.31,
569,56.00,4.00,1.99,
570,12.25,2.00,2.00,
571,294.00,789.00,0.42,
572,7.00,0.00,2.00,
573,455.25,811.00,0.38,
574,21.00,0.00,2.00,
575,26.50,5.00,1.99,
576,20.75,0.00,2.00,
577,433.25,815.00,0.37,
578,18.25,1.00,2.00,
579,331.50,835.00,0.33,
580,325.25,821.00,0.36,
581,37.50,2.00,2.00,
582,5.25,0.00,2.00,
583,374.00,819.00,0.36,
584,396.50,796.00,0.41,
585,21.00,0.00,2.00,
586,317.00,841.00,0.32,
587,366.00,823.00,0.35,
588,304.50,762.00,0.48,
589,29.50,2.00,2.00,
590,269.75,780.00,0.44,
591,4.00,0.00,2.00,
592,5.00,0.00,2.00,
593,19.75,0.00,2.00,
594,532.25,823.00,0.35,
595,339.25,777.00,0.45,
596,300.25,820.00,0.36,
597,341.50,849.00,0.30,
598,269.25,778.00,0.44,
599,313.75,794.00,0.41,
600,355.75,746.00,0.51,
601,265.50,776.00,0.45,
602,390.25,807.00,0.39,
603,64.50,4.00,1.99,
604,7.50,0.00,2.00,
605,369.75,771.00,0.46,
606,3.75,0.00,2.00,
607,22.50,0.00,2.00,
608,14.25,1.00,2.00,
609,10.75,0.00,2.00,
610,14.00,0.00,2.00,
611,38.75,5.00,1.99,
612,373.25,783.00,0.43,
613,250.75,763.00,0.47,
614,329.50,793.00,0.41,
615,311.00,797.00,0.41,
616,317.25,807.00,0.39,
617,4.25,0.00,2.00,
618,291.50,813.00,0.37,
619,328.50,793.00,0.41,
620,28.75,3.00,1.99,
621,15.75,0.00,2.00,
622,291.75,811.00,0.38,
623,375.50,775.00,0.45,
624,10.25,0.00,2.00,
625,365.50,842.00,0.32,
626,352.00,802.00,0.40,
627,354.50,771.00,0.46,
628,295.75,799.00,0.40,
629,7.50,0.00,2.00,
630,382.25,753.00,0.49,
631,22.50,1.00,2.00,
632,365.75,776.00,0.45,
633,13.75,0.00,2.00,
634,336.25,813.00,0.37,
635,379.75,782.00,0.44,
636,56.50,4.00,1.99,
637,358.75,787.00,0.43,
638,38.75,0.00,2.00,
639,281.25,822.00,0.36,
640,291.25,736.00,0.53,
641,34.75,3.00,1.99,
642,302.50,744.00,0.51,
643,45.00,3.00,1.99,
644,420.00,791.00,0.42,
645,56.25,6.00,1.99,
646,378.25,760.00,0.48,
647,10.25,0.00,2.00,
648,459.00,817.00,0.37,
649,325.25,806.00,0.39,
650,12.75,0.00,2.00,
651,274.75,786.00,0.43,
652,355.50,742.00,0.52,
653,3.50,0.00,2.00,
654,3.00,0.00,2.00,
655,377.00,800.00,0.40,
656,4.25,0.00,2.00,
657,295.75,786.00,0.43,
658,369.75,762.00,0.48,
659,322.75,775.00,0.45,
660,6.50,0.00,2.00,
661,5.50,0.00,2.00,
662,11.00,0.00,2.00,
663,267.50,830.00,0.34,
664,18.75,0.00,2.00,
665,29.00,2.00,2.00,
666,2.50,0.00,2.00,
667,28.75,0.00,2.00,
668,355.25,779.00,0.44,
669,16.00,0.00,2.00,
670,33.00,1.00,2.00,
671,6.00,0.00,2.00,
672,317.25,844.00,0.31,
673,2.75,0.00,2.00,
674,5.75,0.00,2.00,
675,322.25,782.00,0.44,
676,13.50,1.00,2.00,
677,14.50,0.00,2.00,
678,12.00,0.00,2.00,
679,324.25,832.00,0.34,
680,282.25,820.00,0.36,
681,305.25,800.00,0.40,
682,2.00,0.00,2.00,
683,45.25,2.00,2.00,
684,17.75,0.00,2.00,
685,327.25,756.00,0.49,
686,349.75,857.00,0.29,
687,13.25,1.00,2.00,
688,27.00,0.00,2.00,
689,352.25,812.00,0.38,
690,3.00,0.00,2.00,
691,19.25,0.00,2.00,
692,21.75,1.00,2.00,
693,32.00,1.00,2.00,
694,302.00,775.00,0.45,
695,461.50,757.00,0.49,
696,7.00,1.00,2.00,
697,5.50,0.00,2.00,
698,321.25,840.00,0.32,
699,6.00,0.00,2.00,
700,461.00,790.00,0.42,
701,398.25,700.00,0.60,
702,308.50,810.00,0.38,
703,43.25,0.00,2.00,
704,280.25,742.00,0.52,
705,300.50,837.00,0.33,
706,28.50,0.00,2.00,
707,321.00,792.00,0.42,
708,311.75,822.00,0.36,
709,34.25,2.00,2.00,
710,306.75,833.00,0.33,
711,8.25,0.00,2.00,
712,387.50,821.00,0.36,
713,355.00,784.00,0.43,
714,326.25,783.00,0.43,
715,23.50,0.00,2.00,
716,360.25,807.00,0.39,
717,304.25,761.00,0.48,
718,291.00,825.00,0.35,
719,35.50,3.00,1.99,
720,11.25,0.00,2.00,
721,35.75,1.00,2.00,
722,401.00,793.00,0.41,
723,10.75,0.00,2.00,
724,340.00,757.00,0.49,
725,367.00,798.00,0.40,
726,2.50,0.00,2.00,
727,307.00,829.00,0.34,
728,1.75,0.00,2.00,
729,302.00,823.00,0.35,
730,384.00,781.00,0.44,
731,366.75,800.00,0.40,
732,33.25,1.00,2.00,
733,5.50,0.00,2.00,
734,6.75,0.00,2.00,
735,350.50,777.00,0.45,
736,2.75,0.00,2.00,
737,18.50,1.00,2.00,
738,477.75,829.00,0.34,
739,17.25,1.00,2.00,
740,8.00,0.00,2.00,
741,61.25,3.00,1.99,
742,410.50,756.00,0.49,
743,375.00,792.00,0.42,
744,7.75,0.00,2.00,
745,375.00,751.00,0.50,
746,459.50,814.00,0.37,
747,55.75,5.00,1.99,
748,69.75,11.00,1.98,
749,12.75,0.00,2.00,
750,23.25,1.00,2.00,
751,18.75,0.00,2.00,
752,394.00,822.00,0.36,
753,20.75,0.00,2.00,
754,24.25,1.00,2.00,
755,319.50,802.00,0.40,
756,9.00,0.00,2.00,
757,352.50,772.00,0.46,
758,9.50,1.00,2.00,
759,4.25,0.00,2.00,
760,318.50,792.00,0.42,
761,14.75,1.00,2.00,
762,4.50,0.00,2.00,
763,39.00,0.00,2.00,
764,356.00,766.00,0.47,
765,12.50,0.00,2.00,
766,7.00,0.00,2.00,
767,335.25,796.00,0.41,
768,323.00,800.00,0.40,
769,311.00,755.00,0.49,
770,3.25,0.00,2.00,
771,367.00,832.00,0.34,
772,313.75,816.00,0.37,
773,30.75,0.00,2.00,
774,366.00,764.00,0.47,
775,340.00,804.00,0.39,
776,293.50,780.00,0.44,
777,16.00,2.00,2.00,
778,56.25,3.00,1.99,
779,382.75,798.00,0.40,
780,476.25,799.00,0.40,
781,8.00,1.00,2.00,
782,24.00,0.00,2.00,
783,11.00,0.00,2.00,
784,11.25,1.00,2.00,
785,7.75,0.00,2.00,
786,12.00,2.00,2.00,
787,40.50,4.00,1.99,
788,379.75,820.00,0.36,
789,13.50,1.00,2.00,
790,6.00,0.00,2.00,
791,49.50,6.00,1.99,
792,27.50,1.00,2.00,
793,269.00,828.00,0.34,
794,363.00,790.00,0.42,
795,381.00,806.00,0.39,
796,337.00,808.00,0.38,
797,295.75,802.00,0.40,
798,6.50,0.00,2.00,
799,350.25,796.00,0.41,
800,1.75,0.00,2.00,
801,306.75,815.00,0.37,
802,306.25,832.00,0.34,
803,19.25,3.00,1.99,
804,25.50,2.00,2.00,
805,31.25,2.00,2.00,
806,289.75,797.00,0.41,
807,4.25,0.00,2.00,
808,362.00,774.00,0.45,
809,16.00,0.00,2.00,
810,22.00,1.00,2.00,
811,41.50,2.00,2.00,
812,302.25,768.00,0.46,
813,4.25,0.00,2.00,
814,8.50,0.00,2.00,
815,330.75,782.00,0.44,
816,282.00,782.00,0.44,
817,412.75,801.00,0.40,
818,6.25,0.00,2.00,
819,270.00,820.00,0.36,
820,2.25,0.00,2.00,
821,336.75,822.00,0.36,
822,302.50,811.00,0.38,
823,321.75,781.00,0.44,
824,295.50,834.00,0.33,
825,9.75,0.00,2.00,
826,13.00,1.00,2.00,
827,21.25,0.00,2.00,
828,324.50,825.00,0.35,
829,7.50,0.00,2.00,
830,9.25,0.00,2.00,
831,267.75,794.00,0.41,
832,280.25,819.00,0.36,
833,403.50,771.00,0.46,
834,290.50,796.00,0.41,
835,17.75,2.00,2.00,
836,9.25,0.00,2.00,
837,46.75,3.00,1.99,
838,293.25,829.00,0.34,
839,384.25,848.00,0.30,
840,6.75,0.00,2.00,
841,328.25,771.00,0.46,
842,402.25,808.00,0.38,
843,354.00,775.00,0.45,
844,341.75,766.00,0.47,
845,322.75,822.00,0.36,
846,336.25,810.00,0.38,
847,3.00,0.00,2.00,
848,426.50,771.00,0.46,
849,452.00,836.00,0.33,
850,23.25,1.00,2.00,
851,9.75,0.00,2.00,
852,325.75,812.00,0.38,
853,3.75,0.00,2.00,
854,6.25,0.00,2.00,
855,13.00,0.00,2.00,
856,291.50,830.00,0.34,
857,341.25,782.00,0.44,
858,12.50,0.00,2.00,
859,300.00,812.00,0.38,
860,286.75,832.00,0.34,
861,327.00,833.00,0.33,
862,7.75,0.00,2.00,
863,9.00,0.00,2.00,
864,299.50,809.00,0.38,
865,10.50,0.00,2.00,
866,299.25,774.00,0.45,
867,6.00,0.00,2.00,
868,12.50,0.00,2.00,
869,259.00,804.00,0.39,
870,14.00,0.00,2.00,
871,278.50,777.00,0.45,
872,313.75,774.00,0.45,
873,6.50,0.00,2.00,
874,27.25,0.00,2.00,
875,1.75,0.00,2.00,
876,409.00,797.00,0.41,
877,349.00,815.00,0.37,
878,373.00,780.00,0.44,
879,394.25,811.00,0.38,
880,317.50,675.00,0.65,
881,35.25,4.00,1.99,
882,12.75,0.00,2.00,
883,374.25,810.00,0.38,
884,0.75,0.00,2.00,
885,352.00,736.00,0.53,
886,8.25,0.00,2.00,
887,347.25,795.00,0.41,
888,2.00,0.00,2.00,
889,0.75,0.00,2.00,
890,332.75,827.00,0.35,
891,3.25,0.00,2.00,
892,386.25,817.00,0.37,
893,284.25,846.00,0.31,
894,8.25,0.00,2.00,
895,372.25,693.00,0.61,
896,427.25,763.00,0.47,
897,41.00,2.00,2.00,
898,300.25,773.00,0.45,
899,7.75,0.00,2.00,
900,13.00,0.00,2.00,
901,288.50,823.00,0.35,
902,18.50,0.00,2.00,
903,287.75,785.00,0.43,
904,24.00,1.00,2.00,
905,284.00,812.00,0.38,
906,2.50,0.00,2.00,
907,375.00,774.00,0.45,
908,359.50,772.00,0.46,
909,15.75,1.00,2.00,
910,9.25,1.00,2.00,
911,4.75,0.00,2.00,
912,6.00,1.00,2.00,
913,7.50,0.00,2.00,
914,284.25,766.00,0.47,
915,10.75,0.00,2.00,
916,255.50,817.00,0.37,
917,331.25,842.00,0.32,
918,6.75,0.00,2.00,
919,264.25,844.00,0.31,
920,21.50,0.00,2.00,
921,3.25,0.00,2.00,
922,326.50,745.00,0.51,
923,306.00,761.00,0.48,
924,15.75,0.00,2.00,
925,333.00,757.00,0.49,
926,283.75,806.00,0.39,
927,338.50,814.00,0.37,
928,319.25,847.00,0.31,
929,30.00,2.00,2.00,
