r.num,Duration,Epidemic,Rt,
2033,8.00,0.00,2.00,
2034,330.25,794.00,0.41,
2035,339.75,779.00,0.44,
2036,3.25,0.00,2.00,
2037,25.75,0.00,2.00,
2038,277.50,790.00,0.42,
2039,283.00,786.00,0.43,
2040,40.50,2.00,2.00,
2041,5.75,0.00,2.00,
2042,281.00,804.00,0.39,
2043,3.25,0.00,2.00,
2044,319.00,840.00,0.32,
2045,6.50,0.00,2.00,
2046,20.75,4.00,1.99,
2047,348.75,800.00,0.40,
2048,2.25,0.00,2.00,
2049,8.25,0.00,2.00,
2050,8.00,0.00,2.00,
2051,386.75,732.00,0.54,
2052,373.25,790.00,0.42,
2053,3.75,0.00,2.00,
2054,3.25,0.00,2.00,
2055,1.00,0.00,2.00,
2056,1.50,0.00,2.00,
2057,329.50,815.00,0.37,
2058,293.75,798.00,0.40,
2059,19.25,0.00,2.00,
2060,323.25,808.00,0.38,
2061,7.00,0.00,2.00,
2062,294.50,809.00,0.38,
2063,313.25,754.00,0.49,
2064,391.00,835.00,0.33,
2065,3.00,0.00,2.00,
2066,33.00,5.00,1.99,
2067,6.00,0.00,2.00,
2068,292.25,780.00,0.44,
2069,21.50,2.00,2.00,
2070,5.50,0.00,2.00,
2071,4.75,0.00,2.00,
2072,339.00,764.00,0.47,
2073,10.75,0.00,2.00,
2074,19.50,1.00,2.00,
2075,4.50,0.00,2.00,
2076,340.25,788.00,0.42,
2077,1.75,0.00,2.00,
2078,28.50,1.00,2.00,
2079,7.50,0.00,2.00,
2080,10.00,1.00,2.00,
2081,308.75,816.00,0.37,
2082,47.00,3.00,1.99,
2083,29.75,1.00,2.00,
2084,332.50,766.00,0.47,
2085,14.50,1.00,2.00,
2086,16.75,0.00,2.00,
2087,286.00,767.00,0.47,
2088,39.75,3.00,1.99,
2089,405.75,820.00,0.36,
2090,62.25,7.00,1.99,
2091,263.25,823.00,0.35,
2092,11.75,0.00,2.00,
2093,6.25,0.00,2.00,
2094,342.00,788.00,0.42,
2095,543.00,790.00,0.42,
2096,17.75,0.00,2.00,
2097,8.50,0.00,2.00,
2098,5.75,0.00,2.00,
2099,14.50,0.00,2.00,
2100,33.75,2.00,2.00,
2101,28.25,0.00,2.00,
2102,9.00,0.00,2.00,
2103,42.50,4.00,1.99,
2104,16.00,0.00,2.00,
2105,7.50,0.00,2.00,
2106,278.25,827.00,0.35,
2107,317.50,723.00,0.55,
2108,340.50,829.00,0.34,
2109,348.50,813.00,0.37,
2110,368.00,764.00,0.47,
2111,293.50,801.00,0.40,
2112,30.75,3.00,1.99,
2113,19.00,1.00,2.00,
2114,15.00,0.00,2.00,
2115,349.75,782.00,0.44,
2116,7.50,0.00,2.00,
2117,449.75,784.00,0.43,
2118,361.25,814.00,0.37,
2119,272.00,794.00,0.41,
2120,315.25,747.00,0.51,
2121,2.25,0.00,2.00,
2122,4.25,0.00,2.00,
2123,298.25,782.00,0.44,
2124,316.00,777.00,0.45,
2125,15.75,1.00,2.00,
2126,277.25,731.00,0.54,
2127,7.50,0.00,2.00,
2128,268.25,775.00,0.45,
2129,335.25,794.00,0.41,
2130,297.00,744.00,0.51,
2131,9.00,0.00,2.00,
2132,469.50,782.00,0.44,
2133,333.50,824.00,0.35,
2134,8.25,0.00,2.00,
2135,354.50,857.00,0.29,
2136,11.25,0.00,2.00,
2137,23.00,2.00,2.00,
2138,346.50,838.00,0.32,
2139,374.50,748.00,0.50,
2140,19.50,0.00,2.00,
2141,359.75,815.00,0.37,
2142,366.25,772.00,0.46,
2143,317.25,779.00,0.44,
2144,340.25,788.00,0.42,
2145,14.00,0.00,2.00,
2146,313.00,851.00,0.30,
2147,26.75,3.00,1.99,
2148,331.75,824.00,0.35,
2149,350.25,768.00,0.46,
2150,386.75,816.00,0.37,
2151,332.00,773.00,0.45,
2152,24.50,1.00,2.00,
2153,6.00,0.00,2.00,
2154,323.00,819.00,0.36,
2155,377.25,819.00,0.36,
2156,312.75,807.00,0.39,
2157,283.00,824.00,0.35,
2158,21.50,2.00,2.00,
2159,293.00,781.00,0.44,
2160,4.50,0.00,2.00,
2161,56.75,2.00,2.00,
2162,28.50,0.00,2.00,
2163,286.00,806.00,0.39,
2164,481.00,807.00,0.39,
2165,312.25,751.00,0.50,
2166,438.50,837.00,0.33,
2167,374.50,769.00,0.46,
2168,256.00,806.00,0.39,
2169,340.25,835.00,0.33,
2170,295.50,816.00,0.37,
2171,35.75,2.00,2.00,
2172,26.00,1.00,2.00,
2173,366.25,767.00,0.47,
2174,15.25,0.00,2.00,
2175,14.25,0.00,2.00,
2176,8.75,1.00,2.00,
2177,357.50,804.00,0.39,
2178,1.50,0.00,2.00,
2179,17.75,0.00,2.00,
2180,8.50,0.00,2.00,
2181,38.75,3.00,1.99,
2182,288.75,842.00,0.32,
2183,33.00,3.00,1.99,
2184,248.25,799.00,0.40,
2185,310.00,772.00,0.46,
2186,353.75,771.00,0.46,
2187,326.75,858.00,0.28,
2188,21.50,0.00,2.00,
2189,8.00,0.00,2.00,
2190,306.00,809.00,0.38,
2191,10.25,0.00,2.00,
2192,13.25,0.00,2.00,
2193,43.75,3.00,1.99,
2194,357.75,824.00,0.35,
2195,355.50,838.00,0.32,
2196,348.75,780.00,0.44,
2197,276.00,832.00,0.34,
2198,20.50,0.00,2.00,
2199,396.50,793.00,0.41,
2200,351.75,793.00,0.41,
2201,330.50,852.00,0.30,
2202,69.00,7.00,1.99,
2203,295.25,793.00,0.41,
2204,387.50,846.00,0.31,
2205,4.25,0.00,2.00,
2206,358.50,797.00,0.41,
2207,7.00,0.00,2.00,
2208,377.75,853.00,0.29,
2209,325.00,786.00,0.43,
2210,303.50,770.00,0.46,
2211,324.25,780.00,0.44,
2212,383.00,804.00,0.39,
2213,292.00,826.00,0.35,
2214,13.25,0.00,2.00,
2215,351.50,788.00,0.42,
2216,256.25,837.00,0.33,
2217,322.00,818.00,0.36,
2218,304.75,767.00,0.47,
2219,329.00,809.00,0.38,
2220,4.00,0.00,2.00,
2221,441.75,768.00,0.46,
2222,454.75,758.00,0.48,
2223,22.25,3.00,1.99,
2224,5.00,0.00,2.00,
2225,287.00,751.00,0.50,
2226,51.50,5.00,1.99,
2227,4.00,0.00,2.00,
2228,4.00,0.00,2.00,
2229,330.25,770.00,0.46,
2230,17.25,0.00,2.00,
2231,331.50,782.00,0.44,
2232,428.00,694.00,0.61,
2233,14.00,1.00,2.00,
2234,33.00,3.00,1.99,
2235,330.25,840.00,0.32,
2236,323.75,751.00,0.50,
2237,325.75,787.00,0.43,
2238,8.00,0.00,2.00,
2239,3.75,0.00,2.00,
2240,342.50,819.00,0.36,
2241,340.75,830.00,0.34,
2242,6.75,0.00,2.00,
2243,362.50,800.00,0.40,
2244,368.00,769.00,0.46,
2245,343.00,855.00,0.29,
2246,4.50,0.00,2.00,
2247,272.00,799.00,0.40,
2248,304.25,801.00,0.40,
2249,343.25,707.00,0.59,
2250,35.00,0.00,2.00,
2251,16.50,1.00,2.00,
2252,1.25,0.00,2.00,
2253,377.75,849.00,0.30,
2254,245.50,764.00,0.47,
2255,414.25,791.00,0.42,
2256,94.00,19.00,1.96,
2257,2.00,0.00,2.00,
2258,12.25,0.00,2.00,
2259,11.25,0.00,2.00,
2260,399.25,811.00,0.38,
2261,290.25,865.00,0.27,
2262,70.25,7.00,1.99,
2263,342.75,849.00,0.30,
2264,2.75,0.00,2.00,
2265,231.75,807.00,0.39,
2266,321.75,769.00,0.46,
2267,406.50,688.00,0.62,
2268,10.00,0.00,2.00,
2269,17.00,1.00,2.00,
2270,370.25,710.00,0.58,
2271,8.75,0.00,2.00,
2272,7.75,0.00,2.00,
2273,285.25,846.00,0.31,
2274,383.25,760.00,0.48,
2275,371.50,819.00,0.36,
2276,72.75,6.00,1.99,
2277,400.75,802.00,0.40,
2278,289.75,796.00,0.41,
2279,3.00,0.00,2.00,
2280,10.50,0.00,2.00,
2281,6.25,0.00,2.00,
2282,398.00,793.00,0.41,
2283,6.50,0.00,2.00,
2284,9.25,0.00,2.00,
2285,18.25,3.00,1.99,
2286,70.00,12.00,1.98,
2287,383.50,785.00,0.43,
2288,9.75,0.00,2.00,
2289,371.25,771.00,0.46,
2290,4.25,0.00,2.00,
2291,345.50,796.00,0.41,
2292,331.50,737.00,0.53,
2293,10.00,0.00,2.00,
2294,9.50,0.00,2.00,
2295,9.75,0.00,2.00,
2296,332.50,832.00,0.34,
2297,50.00,1.00,2.00,
2298,285.50,838.00,0.32,
2299,295.25,841.00,0.32,
2300,9.50,0.00,2.00,
2301,353.25,846.00,0.31,
2302,386.75,804.00,0.39,
2303,52.25,6.00,1.99,
2304,37.00,2.00,2.00,
2305,2.00,0.00,2.00,
2306,12.00,0.00,2.00,
2307,286.25,796.00,0.41,
2308,367.25,815.00,0.37,
2309,279.50,818.00,0.36,
2310,286.75,797.00,0.41,
2311,43.75,7.00,1.99,
2312,358.00,721.00,0.56,
2313,18.00,2.00,2.00,
2314,17.00,1.00,2.00,
2315,330.25,737.00,0.53,
2316,35.25,1.00,2.00,
2317,2.00,0.00,2.00,
2318,293.25,767.00,0.47,
2319,367.25,817.00,0.37,
2320,28.00,2.00,2.00,
2321,54.50,3.00,1.99,
2322,327.00,830.00,0.34,
2323,35.75,3.00,1.99,
2324,446.25,842.00,0.32,
2325,4.25,0.00,2.00,
2326,350.50,873.00,0.25,
2327,24.50,0.00,2.00,
2328,244.00,837.00,0.33,
2329,421.50,751.00,0.50,
2330,92.75,19.00,1.96,
2331,289.75,781.00,0.44,
2332,8.75,1.00,2.00,
2333,273.75,809.00,0.38,
2334,279.25,812.00,0.38,
2335,357.50,741.00,0.52,
2336,290.00,862.00,0.28,
2337,8.75,0.00,2.00,
2338,388.00,802.00,0.40,
2339,327.75,827.00,0.35,
2340,370.75,799.00,0.40,
2341,19.75,0.00,2.00,
2342,314.50,755.00,0.49,
2343,291.00,785.00,0.43,
2344,365.25,712.00,0.58,
2345,14.50,1.00,2.00,
2346,34.50,0.00,2.00,
2347,279.00,793.00,0.41,
2348,17.25,1.00,2.00,
2349,295.00,828.00,0.34,
2350,290.50,792.00,0.42,
2351,349.25,799.00,0.40,
2352,4.50,0.00,2.00,
2353,341.75,775.00,0.45,
2354,325.75,875.00,0.25,
2355,308.75,817.00,0.37,
2356,8.50,1.00,2.00,
2357,388.25,774.00,0.45,
2358,399.75,831.00,0.34,
2359,2.75,0.00,2.00,
2360,361.00,792.00,0.42,
2361,345.75,820.00,0.36,
2362,13.75,1.00,2.00,
2363,6.50,0.00,2.00,
2364,340.25,785.00,0.43,
2365,8.25,0.00,2.00,
2366,6.50,0.00,2.00,
2367,273.50,824.00,0.35,
2368,433.75,786.00,0.43,
2369,13.75,0.00,2.00,
2370,316.50,818.00,0.36,
2371,23.50,1.00,2.00,
2372,6.25,0.00,2.00,
2373,305.75,769.00,0.46,
2374,296.50,799.00,0.40,
2375,322.00,758.00,0.48,
2376,306.00,839.00,0.32,
2377,327.00,797.00,0.41,
2378,16.75,0.00,2.00,
2379,23.75,0.00,2.00,
2380,344.50,756.00,0.49,
2381,10.00,0.00,2.00,
2382,319.50,804.00,0.39,
2383,339.75,790.00,0.42,
2384,6.50,0.00,2.00,
2385,16.75,1.00,2.00,
2386,2.75,0.00,2.00,
2387,17.25,0.00,2.00,
2388,8.25,1.00,2.00,
2389,336.00,807.00,0.39,
2390,4.50,0.00,2.00,
2391,341.25,839.00,0.32,
2392,22.25,0.00,2.00,
2393,380.25,801.00,0.40,
2394,14.75,1.00,2.00,
2395,6.00,0.00,2.00,
2396,244.75,822.00,0.36,
2397,362.50,806.00,0.39,
2398,31.00,1.00,2.00,
2399,4.50,0.00,2.00,
2400,11.00,0.00,2.00,
2401,255.75,812.00,0.38,
2402,291.75,829.00,0.34,
2403,297.25,804.00,0.39,
2404,408.25,778.00,0.44,
2405,354.50,776.00,0.45,
2406,1.75,0.00,2.00,
2407,250.75,768.00,0.46,
2408,95.75,16.00,1.97,
2409,297.00,815.00,0.37,
2410,12.00,0.00,2.00,
2411,32.75,0.00,2.00,
2412,14.25,0.00,2.00,
2413,271.25,795.00,0.41,
2414,367.25,747.00,0.51,
2415,317.75,764.00,0.47,
2416,7.75,0.00,2.00,
2417,25.00,2.00,2.00,
2418,2.75,0.00,2.00,
2419,352.50,839.00,0.32,
2420,368.00,812.00,0.38,
2421,15.00,1.00,2.00,
2422,290.25,820.00,0.36,
2423,4.50,0.00,2.00,
2424,331.25,796.00,0.41,
2425,8.50,0.00,2.00,
2426,9.75,0.00,2.00,
2427,23.50,0.00,2.00,
2428,329.25,812.00,0.38,
2429,19.75,0.00,2.00,
2430,304.25,794.00,0.41,
2431,315.25,751.00,0.50,
2432,326.75,820.00,0.36,
2433,10.00,0.00,2.00,
2434,305.75,797.00,0.41,
2435,317.25,792.00,0.42,
2436,413.25,770.00,0.46,
2437,11.00,0.00,2.00,
2438,274.50,745.00,0.51,
2439,398.75,766.00,0.47,
2440,27.25,0.00,2.00,
2441,58.25,10.00,1.98,
2442,256.75,768.00,0.46,
2443,404.75,726.00,0.55,
2444,51.25,3.00,1.99,
2445,13.75,1.00,2.00,
2446,255.25,771.00,0.46,
2447,5.25,1.00,2.00,
2448,312.50,768.00,0.46,
2449,349.50,776.00,0.45,
2450,307.50,823.00,0.35,
2451,246.00,848.00,0.30,
2452,20.00,0.00,2.00,
2453,329.50,747.00,0.51,
2454,335.50,791.00,0.42,
2455,304.00,802.00,0.40,
2456,24.50,1.00,2.00,
2457,14.00,0.00,2.00,
2458,276.50,819.00,0.36,
2459,6.25,0.00,2.00,
2460,303.00,800.00,0.40,
2461,255.75,841.00,0.32,
2462,38.50,1.00,2.00,
2463,273.75,813.00,0.37,
2464,260.50,785.00,0.43,
2465,322.50,797.00,0.41,
2466,8.75,0.00,2.00,
2467,301.00,796.00,0.41,
2468,359.00,787.00,0.43,
2469,364.50,776.00,0.45,
2470,5.25,0.00,2.00,
2471,296.75,790.00,0.42,
2472,323.75,805.00,0.39,
2473,270.75,761.00,0.48,
2474,399.00,807.00,0.39,
2475,9.50,0.00,2.00,
2476,323.75,823.00,0.35,
2477,435.75,785.00,0.43,
2478,303.50,805.00,0.39,
2479,1.25,0.00,2.00,
2480,294.00,845.00,0.31,
2481,15.25,0.00,2.00,
2482,418.75,817.00,0.37,
2483,13.75,0.00,2.00,
2484,277.50,819.00,0.36,
2485,20.75,1.00,2.00,
2486,305.50,824.00,0.35,
2487,311.25,819.00,0.36,
2488,322.50,770.00,0.46,
2489,245.25,781.00,0.44,
2490,15.50,0.00,2.00,
2491,311.25,814.00,0.37,
2492,310.75,767.00,0.47,
2493,6.50,0.00,2.00,
2494,294.25,850.00,0.30,
2495,384.75,769.00,0.46,
2496,26.50,2.00,2.00,
2497,480.25,821.00,0.36,
2498,318.75,759.00,0.48,
2499,10.00,0.00,2.00,
2500,306.00,830.00,0.34,
2501,352.75,737.00,0.53,
2502,4.75,0.00,2.00,
2503,417.00,819.00,0.36,
2504,318.00,786.00,0.43,
2505,422.50,805.00,0.39,
2506,278.75,834.00,0.33,
2507,2.50,0.00,2.00,
2508,312.00,828.00,0.34,
2509,2.75,0.00,2.00,
2510,280.25,744.00,0.51,
2511,339.50,811.00,0.38,
2512,16.25,1.00,2.00,
2513,2.75,0.00,2.00,
2514,16.75,0.00,2.00,
2515,17.75,2.00,2.00,
2516,352.00,811.00,0.38,
2517,11.00,0.00,2.00,
2518,441.25,751.00,0.50,
2519,6.75,0.00,2.00,
2520,16.00,1.00,2.00,
2521,269.00,811.00,0.38,
2522,340.50,818.00,0.36,
2523,16.25,0.00,2.00,
2524,27.75,0.00,2.00,
2525,339.50,771.00,0.46,
2526,349.75,735.00,0.53,
2527,8.50,0.00,2.00,
2528,297.00,830.00,0.34,
2529,4.50,0.00,2.00,
2530,13.75,0.00,2.00,
2531,262.50,789.00,0.42,
2532,8.25,0.00,2.00,
2533,22.75,1.00,2.00,
2534,346.75,773.00,0.45,
2535,338.00,823.00,0.35,
2536,292.00,809.00,0.38,
2537,30.00,1.00,2.00,
2538,13.75,0.00,2.00,
2539,283.75,753.00,0.49,
2540,340.00,791.00,0.42,
2541,330.25,803.00,0.39,
2542,3.75,0.00,2.00,
2543,297.75,747.00,0.51,
2544,338.00,805.00,0.39,
2545,283.50,764.00,0.47,
2546,388.25,788.00,0.42,
2547,12.50,0.00,2.00,
2548,66.00,6.00,1.99,
2549,2.00,0.00,2.00,
2550,255.75,768.00,0.46,
2551,381.25,815.00,0.37,
2552,369.50,801.00,0.40,
2553,287.00,813.00,0.37,
2554,365.75,740.00,0.52,
2555,318.25,824.00,0.35,
2556,17.75,0.00,2.00,
2557,17.75,1.00,2.00,
2558,294.75,828.00,0.34,
2559,290.00,777.00,0.45,
2560,351.00,822.00,0.36,
2561,388.50,792.00,0.42,
2562,348.25,813.00,0.37,
2563,302.00,752.00,0.50,
2564,266.50,782.00,0.44,
2565,11.50,0.00,2.00,
2566,315.50,786.00,0.43,
2567,39.75,9.00,1.98,
2568,8.00,0.00,2.00,
2569,307.75,799.00,0.40,
2570,17.75,1.00,2.00,
2571,362.00,788.00,0.42,
2572,15.75,0.00,2.00,
2573,6.50,0.00,2.00,
2574,335.25,828.00,0.34,
2575,6.50,1.00,2.00,
2576,31.75,0.00,2.00,
2577,383.25,783.00,0.43,
2578,315.75,827.00,0.35,
2579,27.75,1.00,2.00,
2580,275.50,791.00,0.42,
2581,288.75,808.00,0.38,
2582,347.50,753.00,0.49,
2583,332.50,819.00,0.36,
2584,481.75,794.00,0.41,
2585,61.50,4.00,1.99,
2586,239.75,805.00,0.39,
2587,1.25,0.00,2.00,
2588,20.75,2.00,2.00,
2589,6.25,0.00,2.00,
2590,47.00,1.00,2.00,
2591,304.25,803.00,0.39,
2592,383.75,805.00,0.39,
2593,338.50,797.00,0.41,
2594,334.00,805.00,0.39,
2595,344.50,784.00,0.43,
2596,384.25,830.00,0.34,
2597,4.50,0.00,2.00,
2598,77.25,9.00,1.98,
2599,288.75,783.00,0.43,
2600,330.50,807.00,0.39,
2601,5.50,0.00,2.00,
2602,338.75,821.00,0.36,
2603,286.25,811.00,0.38,
2604,340.50,836.00,0.33,
2605,359.00,812.00,0.38,
2606,10.50,0.00,2.00,
2607,9.25,0.00,2.00,
2608,367.00,803.00,0.39,
2609,18.00,0.00,2.00,
2610,269.00,830.00,0.34,
2611,321.50,812.00,0.38,
2612,436.75,786.00,0.43,
2613,266.25,829.00,0.34,
2614,21.50,1.00,2.00,
2615,371.75,756.00,0.49,
2616,404.50,798.00,0.40,
2617,8.50,0.00,2.00,
2618,359.75,793.00,0.41,
2619,9.75,0.00,2.00,
2620,9.00,0.00,2.00,
2621,2.75,0.00,2.00,
2622,283.50,775.00,0.45,
2623,12.25,0.00,2.00,
2624,46.25,4.00,1.99,
2625,361.00,799.00,0.40,
2626,27.25,1.00,2.00,
2627,340.25,796.00,0.41,
2628,346.25,784.00,0.43,
2629,317.00,802.00,0.40,
2630,9.50,0.00,2.00,
2631,24.50,0.00,2.00,
2632,401.50,788.00,0.42,
2633,331.50,804.00,0.39,
2634,3.00,0.00,2.00,
2635,53.50,4.00,1.99,
2636,24.50,0.00,2.00,
2637,299.00,786.00,0.43,
2638,14.50,0.00,2.00,
2639,337.00,813.00,0.37,
2640,302.25,812.00,0.38,
2641,298.75,776.00,0.45,
2642,2.75,0.00,2.00,
2643,370.00,799.00,0.40,
2644,3.75,0.00,2.00,
2645,403.50,800.00,0.40,
2646,347.00,824.00,0.35,
2647,21.50,1.00,2.00,
2648,7.50,0.00,2.00,
2649,284.00,781.00,0.44,
2650,37.00,9.00,1.98,
2651,9.75,1.00,2.00,
2652,37.75,0.00,2.00,
2653,352.25,771.00,0.46,
2654,13.25,0.00,2.00,
2655,3.50,0.00,2.00,
2656,305.25,818.00,0.36,
2657,5.25,0.00,2.00,
2658,4.25,0.00,2.00,
2659,17.50,1.00,2.00,
2660,320.25,834.00,0.33,
2661,331.50,791.00,0.42,
2662,14.50,0.00,2.00,
2663,410.50,781.00,0.44,
2664,255.50,819.00,0.36,
2665,265.00,793.00,0.41,
2666,308.00,816.00,0.37,
2667,48.25,2.00,2.00,
2668,287.00,832.00,0.34,
2669,315.00,753.00,0.49,
2670,368.50,755.00,0.49,
2671,8.25,0.00,2.00,
2672,9.50,1.00,2.00,
2673,20.00,2.00,2.00,
2674,395.75,803.00,0.39,
2675,440.00,782.00,0.44,
2676,321.75,813.00,0.37,
2677,19.75,2.00,2.00,
2678,4.75,0.00,2.00,
2679,11.75,0.00,2.00,
2680,28.50,8.00,1.98,
2681,10.75,0.00,2.00,
2682,268.75,837.00,0.33,
2683,367.00,824.00,0.35,
2684,307.75,814.00,0.37,
2685,2.50,0.00,2.00,
2686,2.00,0.00,2.00,
2687,9.50,0.00,2.00,
2688,43.75,2.00,2.00,
2689,346.00,830.00,0.34,
2690,342.25,775.00,0.45,
2691,8.50,0.00,2.00,
2692,7.50,1.00,2.00,
2693,324.25,756.00,0.49,
2694,407.50,788.00,0.42,
2695,406.25,701.00,0.60,
2696,15.50,0.00,2.00,
2697,18.75,1.00,2.00,
2698,14.25,0.00,2.00,
2699,359.50,816.00,0.37,
2700,17.25,0.00,2.00,
2701,7.50,0.00,2.00,
2702,24.75,1.00,2.00,
2703,264.00,814.00,0.37,
2704,19.50,1.00,2.00,
2705,18.75,0.00,2.00,
2706,12.25,0.00,2.00,
2707,449.25,829.00,0.34,
2708,278.00,832.00,0.34,
2709,320.00,793.00,0.41,
2710,323.75,821.00,0.36,
2711,15.50,1.00,2.00,
2712,347.25,810.00,0.38,
2713,334.50,823.00,0.35,
2714,325.00,822.00,0.36,
2715,16.75,0.00,2.00,
2716,356.25,765.00,0.47,
2717,290.50,784.00,0.43,
2718,250.00,736.00,0.53,
2719,3.25,0.00,2.00,
2720,38.00,2.00,2.00,
2721,5.75,0.00,2.00,
2722,23.50,2.00,2.00,
2723,290.75,778.00,0.44,
2724,278.00,799.00,0.40,
2725,96.75,7.00,1.99,
2726,378.00,804.00,0.39,
2727,5.25,0.00,2.00,
2728,13.25,0.00,2.00,
2729,567.50,736.00,0.53,
2730,14.50,1.00,2.00,
2731,16.75,0.00,2.00,
2732,31.25,0.00,2.00,
2733,319.00,810.00,0.38,
2734,370.75,780.00,0.44,
2735,332.00,817.00,0.37,
2736,3.75,0.00,2.00,
2737,363.25,828.00,0.34,
2738,11.25,2.00,2.00,
2739,282.25,795.00,0.41,
2740,18.00,2.00,2.00,
2741,248.50,760.00,0.48,
2742,9.50,0.00,2.00,
2743,289.50,805.00,0.39,
2744,21.00,0.00,2.00,
2745,3.00,0.00,2.00,
2746,401.50,785.00,0.43,
2747,24.00,1.00,2.00,
2748,15.25,1.00,2.00,
2749,69.00,7.00,1.99,
2750,50.25,10.00,1.98,
2751,32.75,5.00,1.99,
2752,25.00,1.00,2.00,
2753,30.25,1.00,2.00,
2754,270.50,836.00,0.33,
2755,321.50,788.00,0.42,
2756,10.75,0.00,2.00,
2757,294.50,816.00,0.37,
2758,12.00,1.00,2.00,
2759,417.75,764.00,0.47,
2760,3.25,0.00,2.00,
2761,9.25,0.00,2.00,
2762,333.00,789.00,0.42,
2763,341.00,800.00,0.40,
2764,327.50,777.00,0.45,
2765,25.50,0.00,2.00,
2766,10.25,0.00,2.00,
2767,356.75,802.00,0.40,
2768,369.25,823.00,0.35,
2769,19.75,0.00,2.00,
2770,6.25,1.00,2.00,
2771,8.50,0.00,2.00,
2772,280.25,840.00,0.32,
2773,397.75,801.00,0.40,
2774,295.00,803.00,0.39,
2775,315.50,835.00,0.33,
2776,10.50,1.00,2.00,
2777,11.00,0.00,2.00,
2778,3.50,0.00,2.00,
2779,337.25,775.00,0.45,
2780,319.50,732.00,0.54,
2781,297.75,797.00,0.41,
2782,18.25,0.00,2.00,
2783,11.75,0.00,2.00,
2784,4.00,0.00,2.00,
2785,293.75,806.00,0.39,
2786,9.50,0.00,2.00,
2787,24.25,0.00,2.00,
2788,2.00,0.00,2.00,
2789,17.75,0.00,2.00,
2790,306.00,787.00,0.43,
2791,297.25,776.00,0.45,
2792,274.00,811.00,0.38,
2793,8.50,0.00,2.00,
2794,289.50,790.00,0.42,
2795,10.25,0.00,2.00,
2796,293.00,810.00,0.38,
2797,291.75,801.00,0.40,
2798,3.50,0.00,2.00,
2799,370.25,819.00,0.36,
2800,16.50,1.00,2.00,
2801,259.25,786.00,0.43,
2802,298.75,810.00,0.38,
2803,320.75,788.00,0.42,
2804,297.25,796.00,0.41,
2805,14.50,4.00,1.99,
2806,20.75,0.00,2.00,
2807,387.00,774.00,0.45,
2808,320.75,782.00,0.44,
2809,8.50,0.00,2.00,
2810,430.75,757.00,0.49,
2811,349.75,792.00,0.42,
2812,24.25,0.00,2.00,
2813,376.25,886.00,0.23,
2814,58.50,10.00,1.98,
2815,37.25,5.00,1.99,
2816,4.00,0.00,2.00,
2817,336.00,809.00,0.38,
2818,5.75,0.00,2.00,
2819,3.50,0.00,2.00,
2820,371.25,774.00,0.45,
2821,374.75,792.00,0.42,
2822,22.25,1.00,2.00,
2823,324.50,811.00,0.38,
2824,348.50,782.00,0.44,
2825,47.75,4.00,1.99,
2826,287.25,798.00,0.40,
2827,289.50,811.00,0.38,
2828,4.75,0.00,2.00,
2829,2.00,0.00,2.00,
2830,349.00,784.00,0.43,
2831,14.75,1.00,2.00,
2832,330.75,791.00,0.42,
2833,18.00,2.00,2.00,
2834,0.75,0.00,2.00,
2835,336.50,770.00,0.46,
2836,391.25,768.00,0.46,
2837,9.50,0.00,2.00,
2838,298.25,792.00,0.42,
2839,11.75,0.00,2.00,
2840,44.75,5.00,1.99,
2841,7.50,0.00,2.00,
2842,277.25,781.00,0.44,
2843,347.75,768.00,0.46,
2844,389.00,826.00,0.35,
2845,337.00,825.00,0.35,
2846,18.50,0.00,2.00,
2847,11.75,2.00,2.00,
2848,309.50,816.00,0.37,
2849,68.00,6.00,1.99,
2850,42.00,4.00,1.99,
2851,358.50,831.00,0.34,
2852,17.00,1.00,2.00,
2853,24.00,0.00,2.00,
2854,32.75,2.00,2.00,
2855,340.00,733.00,0.53,
2856,9.50,0.00,2.00,
2857,122.25,10.00,1.98,
2858,341.75,813.00,0.37,
2859,421.75,782.00,0.44,
2860,0.75,0.00,2.00,
2861,10.25,1.00,2.00,
2862,347.00,782.00,0.44,
2863,8.25,0.00,2.00,
2864,300.75,847.00,0.31,
2865,11.25,0.00,2.00,
2866,285.50,867.00,0.27,
2867,325.00,760.00,0.48,
2868,412.50,731.00,0.54,
2869,412.00,725.00,0.55,
2870,4.00,0.00,2.00,
2871,17.25,0.00,2.00,
2872,326.75,736.00,0.53,
2873,8.00,0.00,2.00,
2874,1.50,0.00,2.00,
2875,390.25,811.00,0.38,
2876,50.75,7.00,1.99,
2877,36.25,1.00,2.00,
2878,7.75,0.00,2.00,
2879,281.50,803.00,0.39,
2880,14.25,0.00,2.00,
2881,312.00,828.00,0.34,
2882,328.25,844.00,0.31,
2883,361.75,797.00,0.41,
2884,390.75,822.00,0.36,
2885,5.25,0.00,2.00,
2886,66.00,5.00,1.99,
2887,343.00,835.00,0.33,
2888,370.75,775.00,0.45,
2889,370.25,821.00,0.36,
2890,357.50,796.00,0.41,
2891,15.50,0.00,2.00,
2892,331.75,813.00,0.37,
2893,435.50,820.00,0.36,
2894,364.25,787.00,0.43,
2895,313.75,805.00,0.39,
2896,298.75,780.00,0.44,
2897,5.50,0.00,2.00,
2898,57.25,2.00,2.00,
2899,368.25,753.00,0.49,
2900,8.00,0.00,2.00,
2901,11.50,0.00,2.00,
2902,373.25,797.00,0.41,
2903,18.50,1.00,2.00,
2904,6.25,0.00,2.00,
2905,4.50,0.00,2.00,
