,Duration,Epidemic,Rt
2452,52.5,2,1.996
2453,320.25,811,0.378
2454,319,778,0.444
2455,299,821,0.358
2456,516,763,0.474
2457,10.25,0,2
2458,4.5,0,2
2459,24.75,3,1.994
2460,8.5,0,2
2461,9.75,1,1.998
2462,3,0,2
2463,5.5,0,2
2464,5.25,0,2
2465,329.75,831,0.338
2466,298.75,741,0.518
2467,29.75,1,1.998
2468,311.25,820,0.36
2469,352.75,769,0.462
2470,283,798,0.404
2471,315.25,825,0.35
2472,5.25,0,2
2473,12.75,0,2
2474,281.5,779,0.442
2475,0.75,0,2
2476,296.75,783,0.434
2477,342.25,831,0.338
2478,6.75,0,2
2479,16.5,2,1.996
2480,3.25,0,2
2481,352.75,777,0.446
2482,15,0,2
2483,12.25,2,1.996
2484,17,1,1.998
2485,54,1,1.998
2486,52.75,4,1.992
2487,8,0,2
2488,255,764,0.472
2489,2,0,2
2490,261,760,0.48
2491,279.5,791,0.418
2492,412,753,0.494
2493,4.75,0,2
2494,363,790,0.42
2495,59,3,1.994
2496,320.25,801,0.398
2497,8,0,2
2498,246,768,0.464
2499,366,724,0.552
2500,15.25,0,2
2501,53.75,5,1.99
2502,397,719,0.562
2503,11.25,0,2
2504,390.5,786,0.428
2505,0.75,0,2
2506,289.25,763,0.474
2507,1.25,0,2
2508,379,824,0.352
2509,10.75,0,2
2510,309.75,800,0.4
2511,341.5,756,0.488
2512,1.25,0,2
2513,19.75,0,2
2514,328.75,819,0.362
2515,9.75,0,2
2516,7.75,0,2
2517,327.75,838,0.324
2518,2.75,0,2
2519,338.25,840,0.32
2520,432.5,744,0.512
2521,292.75,830,0.34
2522,380,772,0.456
2523,295.75,804,0.392
2524,5.75,0,2
2525,3.5,0,2
2526,317,822,0.356
2527,15,1,1.998
2528,17.25,0,2
2529,29.25,2,1.996
2530,348.75,761,0.478
2531,31.5,0,2
2532,7,0,2
2533,48.5,4,1.992
2534,78.5,4,1.992
2535,261.5,853,0.294
2536,372.25,770,0.46
2537,25.5,3,1.994
2538,7.75,0,2
2539,340.25,781,0.438
2540,281.25,835,0.33
2541,6.5,0,2
2542,24.75,0,2
2543,310.5,785,0.43
2544,347.25,840,0.32
2545,9.25,0,2
2546,367.25,793,0.414
2547,335.25,786,0.428
2548,3.5,0,2
2549,4,0,2
2550,377,758,0.484
2551,7,0,2
2552,24.75,1,1.998
2553,37,4,1.992
2554,6.5,0,2
2555,368,795,0.41
2556,18.5,0,2
2557,5.75,0,2
2558,8.25,1,1.998
2559,7.75,0,2
2560,373.75,743,0.514
2561,12.75,0,2
2562,382.25,810,0.38
2563,387,812,0.376
2564,278.5,835,0.33
2565,5.75,0,2
2566,342.25,781,0.438
2567,27,1,1.998
2568,454.5,802,0.396
2569,21,0,2
2570,11,0,2
2571,303,792,0.416
2572,7.5,0,2
2573,326.75,819,0.362
2574,2.5,0,2
2575,5.5,0,2
2576,316.75,841,0.318
2577,11.75,0,2
2578,252.25,838,0.324
2579,317.75,819,0.362
2580,21.25,1,1.998
2581,379.25,799,0.402
2582,34.75,3,1.994
2583,26.5,0,2
2584,4.75,0,2
2585,26,1,1.998
2586,337,770,0.46
2587,305.75,745,0.51
2588,2.25,0,2
2589,17.5,1,1.998
2590,13.25,0,2
2591,271,791,0.418
2592,14.75,0,2
2593,284.25,832,0.336
2594,295.75,798,0.404
2595,280.25,765,0.47
2596,11.25,0,2
2597,5,0,2
2598,340,827,0.346
2599,7,0,2
2600,52,6,1.988
2601,363,818,0.364
2602,23,0,2
2603,325.75,853,0.294
2604,4.75,0,2
2605,462.25,763,0.474
2606,336.75,762,0.476
2607,266.75,846,0.308
2608,71.25,0,2
2609,44.25,2,1.996
2610,358.25,767,0.466
2611,340,746,0.508
2612,271.25,828,0.344
2613,26,0,2
2614,353.75,831,0.338
2615,338.75,779,0.442
2616,349.75,754,0.492
2617,299.25,778,0.444
2618,381.5,779,0.442
2619,23.75,0,2
2620,13.25,0,2
2621,31,0,2
2622,5,0,2
2623,343.5,819,0.362
2624,8,0,2
2625,452.75,805,0.39
2626,359,775,0.45
2627,434,807,0.386
2628,1.75,0,2
2629,12.75,0,2
2630,14,1,1.998
2631,241.75,833,0.334
2632,324.75,820,0.36
2633,26.5,4,1.992
2634,25.25,2,1.996
2635,299.75,784,0.432
2636,8,0,2
2637,290.75,839,0.322
2638,32.25,0,2
2639,64,1,1.998
2640,318.5,782,0.436
2641,393.5,831,0.338
2642,31,1,1.998
2643,373.75,804,0.392
2644,263.25,750,0.5
2645,372.25,694,0.612
2646,8.75,0,2
2647,262.5,802,0.396
2648,284.75,773,0.454
2649,314,803,0.394
2650,1.5,0,2
2651,293.25,784,0.432
2652,347.25,823,0.354
2653,5.25,0,2
2654,345,832,0.336
2655,6.25,0,2
2656,319.75,834,0.332
2657,28.5,1,1.998
2658,34.5,5,1.99
2659,362.75,789,0.422
2660,13,0,2
2661,263.75,788,0.424
2662,18,0,2
2663,2.5,0,2
2664,8.75,0,2
2665,387,798,0.404
2666,39.25,1,1.998
2667,499.5,737,0.526
2668,23,0,2
2669,345,803,0.394
2670,291,776,0.448
2671,30.75,3,1.994
2672,418.5,761,0.478
2673,371.75,751,0.498
2674,18,0,2
2675,355,810,0.38
2676,380.5,841,0.318
2677,39.5,2,1.996
2678,301,752,0.496
2679,397.5,816,0.368
2680,17.25,0,2
2681,19.5,2,1.996
2682,14.75,0,2
2683,1,0,2
2684,316.75,783,0.434
2685,7.75,0,2
2686,362.75,742,0.516
2687,329.25,728,0.544
2688,30.5,2,1.996
2689,5.5,0,2
2690,259.5,804,0.392
2691,311,766,0.468
2692,389.25,848,0.304
2693,3.5,0,2
2694,46.5,2,1.996
2695,301.25,798,0.404
2696,285.75,773,0.454
2697,2.75,0,2
2698,37.5,1,1.998
2699,20,2,1.996
2700,288.5,771,0.458
2701,325.75,801,0.398
2702,30,2,1.996
2703,298.25,831,0.338
2704,399.75,793,0.414
2705,339.25,824,0.352
2706,2.25,0,2
2707,305.25,807,0.386
2708,303.5,790,0.42
2709,323.75,771,0.458
2710,21.5,2,1.996
2711,318.75,805,0.39
2712,12.25,0,2
2713,352.25,725,0.55
2714,282.75,780,0.44
2715,284.25,836,0.328
2716,94.75,15,1.97
2717,293,795,0.41
2718,6.75,0,2
2719,352.25,801,0.398
2720,400.5,765,0.47
2721,230.75,758,0.484
2722,315.25,804,0.392
2723,49.5,2,1.996
2724,34,7,1.986
2725,388.25,804,0.392
2726,345.25,766,0.468
2727,33.75,2,1.996
2728,480.75,796,0.408
2729,8,0,2
2730,362.25,842,0.316
2731,79,5,1.99
2732,4.75,0,2
2733,286,803,0.394
2734,334,817,0.366
2735,302.75,823,0.354
2736,285.25,779,0.442
2737,305,799,0.402
2738,34.5,1,1.998
2739,5.75,0,2
2740,9,0,2
2741,10,0,2
2742,315.75,794,0.412
2743,10,0,2
2744,14.5,0,2
2745,5,0,2
2746,339.5,807,0.386
2747,344.5,792,0.416
2748,3.75,0,2
2749,320,800,0.4
2750,338,775,0.45
2751,6,0,2
2752,14,1,1.998
2753,343,809,0.382
2754,114.75,11,1.978
2755,374,819,0.362
2756,19.25,0,2
2757,15,0,2
2758,358.75,775,0.45
2759,7,0,2
2760,334,789,0.422
2761,369.25,804,0.392
2762,27.25,0,2
2763,10,0,2
2764,11.25,0,2
2765,327.5,819,0.362
2766,16.25,0,2
2767,5,0,2
2768,308,758,0.484
2769,8.75,0,2
2770,32.25,0,2
2771,6.75,0,2
2772,267.25,781,0.438
2773,345.5,744,0.512
2774,26.75,1,1.998
2775,7.5,0,2
2776,370.25,818,0.364
2777,39,2,1.996
2778,11,0,2
2779,373,812,0.376
2780,5,0,2
2781,362,807,0.386
2782,321.5,766,0.468
2783,15.25,1,1.998
2784,35,3,1.994
2785,19.75,1,1.998
2786,301.5,857,0.286
2787,2.75,0,2
2788,5.75,0,2
2789,365.5,775,0.45
2790,25.75,3,1.994
2791,342.5,804,0.392
2792,17.75,0,2
2793,386.75,766,0.468
2794,42.75,4,1.992
2795,27.25,3,1.994
2796,21.75,1,1.998
2797,334,815,0.37
2798,373.5,794,0.412
2799,321.75,829,0.342
2800,7.75,0,2
2801,2.75,0,2
2802,1.5,0,2
2803,21,0,2
2804,3.25,0,2
2805,29,0,2
2806,308.25,816,0.368
2807,268.25,812,0.376
2808,431.75,784,0.432
2809,110.25,10,1.98
2810,328.25,749,0.502
2811,282.25,823,0.354
2812,21.75,1,1.998
2813,407.25,832,0.336
2814,7.25,0,2
2815,7.75,0,2
2816,11.5,1,1.998
2817,2.75,0,2
2818,4.75,0,2
2819,341.5,800,0.4
2820,34.75,1,1.998
2821,10,0,2
2822,302.75,764,0.472
2823,9.25,0,2
2824,323.75,816,0.368
2825,344.25,830,0.34
2826,3.75,0,2
2827,349.75,779,0.442
2828,398,791,0.418
2829,258.75,769,0.462
2830,311.75,784,0.432
2831,6,0,2
2832,83.75,9,1.982
2833,333.75,800,0.4
2834,418,748,0.504
2835,410.5,744,0.512
2836,1.5,0,2
2837,319,824,0.352
2838,379.25,759,0.482
2839,272.5,759,0.482
2840,355,783,0.434
2841,7,0,2
2842,4.5,0,2
2843,402.75,776,0.448
2844,267.5,824,0.352
2845,278.5,781,0.438
2846,2.75,0,2
2847,328.5,800,0.4
2848,1.5,0,2
2849,390.5,817,0.366
2850,262.25,810,0.38
2851,7.75,0,2
2852,19.25,1,1.998
2853,13.75,0,2
2854,20.75,1,1.998
2855,352.75,801,0.398
2856,357,802,0.396
2857,377.5,806,0.388
2858,312.5,802,0.396
2859,315.5,814,0.372
2860,9,0,2
2861,268.5,764,0.472
2862,363.25,801,0.398
2863,11.75,0,2
2864,47,3,1.994
2865,264,832,0.336
2866,11.75,0,2
2867,5.75,0,2
2868,10,0,2
2869,314,806,0.388
2870,26.75,0,2
2871,432.75,787,0.426
2872,304.75,825,0.35
2873,2.25,0,2
2874,379.25,785,0.43
2875,8.5,0,2
2876,315.5,839,0.322
2877,302.5,800,0.4
2878,282.5,760,0.48
2879,11.25,0,2
2880,297.25,805,0.39
2881,16.5,1,1.998
2882,11.25,0,2
2883,299.75,794,0.412
2884,2.75,0,2
2885,393,857,0.286
2886,10.25,1,1.998
2887,2.25,0,2
2888,27.5,1,1.998
2889,351.5,739,0.522
2890,18.75,1,1.998
2891,276,811,0.378
2892,10.75,1,1.998
2893,305.25,774,0.452
2894,3.75,0,2
2895,360,771,0.458
2896,287,841,0.318
2897,18.5,2,1.996
2898,447.75,759,0.482
2899,15.75,0,2
2900,376.25,811,0.378
2901,9.75,1,1.998
2902,351.25,784,0.432
2903,288.5,784,0.432
2904,266.5,811,0.378
2905,1.5,0,2
2906,288,816,0.368
2907,509,767,0.466
2908,10.25,0,2
2909,373,710,0.58
2910,25.75,0,2
2911,362.25,802,0.396
2912,18.5,0,2
2913,312,783,0.434
2914,5.25,0,2
2915,371.75,839,0.322
2916,4,0,2
2917,12,0,2
2918,21,0,2
2919,14.25,0,2
2920,20,1,1.998
2921,289,825,0.35
2922,11.5,0,2
2923,292.5,791,0.418
2924,15.25,0,2
2925,463.75,836,0.328
2926,336.25,843,0.314
2927,40,6,1.988
2928,2.75,0,2
2929,338,768,0.464
2930,50.25,6,1.988
2931,2.5,0,2
2932,309.25,763,0.474
2933,53,7,1.986
2934,322.75,780,0.44
2935,423.75,738,0.524
2936,16,0,2
2937,322.25,801,0.398
2938,12.5,0,2
2939,9,0,2
2940,18.75,0,2
2941,318.25,776,0.448
2942,27.25,0,2
2943,10,0,2
2944,13.25,2,1.996
2945,396.75,751,0.498
2946,40.75,4,1.992
2947,322,773,0.454
2948,4.25,0,2
2949,5,0,2
2950,22.75,0,2
2951,5,0,2
2952,412.25,735,0.53
2953,24,1,1.998
2954,13,0,2
2955,340.25,787,0.426
2956,359.5,795,0.41
2957,32.5,0,2
2958,413.25,784,0.432
2959,9.5,0,2
2960,2.25,0,2
2961,312.75,786,0.428
2962,325.5,755,0.49
2963,2.75,0,2
2964,20,0,2
2965,377,795,0.41
2966,271,823,0.354
2967,395.75,764,0.472
2968,311.75,819,0.362
2969,9,0,2
2970,62.25,4,1.992
2971,329,825,0.35
2972,333.75,817,0.366
2973,19.75,1,1.998
2974,6.75,0,2
2975,361.25,737,0.526
2976,16.25,1,1.998
2977,12.25,0,2
2978,406,798,0.404
2979,16.25,1,1.998
2980,269,787,0.426
2981,4.5,0,2
2982,30.25,2,1.996
2983,344.5,796,0.408
2984,10.75,0,2
2985,3.75,0,2
2986,390.25,735,0.53
2987,369.75,773,0.454
2988,8.75,0,2
2989,292.5,795,0.41
2990,304,769,0.462
2991,5,0,2
2992,323.25,783,0.434
2993,390.5,773,0.454
2994,413.5,812,0.376
2995,3.5,0,2
2996,4.75,0,2
2997,302,780,0.44
2998,66,5,1.99
2999,348,783,0.434
3000,337.5,817,0.366
3001,4.25,0,2
3002,13.75,1,1.998
3003,349.25,768,0.464
3004,347,822,0.356
3005,45.25,8,1.984
3006,3,0,2
3007,17.5,1,1.998
3008,302,810,0.38
3009,300,815,0.37
3010,281,794,0.412
3011,381.25,740,0.52
3012,380.25,788,0.424
3013,3,0,2
3014,4.5,0,2
3015,294.5,795,0.41
3016,10,0,2
3017,58.75,4,1.992
3018,12.25,1,1.998
3019,341.75,739,0.522
3020,4.5,0,2
3021,321.5,770,0.46
3022,377.25,819,0.362
3023,245,841,0.318
3024,312.25,801,0.398
3025,48.25,4,1.992
3026,340.25,768,0.464
3027,2.25,0,2
3028,11.5,1,1.998
3029,44.25,3,1.994
3030,292.5,785,0.43
3031,273.25,778,0.444
3032,384.75,838,0.324
3033,294.75,810,0.38
3034,10,0,2
3035,303,784,0.432
3036,6.75,0,2
3037,56,7,1.986
3038,339.25,838,0.324
3039,12,0,2
3040,293,769,0.462
3041,5.75,0,2
3042,19,1,1.998
3043,18.75,0,2
3044,26,4,1.992
3045,303.5,805,0.39
3046,10.75,0,2
3047,350.75,802,0.396
3048,7.5,0,2
3049,283.75,799,0.402
3050,16.75,0,2
3051,324.75,759,0.482
3052,294.25,777,0.446
3053,251.5,804,0.392
3054,12.5,0,2
3055,429.5,832,0.336
3056,46,5,1.99
3057,334.25,747,0.506
3058,8,0,2
3059,1.5,0,2
3060,50.25,2,1.996
3061,411.5,828,0.344
3062,7.75,0,2
3063,289.5,776,0.448
3064,6.75,0,2
3065,304.5,850,0.3
3066,288.75,796,0.408
3067,314,740,0.52
3068,334.5,785,0.43
3069,15.5,1,1.998
3070,311.75,838,0.324
3071,314.25,775,0.45
3072,1.5,0,2
3073,24.75,3,1.994
3074,5.75,0,2
3075,385.25,783,0.434
3076,11.25,0,2
3077,404.75,812,0.376
3078,297.5,790,0.42
3079,266.5,792,0.416
3080,364.5,774,0.452
3081,377.5,824,0.352
3082,14.25,0,2
3083,8.5,0,2
3084,439.75,819,0.362
3085,6,0,2
3086,33,2,1.996
3087,287.25,852,0.296
3088,254.25,780,0.44
3089,375.5,819,0.362
3090,350.5,808,0.384
3091,348.25,841,0.318
3092,7.75,1,1.998
3093,363.5,802,0.396
3094,365.25,807,0.386
3095,378,766,0.468
3096,4.5,0,2
3097,5.75,0,2
3098,16,0,2
3099,349,813,0.374
3100,280.5,825,0.35
3101,350,814,0.372
3102,12.5,0,2
3103,14.5,0,2
3104,475.25,799,0.402
3105,340.5,757,0.486
3106,335.25,851,0.298
3107,251.5,784,0.432
3108,341.75,812,0.376
3109,4,0,2
3110,16.25,0,2
3111,286.25,795,0.41
3112,299,762,0.476
3113,3.75,0,2
3114,5.25,0,2
3115,295.5,790,0.42
3116,407.25,799,0.402
3117,307.75,781,0.438
3118,293.5,765,0.47
3119,15.75,0,2
3120,80.25,19,1.962
3121,323.5,801,0.398
3122,3.75,0,2
3123,14.5,0,2
3124,7.5,0,2
3125,363.25,788,0.424
3126,9.25,0,2
3127,5.5,0,2
3128,341.5,870,0.26
3129,33.75,0,2
3130,19,0,2
3131,24.5,4,1.992
3132,276,765,0.47
3133,257,763,0.474
3134,19,0,2
3135,7,0,2
3136,327.75,793,0.414
3137,336.5,766,0.468
3138,26.75,1,1.998
3139,418.25,798,0.404
3140,374.25,740,0.52
3141,7.75,0,2
3142,7.75,0,2
3143,296.75,780,0.44
3144,14.5,0,2
3145,370.75,747,0.506
3146,345.75,759,0.482
3147,14,0,2
3148,342,784,0.432
3149,315.5,780,0.44
3150,23.25,0,2
3151,446.75,806,0.388
3152,36.75,2,1.996
3153,23,2,1.996
3154,20.75,0,2
3155,425.25,800,0.4
3156,15,2,1.996
3157,340.25,801,0.398
3158,321.75,810,0.38
3159,288,786,0.428
3160,10.25,0,2
3161,357,760,0.48
3162,340.25,827,0.346
3163,5.5,0,2
3164,25.75,0,2
3165,13.5,1,1.998
3166,37.25,1,1.998
3167,305.75,797,0.406
3168,8.25,0,2
3169,276,824,0.352
3170,7.5,0,2
3171,310.25,829,0.342
3172,6.5,0,2
3173,354.25,751,0.498
3174,360.5,781,0.438
3175,325.75,835,0.33
3176,13.5,0,2
3177,25,2,1.996
3178,1.75,0,2
3179,324,844,0.312
3180,30.75,2,1.996
3181,6.75,0,2
3182,20.25,0,2
3183,280.75,808,0.384
3184,297.5,823,0.354
3185,16.75,0,2
3186,11.5,0,2
3187,7.25,0,2
3188,379,779,0.442
3189,269.25,815,0.37
3190,7.25,0,2
3191,328.75,787,0.426
3192,465.75,862,0.276
3193,21.25,0,2
3194,318.75,739,0.522
3195,255.75,831,0.338
3196,331,808,0.384
3197,355.5,811,0.378
3198,378.5,727,0.546
3199,38.75,1,1.998
3200,21.75,1,1.998
3201,360.75,795,0.41
3202,272.25,864,0.272
3203,28.25,0,2
3204,42.75,7,1.986
3205,2.25,0,2
3206,288,770,0.46
3207,18.75,1,1.998
3208,436.5,847,0.306
3209,11,0,2
3210,280,784,0.432
3211,7.75,0,2
3212,305.25,789,0.422
3213,252.5,823,0.354
3214,4,0,2
3215,342.25,810,0.38
3216,324.5,757,0.486
3217,12.25,0,2
3218,1.75,0,2
3219,478.5,789,0.422
3220,374.75,823,0.354
3221,376.25,775,0.45
3222,282.75,812,0.376
3223,4.75,0,2
3224,7.75,0,2
3225,6,0,2
3226,4.5,0,2
3227,316.5,780,0.44
3228,10.25,0,2
3229,404,791,0.418
3230,525.25,819,0.362
3231,353.25,784,0.432
3232,383.5,826,0.348
3233,11.75,0,2
3234,29,6,1.988
3235,17,0,2
3236,344,804,0.392
3237,14.75,0,2
3238,7,0,2
3239,20.5,0,2
3240,332.5,835,0.33
3241,56.5,6,1.988
3242,279.5,806,0.388
3243,356.75,780,0.44
3244,10,0,2
3245,358.5,770,0.46
3246,325.75,792,0.416
3247,7.25,0,2
3248,266.75,832,0.336
3249,39,0,2
3250,283.5,822,0.356
3251,331.5,797,0.406
3252,317.75,774,0.452
3253,50.5,4,1.992
3254,41.5,4,1.992
3255,273.25,822,0.356
3256,6,0,2
3257,295.75,775,0.45
3258,322.25,793,0.414
3259,374.5,775,0.45
3260,358.75,780,0.44
3261,13.75,1,1.998
3262,24.5,0,2
3263,7,0,2
3264,411.25,794,0.412
3265,23.25,0,2
3266,17.75,1,1.998
3267,47,4,1.992
3268,31.75,6,1.988
3269,278.75,839,0.322
3270,23.5,1,1.998
3271,9,1,1.998
3272,277,765,0.47
3273,478.5,820,0.36
3274,24.5,0,2
3275,8,0,2
3276,57.75,3,1.994
3277,40,1,1.998
3278,410.25,763,0.474
3279,281,759,0.482
3280,23.25,0,2
3281,319.75,800,0.4
3282,338.5,778,0.444
3283,444,765,0.47
3284,15.75,0,2
3285,22.75,2,1.996
3286,9.5,0,2
3287,309.5,789,0.422
3288,316.25,788,0.424
3289,31,2,1.996
3290,7,0,2
3291,75.25,10,1.98
3292,299.5,817,0.366
3293,406.25,818,0.364
3294,4.75,0,2
3295,15,0,2
3296,322.25,803,0.394
3297,295.75,795,0.41
3298,348.25,786,0.428
3299,319,799,0.402
3300,354.75,820,0.36
3301,4.5,0,2
3302,471,784,0.432
3303,25.75,1,1.998
3304,307.5,776,0.448
3305,6.25,0,2
3306,7.25,0,2
3307,344.5,789,0.422
3308,374.75,819,0.362
3309,353.25,775,0.45
3310,15.75,0,2
3311,363.5,795,0.41
3312,33,1,1.998
3313,327.5,773,0.454
3314,288.25,818,0.364
3315,446.25,799,0.402
3316,8.75,0,2
3317,13.25,1,1.998
3318,5.75,0,2
3319,39.5,1,1.998
3320,281.5,844,0.312
3321,335.75,828,0.344
3322,305,838,0.324
3323,14.75,0,2
3324,366,814,0.372
3325,26.5,2,1.996
3326,4,0,2
3327,66.25,11,1.978
3328,10.25,0,2
3329,6,0,2
3330,37,0,2
3331,229.25,771,0.458
3332,365,789,0.422
3333,358,786,0.428
3334,315.75,811,0.378
3335,351.25,786,0.428
3336,405,789,0.422
3337,390.5,802,0.396
3338,3.5,0,2
3339,8.75,0,2
3340,1.5,0,2
3341,384.75,743,0.514
3342,292.5,807,0.386
3343,345.75,784,0.432
3344,8.25,0,2
3345,337.75,807,0.386
3346,304,811,0.378
3347,11,0,2
3348,280.25,834,0.332
3349,19.5,0,2
3350,295.75,742,0.516
3351,244.75,798,0.404
3352,245.75,826,0.348
3353,15.25,0,2
3354,10.5,0,2
3355,31.5,2,1.996
3356,307.25,785,0.43
3357,299.5,827,0.346
3358,331,821,0.358
3359,316,816,0.368
3360,361.75,807,0.386
3361,45,3,1.994
3362,280.5,862,0.276
3363,12.25,0,2
3364,3.75,0,2
3365,286.75,837,0.326
3366,38.75,0,2
3367,351.25,774,0.452
3368,25,0,2
3369,274.75,761,0.478
3370,23.75,3,1.994
3371,8.75,0,2
3372,314.25,795,0.41
3373,11,1,1.998
3374,324,779,0.442
3375,27,1,1.998
3376,370,810,0.38
3377,343.25,800,0.4
3378,311.5,842,0.316
3379,390.25,798,0.404
3380,347.75,794,0.412
3381,15.75,1,1.998
3382,360.75,771,0.458
3383,26.75,0,2
3384,14.5,0,2
3385,6,0,2
3386,7.75,0,2
3387,12.5,0,2
3388,393.25,774,0.452
3389,22.75,1,1.998
3390,44.5,5,1.99
3391,10.75,0,2
3392,355.75,821,0.358
3393,3,0,2
3394,333,744,0.512
3395,352,819,0.362
3396,296,782,0.436
3397,353.5,783,0.434
3398,392.5,807,0.386
3399,21,1,1.998
3400,350,807,0.386
3401,325.5,764,0.472
3402,356.5,756,0.488
3403,21.5,3,1.994
3404,28,1,1.998
3405,304.25,854,0.292
3406,11.25,0,2
3407,27.75,3,1.994
3408,2.75,0,2
3409,4.75,0,2
3410,13.5,0,2
3411,310.5,825,0.35
3412,34.75,2,1.996
3413,14.5,0,2
3414,346.25,836,0.328
3415,299,846,0.308
3416,338.5,777,0.446
3417,6.5,0,2
3418,373,805,0.39
3419,67.5,6,1.988
3420,8,0,2
3421,20.25,0,2
3422,28.25,4,1.992
3423,239.75,794,0.412
3424,370.5,754,0.492
3425,312.5,762,0.476
3426,346,762,0.476
3427,372.25,767,0.466
3428,363,793,0.414
3429,423.75,792,0.416
3430,363.75,792,0.416
3431,283.5,805,0.39
3432,265,802,0.396
3433,37.25,2,1.996
3434,319.75,807,0.386
3435,384.25,778,0.444
3436,310.5,809,0.382
3437,363.75,828,0.344
3438,340,698,0.604
3439,295.75,825,0.35
3440,336,846,0.308
3441,2.75,0,2
3442,339,770,0.46
3443,12,0,2
3444,320.5,816,0.368
3445,25.75,1,1.998
3446,335.5,750,0.5
3447,325.5,756,0.488
3448,299,829,0.342
3449,225.25,790,0.42
3450,12,0,2
3451,353.75,738,0.524
3452,5.75,0,2
3453,329.25,771,0.458
3454,78.75,5,1.99
3455,12,0,2
3456,20.5,0,2
3457,418,803,0.394
3458,410,775,0.45
3459,307.75,756,0.488
3460,18.25,1,1.998
3461,314.25,812,0.376
3462,23,1,1.998
3463,14.75,1,1.998
3464,15.25,1,1.998
3465,4.75,0,2
3466,338.75,740,0.52
3467,13,0,2
3468,317.75,829,0.342
3469,329.25,786,0.428
3470,1,0,2
3471,10,0,2
3472,6.5,0,2
3473,41.25,1,1.998
3474,424.5,764,0.472
3475,410.5,792,0.416
3476,34.75,4,1.992
3477,20.25,0,2
3478,288,785,0.43
3479,233,787,0.426
3480,258.5,801,0.398
3481,156.75,17,1.966
3482,45.75,1,1.998
3483,314.75,802,0.396
3484,3.5,0,2
3485,6.75,0,2
3486,368,794,0.412
3487,295.5,804,0.392
3488,288,837,0.326
3489,304.5,834,0.332
3490,319,810,0.38
3491,326,783,0.434
3492,10.5,0,2
3493,351.25,786,0.428
3494,297.75,782,0.436
3495,308.75,769,0.462
3496,342.5,796,0.408
3497,10.5,0,2
3498,3.25,0,2
3499,31.5,1,1.998
3500,388.5,767,0.466
3501,7,0,2
3502,6.5,0,2
3503,10.5,0,2
3504,7.25,0,2
3505,16.25,1,1.998
3506,274.75,804,0.392
3507,21.75,0,2
3508,13.75,0,2
3509,16.75,1,1.998
3510,348,823,0.354
3511,11,0,2
3512,5.25,0,2
3513,471.75,804,0.392
3514,39.25,2,1.996
3515,334.75,833,0.334
3516,23.5,2,1.996
3517,296,754,0.492
3518,315.5,808,0.384
3519,513.25,814,0.372
3520,309.5,865,0.27
3521,18.5,0,2
3522,7,0,2
3523,50,4,1.992
3524,343.75,757,0.486
3525,301,767,0.466
3526,224.75,810,0.38
3527,26.25,1,1.998
3528,324.75,830,0.34
3529,551,782,0.436
3530,13,0,2
3531,7,0,2
3532,4.75,0,2
3533,422.25,768,0.464
3534,3.5,0,2
3535,302.75,803,0.394
3536,5.25,0,2
3537,432.75,825,0.35
3538,8.5,0,2
3539,372.75,818,0.364
3540,15.25,0,2
3541,41.5,4,1.992
3542,6.75,0,2
3543,30.25,2,1.996
3544,497.75,780,0.44
3545,294.25,831,0.338
3546,7.75,0,2
3547,328,813,0.374
3548,319.75,802,0.396
3549,294.5,832,0.336
3550,266.5,841,0.318
3551,317.25,803,0.394
3552,431.5,781,0.438
3553,23.5,0,2
3554,330.25,791,0.418
3555,394.75,770,0.46
3556,234.25,789,0.422
3557,21.25,0,2
3558,15,0,2
3559,6.25,0,2
3560,317.75,849,0.302
3561,1.5,0,2
3562,5.25,0,2
3563,17.25,0,2
3564,324,768,0.464
3565,10.5,1,1.998
3566,294,730,0.54
3567,2.25,0,2
3568,400.5,760,0.48
3569,4.75,0,2
3570,347.75,818,0.364
3571,307,794,0.412
3572,319.25,815,0.37
3573,1.5,0,2
3574,390.5,762,0.476
3575,347.75,772,0.456
3576,3.25,0,2
3577,274.75,802,0.396
3578,9,1,1.998
3579,24,2,1.996
3580,11.75,0,2
3581,16.75,0,2
3582,378,754,0.492
3583,11.75,1,1.998
3584,289.75,729,0.542
3585,272.25,821,0.358
3586,21,0,2
3587,295.75,799,0.402
3588,295.75,791,0.418
3589,8,0,2
3590,35.75,4,1.992
3591,12,0,2
3592,415.5,776,0.448
3593,389.25,776,0.448
3594,16.5,2,1.996
3595,360.75,853,0.294
3596,305.25,794,0.412
3597,9,0,2
3598,321,766,0.468
3599,29.25,2,1.996
3600,307.25,782,0.436
3601,15.5,0,2
3602,20.75,0,2
3603,6.25,0,2
3604,19.5,0,2
3605,5.75,0,2
3606,3.5,0,2
3607,38.25,2,1.996
3608,2,0,2
3609,361.75,791,0.418
3610,6,0,2
3611,7,0,2
3612,347.75,825,0.35
3613,2.25,0,2
3614,304,823,0.354
3615,328.75,751,0.498
3616,293.5,818,0.364
3617,275.25,802,0.396
3618,275.5,860,0.28
3619,5.75,0,2
3620,346.25,858,0.284
3621,357.5,758,0.484
3622,22.25,0,2
3623,277.5,833,0.334
3624,35.5,4,1.992
3625,366,807,0.386
3626,354.25,811,0.378
3627,17.5,1,1.998
3628,279,783,0.434
3629,1.25,0,2
3630,21.5,2,1.996
3631,3,0,2
3632,338.75,801,0.398
3633,315.75,788,0.424
