,name,avg,stdev,95CI-,95CI+,min,max
0,r.num,5000.5,2886.8956799071675,4943.914015303849,5057.085984696151,1,10000
1,Duration,177.900625,161.71047382929154,174.7309412247948,181.07030877520518,0.5,567.5
2,Epidemic,405.3387,398.35484663889065,397.53055458884654,413.1468454111535,0.0,889.0
3,extinctions,0.4918,0.4999577539908523,0.48200033802643044,0.5015996619735696,False,True
4,Rt,1.189518,0.7968699817741821,1.1738985673660691,1.205137432633931,0.22,2.0
5,Unnamed: 4,,,,,,
