,Range,PDF,CDF
0,0.0,0.505,0.505
1,50.0,0.0,0.505
2,100.0,0.0,0.505
3,150.0,0.0,0.505
4,200.0,0.0,0.505
5,250.0,0.0,0.505
6,300.0,0.0,0.505
7,350.0,0.0,0.505
8,400.0,0.0,0.505
9,450.0,0.0,0.505
10,500.0,0.0,0.505
11,550.0,0.0,0.505
12,600.0,0.0,0.505
13,650.0,0.0,0.505
14,700.0,0.025,0.53
15,750.0,0.205,0.735
16,800.0,0.25,0.985
17,850.0,0.015,1.0
18,900.0,0.0,1.0
19,950.0,0.0,1.0
