,Range,PDF,CDF
0,0.0,0.326,0.326
1,50.0,0.0,0.326
2,100.0,0.0,0.326
3,150.0,0.0,0.326
4,200.0,0.0,0.326
5,250.0,0.0,0.326
6,300.0,0.0,0.326
7,350.0,0.0,0.326
8,400.0,0.0,0.326
9,450.0,0.0,0.326
10,500.0,0.0,0.326
11,550.0,0.0,0.326
12,600.0,0.0,0.326
13,650.0,0.0,0.326
14,700.0,0.021,0.347
15,750.0,0.3,0.647
16,800.0,0.345,0.992
17,850.0,0.008,1.0
18,900.0,0.0,1.0
19,950.0,0.0,1.0
