,Duration,Epidemic
769,16.5,1.0
259,19.75,1.0
973,23.25,1.0
177,41.25,1.0
352,20.0,1.0
355,16.75,1.0
357,52.25,1.0
127,35.25,1.0
126,23.75,1.0
786,31.0,1.0
865,44.75,1.0
780,33.5,1.0
141,15.0,1.0
29,21.5,1.0
114,27.25,1.0
403,40.75,1.0
143,32.5,1.0
984,23.0,1.0
377,17.5,1.0
137,17.0,1.0
886,17.0,1.0
972,24.0,1.0
71,27.0,1.0
612,27.5,1.0
605,16.0,1.0
239,31.75,1.0
197,25.0,1.0
635,10.25,1.0
228,38.0,1.0
242,26.25,1.0
620,33.0,1.0
163,30.0,1.0
596,32.5,1.0
246,22.25,1.0
717,21.75,1.0
638,29.0,1.0
690,10.25,1.0
926,19.0,1.0
898,13.0,1.0
687,48.25,1.0
712,14.25,1.0
603,36.25,2.0
456,61.0,2.0
99,64.75,2.0
444,48.75,2.0
911,30.25,2.0
723,25.0,2.0
287,20.25,2.0
840,40.5,2.0
178,36.75,2.0
215,49.0,2.0
965,19.75,2.0
453,40.75,2.0
358,30.75,2.0
834,19.5,2.0
170,30.5,2.0
108,34.75,2.0
417,32.5,2.0
566,35.0,2.0
223,37.5,2.0
545,22.75,2.0
967,20.5,2.0
121,31.0,2.0
86,34.25,2.0
644,25.0,3.0
932,41.0,3.0
708,47.5,3.0
590,26.5,3.0
936,61.0,3.0
504,34.75,3.0
186,27.0,3.0
275,55.75,3.0
587,62.5,3.0
798,35.25,4.0
586,63.0,4.0
119,73.0,4.0
752,47.0,4.0
28,38.75,4.0
583,59.75,4.0
152,59.25,4.0
536,37.0,4.0
319,27.25,4.0
88,35.5,4.0
727,40.75,5.0
428,71.5,5.0
537,38.5,5.0
254,52.75,6.0
953,56.75,6.0
719,58.0,6.0
416,43.5,6.0
390,66.0,6.0
495,83.0,7.0
891,81.25,7.0
44,79.25,8.0
520,88.5,10.0
388,92.75,11.0
37,276.5,713.0
599,266.75,717.0
709,334.25,722.0
789,336.75,722.0
580,221.25,722.0
783,334.25,725.0
621,273.25,726.0
247,350.25,726.0
902,271.25,727.0
365,296.25,734.0
884,227.0,737.0
791,369.0,737.0
796,262.25,738.0
532,257.25,739.0
19,253.0,741.0
326,251.25,742.0
47,207.5,743.0
159,236.0,747.0
549,342.75,747.0
948,359.75,748.0
290,269.25,748.0
372,274.75,750.0
947,310.5,750.0
317,271.25,750.0
406,288.25,751.0
746,306.25,752.0
386,248.75,752.0
909,270.5,752.0
735,290.5,752.0
415,214.0,753.0
682,300.0,754.0
856,290.5,754.0
190,237.0,754.0
893,279.25,755.0
230,256.5,755.0
530,232.75,755.0
879,316.25,756.0
567,249.5,756.0
314,316.25,757.0
325,295.75,757.0
588,303.0,757.0
438,239.0,758.0
38,310.75,758.0
875,244.5,758.0
249,235.75,760.0
112,292.0,760.0
181,288.25,761.0
571,248.0,761.0
111,336.25,761.0
525,277.0,763.0
182,302.0,763.0
364,368.0,763.0
79,280.5,764.0
327,231.25,764.0
696,271.25,764.0
172,256.25,765.0
852,309.0,765.0
925,252.0,765.0
83,343.5,765.0
263,279.75,765.0
513,266.75,765.0
500,288.0,765.0
70,270.25,766.0
585,235.0,766.0
701,233.0,767.0
419,244.75,767.0
806,256.75,767.0
330,306.25,767.0
933,237.25,767.0
697,282.75,767.0
846,306.75,768.0
431,306.25,768.0
929,253.0,768.0
87,320.25,769.0
952,231.5,769.0
115,243.75,769.0
289,281.25,769.0
92,290.25,769.0
52,298.25,770.0
192,301.0,770.0
122,279.25,770.0
478,338.25,770.0
404,261.25,771.0
832,264.5,771.0
792,275.0,771.0
413,235.0,771.0
864,260.5,772.0
761,231.75,772.0
666,253.25,772.0
347,263.0,773.0
323,257.25,773.0
986,291.5,773.0
20,297.0,774.0
552,232.75,774.0
645,296.75,774.0
375,267.0,774.0
813,251.0,774.0
716,309.75,774.0
284,275.25,774.0
728,296.0,775.0
269,264.5,775.0
553,231.75,775.0
129,297.0,775.0
944,250.75,775.0
657,295.25,775.0
3,277.25,775.0
637,263.25,775.0
777,289.5,776.0
135,246.0,776.0
265,245.75,776.0
790,232.75,776.0
698,232.0,776.0
128,273.5,776.0
600,248.25,776.0
101,233.75,776.0
277,282.0,777.0
788,259.5,777.0
394,254.0,777.0
224,239.75,777.0
139,340.5,777.0
625,255.75,777.0
613,370.0,777.0
484,272.75,778.0
321,212.75,778.0
488,231.0,778.0
222,284.5,778.0
436,265.25,779.0
397,232.5,779.0
67,244.5,779.0
469,244.75,780.0
274,235.0,780.0
410,259.75,780.0
686,246.5,780.0
460,302.5,780.0
373,310.75,780.0
498,242.75,780.0
748,231.25,780.0
935,252.0,780.0
707,282.75,780.0
721,260.5,781.0
502,225.25,781.0
207,304.5,781.0
678,245.0,781.0
279,246.75,781.0
565,243.5,781.0
829,297.5,781.0
751,282.75,781.0
653,259.0,781.0
217,282.75,781.0
688,289.25,781.0
762,230.5,781.0
542,334.5,781.0
736,236.25,782.0
492,214.25,782.0
670,359.5,782.0
55,225.75,782.0
200,342.25,782.0
685,248.5,782.0
616,293.5,782.0
1,233.75,782.0
870,278.25,782.0
711,320.0,782.0
389,292.75,783.0
378,264.25,783.0
309,284.5,783.0
429,238.75,783.0
367,240.25,783.0
220,303.5,783.0
987,232.75,783.0
51,256.75,784.0
771,301.75,784.0
511,251.25,784.0
681,240.0,784.0
579,312.25,784.0
14,295.75,784.0
81,238.0,784.0
34,245.75,784.0
180,330.0,784.0
494,235.5,784.0
779,259.5,784.0
979,265.75,784.0
473,231.5,784.0
555,244.75,784.0
994,263.75,784.0
968,230.5,784.0
448,208.25,785.0
356,310.0,785.0
467,232.75,785.0
742,221.5,785.0
366,256.0,785.0
150,302.0,785.0
910,263.5,785.0
78,266.25,786.0
797,291.75,786.0
22,209.25,786.0
646,259.0,786.0
225,236.0,786.0
970,260.0,786.0
320,319.25,786.0
380,227.0,787.0
577,291.5,787.0
753,240.75,787.0
303,260.5,787.0
801,199.25,787.0
208,287.25,787.0
802,209.75,787.0
514,210.25,787.0
978,261.75,787.0
487,334.0,788.0
575,283.5,788.0
306,256.75,788.0
659,253.0,788.0
32,278.75,788.0
787,238.25,788.0
527,299.25,788.0
943,242.0,788.0
75,253.25,788.0
506,321.0,788.0
664,242.75,788.0
722,230.25,789.0
763,280.75,789.0
94,221.75,789.0
631,229.5,789.0
642,269.5,789.0
385,307.5,789.0
624,248.0,789.0
250,242.75,790.0
584,256.5,790.0
938,342.75,790.0
595,246.25,790.0
825,224.25,790.0
2,245.5,791.0
160,277.5,791.0
155,226.5,791.0
558,286.0,791.0
479,216.75,791.0
996,267.75,792.0
336,236.25,792.0
636,280.25,792.0
212,320.5,792.0
578,267.0,792.0
920,294.0,792.0
997,249.75,793.0
244,246.0,793.0
608,239.25,793.0
906,212.25,793.0
261,276.5,793.0
976,299.25,793.0
547,239.0,793.0
425,239.75,793.0
930,287.25,793.0
107,239.75,793.0
144,242.5,794.0
559,309.75,794.0
540,263.75,794.0
161,242.75,794.0
767,281.5,794.0
568,260.0,794.0
641,282.25,794.0
408,334.0,794.0
337,234.25,794.0
602,280.25,794.0
950,230.25,794.0
359,240.5,795.0
312,267.0,795.0
24,222.75,795.0
117,306.5,795.0
922,221.5,795.0
145,266.25,795.0
651,317.0,796.0
18,285.25,796.0
749,248.25,796.0
199,285.25,796.0
294,302.0,796.0
878,246.75,796.0
65,297.25,796.0
157,205.5,796.0
726,289.5,796.0
755,326.75,796.0
73,223.5,796.0
990,262.0,796.0
648,272.0,797.0
195,256.5,797.0
232,330.75,797.0
668,311.0,797.0
839,345.75,797.0
630,254.75,797.0
862,328.5,797.0
745,263.25,797.0
702,282.75,797.0
39,215.25,797.0
76,256.5,797.0
167,242.25,798.0
185,261.0,798.0
95,225.5,798.0
131,221.75,798.0
310,324.25,798.0
822,233.75,798.0
652,208.25,798.0
818,279.25,798.0
324,243.25,798.0
507,206.5,798.0
187,263.75,798.0
501,273.0,798.0
72,229.75,798.0
5,249.75,798.0
914,260.75,798.0
236,223.5,798.0
606,261.5,798.0
74,213.5,798.0
443,237.75,798.0
827,225.75,799.0
91,253.25,799.0
667,229.25,799.0
715,224.25,799.0
332,265.0,799.0
183,279.0,799.0
12,237.0,799.0
427,275.25,799.0
700,219.0,799.0
983,277.0,799.0
660,338.0,800.0
729,252.75,800.0
33,289.25,800.0
945,227.5,800.0
313,276.0,800.0
725,262.25,800.0
480,313.25,800.0
611,256.75,801.0
216,277.0,801.0
928,295.75,801.0
671,243.0,801.0
210,260.75,801.0
68,272.0,801.0
663,218.75,801.0
785,240.25,801.0
689,251.25,801.0
435,214.25,801.0
229,281.0,801.0
285,264.25,801.0
971,215.75,801.0
639,306.5,801.0
77,256.5,801.0
882,272.75,801.0
573,268.5,802.0
130,239.25,802.0
90,272.25,802.0
963,313.0,802.0
847,259.75,802.0
954,351.5,802.0
449,259.0,802.0
218,280.75,802.0
528,238.5,802.0
434,376.75,802.0
421,293.75,802.0
471,215.75,802.0
211,296.25,802.0
551,297.25,803.0
209,237.75,803.0
288,272.5,803.0
710,270.5,803.0
146,266.5,803.0
946,267.0,803.0
916,274.25,803.0
31,244.5,803.0
881,260.5,803.0
395,236.0,803.0
490,256.25,803.0
815,235.25,803.0
241,252.75,804.0
251,252.75,804.0
548,250.0,804.0
414,257.25,804.0
258,250.25,804.0
980,361.25,804.0
837,314.75,804.0
554,243.75,804.0
485,244.25,804.0
383,245.0,804.0
23,263.5,804.0
342,242.75,804.0
897,279.5,805.0
184,268.25,805.0
942,244.25,805.0
298,281.0,805.0
270,318.0,805.0
964,238.25,805.0
618,255.75,805.0
149,284.5,805.0
988,278.75,805.0
104,242.5,805.0
940,246.0,805.0
381,262.25,805.0
957,224.25,805.0
650,337.0,806.0
461,232.0,806.0
9,227.75,806.0
465,286.25,806.0
912,278.25,806.0
905,238.0,806.0
830,294.0,806.0
738,265.0,806.0
731,249.75,806.0
649,225.75,806.0
877,314.0,807.0
439,256.75,807.0
344,198.5,807.0
680,221.75,807.0
273,236.0,807.0
628,262.75,807.0
203,261.75,807.0
634,272.75,807.0
45,246.25,807.0
805,271.0,807.0
640,304.0,807.0
873,289.25,808.0
570,233.5,808.0
346,268.75,808.0
61,235.0,808.0
96,241.75,808.0
455,277.75,808.0
917,235.75,808.0
62,233.0,809.0
80,248.5,809.0
53,355.75,809.0
904,294.5,809.0
351,277.0,809.0
804,253.5,809.0
142,252.75,809.0
907,227.5,809.0
30,303.25,809.0
266,299.0,809.0
589,276.0,809.0
895,258.25,809.0
237,269.5,809.0
481,301.5,809.0
240,268.75,810.0
260,256.25,810.0
264,265.25,810.0
153,320.0,810.0
563,325.25,810.0
450,266.25,810.0
411,363.0,810.0
811,287.75,810.0
468,257.75,811.0
369,303.0,811.0
409,235.75,811.0
823,288.25,811.0
617,270.0,811.0
821,285.5,811.0
463,266.5,811.0
64,284.75,811.0
849,293.0,812.0
175,291.75,812.0
741,216.0,812.0
993,245.0,812.0
581,251.0,812.0
918,242.25,812.0
301,284.75,812.0
202,205.75,812.0
189,328.75,812.0
424,216.0,812.0
113,262.75,812.0
116,286.75,813.0
396,317.5,813.0
97,241.75,813.0
474,246.0,813.0
147,283.5,813.0
714,239.0,813.0
883,235.25,813.0
692,263.75,814.0
382,223.25,814.0
609,257.0,814.0
476,310.5,814.0
992,248.25,814.0
656,215.0,814.0
732,256.75,814.0
775,317.75,814.0
754,208.0,814.0
243,240.5,814.0
781,297.0,814.0
812,281.5,814.0
633,278.0,814.0
497,212.5,815.0
962,216.5,815.0
316,280.5,815.0
828,315.25,815.0
887,242.5,815.0
888,249.25,815.0
268,298.0,815.0
245,241.5,815.0
868,241.0,815.0
534,254.0,815.0
538,373.0,815.0
56,312.25,815.0
623,300.0,815.0
820,247.25,816.0
376,238.25,816.0
658,264.75,816.0
695,246.25,816.0
278,224.25,816.0
966,297.5,816.0
814,222.25,816.0
486,271.75,816.0
838,362.25,816.0
574,231.0,816.0
231,249.25,816.0
503,288.0,816.0
747,265.5,816.0
859,259.5,816.0
509,288.0,816.0
517,235.25,816.0
550,249.0,816.0
826,229.0,816.0
227,217.5,816.0
123,251.25,817.0
982,285.25,817.0
524,319.0,817.0
772,283.5,817.0
331,258.25,817.0
676,247.25,818.0
354,247.75,818.0
505,244.0,818.0
896,282.75,818.0
564,303.0,818.0
770,274.0,818.0
193,281.25,819.0
368,232.5,819.0
371,269.0,819.0
168,302.0,819.0
191,308.25,819.0
913,256.5,819.0
353,277.5,819.0
341,260.5,819.0
861,313.0,819.0
998,203.5,819.0
854,266.5,819.0
541,269.5,819.0
831,278.25,819.0
833,249.25,819.0
458,301.0,820.0
333,278.75,820.0
35,222.75,820.0
430,303.5,820.0
297,313.75,820.0
869,304.5,820.0
991,276.5,820.0
851,254.75,820.0
724,260.75,820.0
734,307.5,821.0
235,236.5,821.0
42,253.75,821.0
607,280.75,821.0
291,238.75,821.0
293,368.0,821.0
773,297.5,821.0
867,266.5,821.0
13,231.25,821.0
445,256.0,821.0
782,227.75,822.0
533,234.75,822.0
526,255.75,822.0
521,207.25,822.0
412,220.75,822.0
124,339.0,822.0
835,288.0,822.0
673,207.75,822.0
496,250.0,822.0
691,215.75,822.0
109,256.75,823.0
329,229.25,823.0
842,271.75,823.0
694,284.0,823.0
27,207.0,823.0
679,298.0,823.0
459,298.75,823.0
959,206.0,824.0
0,229.0,824.0
162,269.0,824.0
523,255.5,824.0
166,238.0,824.0
626,241.25,824.0
173,239.25,824.0
766,230.75,824.0
955,350.75,825.0
402,265.25,825.0
295,302.0,825.0
477,291.0,825.0
252,273.75,825.0
345,246.25,825.0
795,225.25,825.0
866,286.0,825.0
863,327.75,826.0
196,294.75,826.0
764,265.75,826.0
57,212.25,826.0
472,265.75,826.0
282,227.25,827.0
848,286.75,827.0
106,202.25,827.0
556,236.0,827.0
102,251.0,827.0
934,241.25,827.0
880,251.5,827.0
374,210.5,828.0
169,325.5,828.0
844,227.5,828.0
768,342.25,828.0
597,250.0,828.0
756,285.0,828.0
6,193.0,829.0
125,326.0,829.0
271,222.75,830.0
765,343.0,830.0
120,238.25,830.0
40,240.5,830.0
654,242.25,831.0
598,260.25,831.0
592,252.0,831.0
927,257.25,831.0
937,237.25,831.0
981,228.5,832.0
133,216.0,832.0
262,274.25,833.0
387,249.25,833.0
750,258.0,833.0
257,253.75,833.0
307,211.75,833.0
340,236.0,834.0
915,268.25,834.0
348,283.25,834.0
85,271.0,834.0
205,284.25,834.0
705,251.75,834.0
156,240.5,835.0
499,236.5,835.0
452,215.0,835.0
699,283.75,835.0
924,215.5,835.0
760,252.5,836.0
923,242.75,837.0
82,216.75,837.0
362,245.25,837.0
132,238.75,838.0
615,206.75,838.0
198,289.75,838.0
508,231.5,839.0
49,307.75,839.0
661,218.25,840.0
15,238.0,840.0
985,205.0,840.0
447,226.25,841.0
919,252.5,841.0
627,262.25,842.0
432,320.25,842.0
36,235.0,843.0
662,259.5,844.0
908,264.25,844.0
843,246.25,844.0
557,259.0,846.0
433,282.25,846.0
10,222.75,848.0
858,226.0,848.0
561,222.75,849.0
475,234.5,849.0
46,294.0,849.0
522,275.75,850.0
510,263.25,851.0
283,241.75,851.0
50,265.75,854.0
110,224.25,854.0
876,243.25,855.0
872,293.0,858.0
819,245.75,863.0
