r.num,Epidemic,Duration,
4971,811.00,231.00,
4972,0.00,23.50,
4973,829.00,238.50,
4974,1.00,17.50,
4975,818.00,217.50,
4976,825.00,250.50,
4977,821.00,316.50,
4978,1.00,42.00,
4979,3.00,40.00,
4980,793.00,262.00,
4981,13.00,81.50,
4982,806.00,223.00,
4983,0.00,14.00,
4984,765.00,295.50,
4985,0.00,5.50,
4986,803.00,235.00,
4987,1.00,22.50,
4988,746.00,280.50,
4989,795.00,309.50,
4990,831.00,180.50,
4991,1.00,22.00,
4992,811.00,298.50,
4993,19.00,112.50,
4994,0.00,13.00,
4995,761.00,260.00,
4996,1.00,14.00,
4997,761.00,240.00,
4998,0.00,8.50,
4999,717.00,280.00,
5000,804.00,235.00,
5001,786.00,291.50,
5002,794.00,357.00,
5003,9.00,59.00,
5004,3.00,53.50,
5005,1.00,30.00,
5006,810.00,267.50,
5007,748.00,363.50,
5008,0.00,11.00,
5009,806.00,244.00,
5010,788.00,302.50,
5011,799.00,241.50,
5012,0.00,21.00,
5013,780.00,275.50,
5014,766.00,304.00,
5015,789.00,299.50,
5016,1.00,18.50,
5017,0.00,14.50,
5018,781.00,290.00,
5019,812.00,259.00,
5020,768.00,291.50,
5021,775.00,249.00,
5022,839.00,291.50,
5023,1.00,19.00,
5024,799.00,323.00,
5025,827.00,219.50,
5026,800.00,233.00,
5027,844.00,270.50,
5028,785.00,241.50,
5029,0.00,30.00,
5030,798.00,305.50,
5031,775.00,300.50,
5032,5.00,54.00,
5033,764.00,258.50,
5034,732.00,243.50,
5035,813.00,256.50,
5036,818.00,289.50,
5037,747.00,250.50,
5038,771.00,294.00,
5039,2.00,37.50,
5040,806.00,389.00,
5041,819.00,280.50,
5042,784.00,238.00,
5043,1.00,27.00,
5044,748.00,220.00,
5045,829.00,263.00,
5046,780.00,237.50,
5047,779.00,253.50,
5048,774.00,287.50,
5049,801.00,285.00,
5050,774.00,239.00,
5051,2.00,26.00,
5052,808.00,283.00,
5053,771.00,216.00,
5054,775.00,258.50,
5055,0.00,12.50,
5056,814.00,296.00,
5057,785.00,218.00,
5058,823.00,198.50,
5059,4.00,52.00,
5060,0.00,18.50,
5061,726.00,249.50,
5062,0.00,27.00,
5063,791.00,324.50,
5064,11.00,121.50,
5065,1.00,27.50,
5066,799.00,248.00,
5067,821.00,235.00,
5068,828.00,259.50,
5069,797.00,271.00,
5070,0.00,15.50,
5071,749.00,252.50,
5072,779.00,255.00,
5073,815.00,201.00,
5074,756.00,244.50,
5075,0.00,24.50,
5076,753.00,227.50,
5077,0.00,4.00,
5078,826.00,248.00,
5079,806.00,258.50,
5080,799.00,249.00,
5081,795.00,246.00,
5082,2.00,43.00,
5083,0.00,7.50,
5084,2.00,53.50,
5085,825.00,245.50,
5086,0.00,8.00,
5087,790.00,245.50,
5088,791.00,245.00,
5089,778.00,326.00,
5090,1.00,31.50,
5091,792.00,352.00,
5092,0.00,20.50,
5093,771.00,270.00,
5094,0.00,6.50,
5095,797.00,251.00,
5096,787.00,237.50,
5097,0.00,8.50,
5098,777.00,254.00,
5099,763.00,240.00,
5100,2.00,36.50,
5101,0.00,25.00,
5102,810.00,185.00,
5103,0.00,7.00,
5104,822.00,245.00,
5105,771.00,213.50,
5106,802.00,236.50,
5107,6.00,69.00,
5108,803.00,329.00,
5109,11.00,74.50,
5110,806.00,201.50,
5111,805.00,263.50,
5112,786.00,281.00,
5113,1.00,20.50,
5114,1.00,32.50,
5115,795.00,207.50,
5116,836.00,280.00,
5117,780.00,281.00,
5118,831.00,219.00,
5119,0.00,9.50,
5120,0.00,12.00,
5121,2.00,37.00,
5122,792.00,256.50,
5123,781.00,218.00,
5124,0.00,6.00,
5125,807.00,276.00,
5126,827.00,257.00,
5127,786.00,265.00,
5128,822.00,213.50,
5129,775.00,286.00,
5130,774.00,275.00,
5131,807.00,243.50,
5132,788.00,244.00,
5133,788.00,284.50,
5134,770.00,253.50,
5135,803.00,218.50,
5136,1.00,16.50,
5137,0.00,19.50,
5138,0.00,16.00,
5139,1.00,18.00,
5140,0.00,23.50,
5141,1.00,25.50,
5142,830.00,249.00,
5143,814.00,226.00,
5144,821.00,296.50,
5145,773.00,246.50,
5146,793.00,250.50,
5147,773.00,265.00,
5148,800.00,286.50,
5149,0.00,10.50,
5150,777.00,269.50,
5151,6.00,92.00,
5152,832.00,267.50,
5153,814.00,227.50,
5154,2.00,30.00,
5155,785.00,360.50,
5156,818.00,238.00,
5157,0.00,15.00,
5158,787.00,314.00,
5159,806.00,292.00,
5160,779.00,276.50,
5161,799.00,249.50,
5162,794.00,285.50,
5163,0.00,12.50,
5164,0.00,12.50,
5165,810.00,247.50,
5166,812.00,257.00,
5167,817.00,294.50,
5168,757.00,286.50,
5169,812.00,252.50,
5170,834.00,223.00,
5171,776.00,319.00,
5172,1.00,33.50,
5173,830.00,326.00,
5174,2.00,41.50,
5175,1.00,28.00,
5176,801.00,229.50,
5177,805.00,252.00,
5178,819.00,277.50,
5179,0.00,33.50,
5180,1.00,12.50,
5181,785.00,270.00,
5182,789.00,276.50,
5183,811.00,246.50,
5184,0.00,33.50,
5185,769.00,282.00,
5186,778.00,266.00,
5187,813.00,275.00,
5188,798.00,228.00,
5189,0.00,13.50,
5190,788.00,222.00,
5191,845.00,277.00,
5192,780.00,248.50,
5193,0.00,18.00,
5194,816.00,316.50,
5195,799.00,216.50,
5196,796.00,232.50,
5197,778.00,204.50,
5198,2.00,29.00,
5199,1.00,27.00,
5200,794.00,312.00,
5201,808.00,314.50,
5202,810.00,249.00,
5203,799.00,297.50,
5204,795.00,214.00,
5205,0.00,26.00,
5206,0.00,11.00,
5207,815.00,220.00,
5208,0.00,15.00,
5209,0.00,12.50,
5210,794.00,195.50,
5211,779.00,265.50,
5212,0.00,19.00,
5213,817.00,280.50,
5214,0.00,20.50,
5215,803.00,261.50,
5216,0.00,22.00,
5217,794.00,228.50,
5218,826.00,230.50,
5219,807.00,198.50,
5220,763.00,225.00,
5221,747.00,235.00,
5222,786.00,262.00,
5223,0.00,16.50,
5224,826.00,231.00,
5225,0.00,7.50,
5226,834.00,204.00,
5227,778.00,287.00,
5228,787.00,261.00,
5229,801.00,236.50,
5230,0.00,20.50,
5231,1.00,26.50,
5232,0.00,14.00,
5233,2.00,44.50,
5234,767.00,318.50,
5235,840.00,223.50,
5236,1.00,23.00,
5237,798.00,237.50,
5238,814.00,223.50,
5239,790.00,256.00,
5240,809.00,293.50,
5241,1.00,24.00,
5242,798.00,269.00,
5243,815.00,284.00,
5244,791.00,279.00,
5245,779.00,249.00,
5246,795.00,272.00,
5247,774.00,222.00,
5248,774.00,282.00,
5249,768.00,241.00,
5250,0.00,4.50,
5251,795.00,346.00,
5252,838.00,283.50,
5253,3.00,42.00,
5254,800.00,308.00,
5255,800.00,251.00,
5256,773.00,282.50,
5257,2.00,43.00,
5258,806.00,321.00,
5259,1.00,21.50,
5260,795.00,351.50,
5261,4.00,44.00,
5262,783.00,279.50,
5263,752.00,274.50,
5264,0.00,29.00,
5265,821.00,244.50,
5266,0.00,7.50,
5267,797.00,247.00,
5268,827.00,227.00,
5269,0.00,3.00,
5270,0.00,22.50,
5271,786.00,215.00,
5272,836.00,203.50,
5273,2.00,56.00,
5274,5.00,37.00,
5275,3.00,53.00,
5276,820.00,316.00,
5277,802.00,287.00,
5278,776.00,260.50,
5279,810.00,274.50,
5280,1.00,23.50,
5281,824.00,238.00,
5282,764.00,259.00,
5283,799.00,230.00,
5284,784.00,259.00,
5285,0.00,13.00,
5286,0.00,8.00,
5287,792.00,276.50,
5288,788.00,251.00,
5289,2.00,38.50,
5290,800.00,381.50,
5291,0.00,14.00,
5292,812.00,281.50,
5293,803.00,271.00,
5294,770.00,281.00,
5295,831.00,238.00,
5296,799.00,210.00,
5297,816.00,267.00,
5298,825.00,249.50,
5299,1.00,18.50,
5300,800.00,216.50,
5301,821.00,267.50,
5302,0.00,18.50,
5303,830.00,231.00,
5304,792.00,315.00,
5305,0.00,9.00,
5306,2.00,33.50,
5307,826.00,247.50,
5308,788.00,273.50,
5309,743.00,297.00,
5310,791.00,265.50,
5311,842.00,195.50,
5312,2.00,31.50,
5313,0.00,29.50,
5314,798.00,259.50,
5315,1.00,21.50,
5316,811.00,232.50,
5317,816.00,303.00,
5318,1.00,31.00,
5319,759.00,247.00,
5320,755.00,373.00,
5321,1.00,41.50,
5322,0.00,20.50,
5323,835.00,240.00,
5324,773.00,273.50,
5325,2.00,36.50,
5326,0.00,3.00,
5327,2.00,38.00,
5328,0.00,18.50,
5329,835.00,274.00,
5330,0.00,31.00,
5331,1.00,34.00,
5332,818.00,299.50,
5333,761.00,236.50,
5334,0.00,15.00,
5335,853.00,245.00,
5336,0.00,19.00,
5337,815.00,230.00,
5338,810.00,235.50,
5339,801.00,226.50,
5340,769.00,252.50,
5341,803.00,261.50,
5342,793.00,218.50,
5343,812.00,254.00,
5344,805.00,289.50,
5345,0.00,9.00,
5346,769.00,235.50,
5347,2.00,29.50,
5348,791.00,280.50,
5349,709.00,312.50,
5350,5.00,54.00,
5351,799.00,348.50,
5352,825.00,216.00,
5353,765.00,265.50,
5354,0.00,22.00,
5355,795.00,232.50,
5356,814.00,221.00,
5357,833.00,236.50,
5358,815.00,251.00,
5359,787.00,232.00,
5360,823.00,254.50,
5361,0.00,19.00,
5362,768.00,230.00,
5363,800.00,235.00,
5364,769.00,266.00,
5365,0.00,14.50,
5366,773.00,251.50,
5367,767.00,264.00,
5368,0.00,12.50,
5369,802.00,316.50,
5370,772.00,237.50,
5371,0.00,11.50,
5372,796.00,256.00,
5373,773.00,218.50,
5374,802.00,226.00,
5375,2.00,33.50,
5376,837.00,250.50,
5377,764.00,243.50,
5378,778.00,299.00,
5379,777.00,254.50,
5380,819.00,249.00,
5381,819.00,259.00,
5382,764.00,248.50,
5383,1.00,21.50,
5384,816.00,243.00,
5385,800.00,256.50,
5386,2.00,19.00,
5387,805.00,234.50,
5388,842.00,272.50,
5389,0.00,8.50,
5390,0.00,14.00,
5391,1.00,27.50,
5392,757.00,309.00,
5393,795.00,279.50,
5394,798.00,266.50,
5395,819.00,245.00,
5396,1.00,18.50,
5397,1.00,47.50,
5398,801.00,257.50,
5399,0.00,14.50,
5400,0.00,21.00,
5401,0.00,27.00,
5402,796.00,242.50,
5403,828.00,266.00,
5404,804.00,238.50,
5405,0.00,7.00,
5406,3.00,63.00,
5407,743.00,358.00,
5408,810.00,240.00,
5409,793.00,338.50,
5410,790.00,227.50,
5411,810.00,265.00,
5412,0.00,7.50,
5413,0.00,15.00,
5414,814.00,269.50,
5415,2.00,15.00,
5416,791.00,261.50,
5417,804.00,196.50,
5418,4.00,33.50,
5419,804.00,252.50,
5420,0.00,12.00,
5421,824.00,289.50,
5422,801.00,246.00,
5423,0.00,17.50,
5424,816.00,269.50,
5425,770.00,279.50,
5426,806.00,227.50,
5427,0.00,7.00,
5428,845.00,293.50,
5429,0.00,9.00,
5430,802.00,203.00,
5431,3.00,37.50,
5432,769.00,259.50,
5433,811.00,235.00,
5434,759.00,284.50,
5435,797.00,291.00,
5436,1.00,24.00,
5437,1.00,36.50,
5438,0.00,26.00,
5439,774.00,328.50,
5440,768.00,284.00,
5441,798.00,277.50,
5442,806.00,302.00,
5443,0.00,12.50,
5444,767.00,212.00,
5445,839.00,247.50,
5446,770.00,264.50,
5447,817.00,226.00,
5448,810.00,261.00,
5449,0.00,31.00,
5450,849.00,223.00,
5451,11.00,39.50,
5452,804.00,235.50,
5453,792.00,219.50,
5454,778.00,295.50,
5455,0.00,25.00,
5456,839.00,199.50,
5457,0.00,7.00,
5458,2.00,21.00,
5459,768.00,238.50,
5460,1.00,21.00,
5461,775.00,272.50,
5462,805.00,306.00,
5463,1.00,21.50,
5464,754.00,227.50,
5465,0.00,18.50,
5466,804.00,246.50,
5467,779.00,230.50,
5468,1.00,17.50,
5469,1.00,15.00,
5470,3.00,29.50,
5471,794.00,314.00,
5472,0.00,12.00,
5473,811.00,304.00,
5474,818.00,240.00,
5475,812.00,213.00,
5476,822.00,269.50,
5477,789.00,366.00,
5478,799.00,303.50,
5479,773.00,276.00,
5480,5.00,77.00,
5481,819.00,177.00,
5482,4.00,41.50,
5483,0.00,31.50,
5484,783.00,253.00,
5485,1.00,14.50,
5486,804.00,261.50,
5487,793.00,260.50,
5488,802.00,310.00,
5489,0.00,6.50,
5490,802.00,266.00,
5491,764.00,265.00,
5492,832.00,241.50,
5493,787.00,260.50,
5494,778.00,230.50,
5495,1.00,14.00,
5496,769.00,233.50,
5497,0.00,17.00,
5498,769.00,223.50,
5499,0.00,6.00,
5500,0.00,3.50,
5501,786.00,228.00,
5502,0.00,15.00,
5503,7.00,46.50,
5504,831.00,247.50,
5505,827.00,241.00,
5506,2.00,64.00,
5507,9.00,54.50,
5508,0.00,19.50,
5509,825.00,282.50,
5510,825.00,268.50,
5511,767.00,295.50,
5512,823.00,219.50,
5513,812.00,407.00,
5514,0.00,7.00,
5515,13.00,152.00,
5516,796.00,293.50,
5517,0.00,11.50,
5518,788.00,268.50,
5519,773.00,282.50,
5520,818.00,291.00,
5521,793.00,240.50,
5522,812.00,314.50,
5523,816.00,225.50,
5524,836.00,256.00,
5525,809.00,222.00,
5526,5.00,51.50,
5527,782.00,235.50,
5528,797.00,304.50,
5529,757.00,264.50,
5530,776.00,231.00,
5531,0.00,5.00,
5532,822.00,251.00,
5533,0.00,14.50,
5534,786.00,273.50,
5535,0.00,14.00,
5536,812.00,210.00,
5537,783.00,372.00,
5538,788.00,290.00,
5539,772.00,299.00,
5540,1.00,21.50,
5541,5.00,59.00,
5542,817.00,222.00,
5543,828.00,224.50,
5544,803.00,396.00,
5545,804.00,217.50,
5546,792.00,223.50,
5547,804.00,267.50,
5548,809.00,259.00,
5549,826.00,249.00,
5550,0.00,16.00,
5551,810.00,202.50,
5552,772.00,265.00,
5553,820.00,240.00,
5554,801.00,242.50,
5555,822.00,331.50,
5556,819.00,284.50,
5557,796.00,322.50,
5558,814.00,282.00,
5559,808.00,281.50,
5560,0.00,12.00,
5561,0.00,26.00,
5562,7.00,28.50,
5563,782.00,334.50,
5564,785.00,253.50,
5565,781.00,257.00,
5566,1.00,20.50,
5567,799.00,204.00,
5568,788.00,259.00,
5569,0.00,13.00,
5570,788.00,265.00,
5571,800.00,261.50,
5572,801.00,269.00,
5573,0.00,24.50,
5574,837.00,316.50,
5575,765.00,254.00,
5576,824.00,289.50,
5577,0.00,15.50,
5578,837.00,311.00,
5579,4.00,51.00,
5580,793.00,294.50,
5581,814.00,240.00,
5582,780.00,258.50,
5583,786.00,266.50,
5584,808.00,239.00,
5585,791.00,282.00,
5586,784.00,198.00,
5587,795.00,275.50,
5588,808.00,257.50,
5589,776.00,223.50,
5590,804.00,237.50,
5591,0.00,19.50,
5592,760.00,235.00,
5593,825.00,217.00,
5594,2.00,17.00,
5595,781.00,188.00,
5596,819.00,272.00,
5597,0.00,16.00,
5598,828.00,250.00,
5599,0.00,13.00,
5600,812.00,248.00,
5601,780.00,318.00,
5602,0.00,27.00,
5603,803.00,213.50,
5604,1.00,18.50,
5605,799.00,302.00,
5606,824.00,235.00,
5607,0.00,9.50,
5608,785.00,271.50,
5609,0.00,17.50,
5610,780.00,329.50,
5611,821.00,302.50,
5612,783.00,421.50,
5613,783.00,217.50,
5614,799.00,235.00,
5615,2.00,36.50,
5616,791.00,305.50,
5617,833.00,235.50,
5618,2.00,44.00,
5619,788.00,300.00,
5620,821.00,301.50,
5621,797.00,244.50,
5622,0.00,4.00,
5623,0.00,9.50,
5624,1.00,22.50,
5625,813.00,256.50,
5626,851.00,234.00,
5627,775.00,300.00,
5628,745.00,277.00,
5629,788.00,224.50,
5630,826.00,254.00,
5631,802.00,239.50,
5632,1.00,17.00,
5633,813.00,296.00,
5634,776.00,285.50,
5635,785.00,298.00,
5636,0.00,22.00,
5637,770.00,241.00,
5638,2.00,40.50,
5639,815.00,262.00,
5640,796.00,239.00,
5641,834.00,306.00,
5642,0.00,13.50,
5643,782.00,260.50,
5644,822.00,299.50,
5645,808.00,251.50,
5646,796.00,243.00,
5647,0.00,14.50,
5648,800.00,244.50,
5649,825.00,280.50,
5650,817.00,280.00,
5651,782.00,243.00,
5652,782.00,245.50,
5653,0.00,16.00,
5654,783.00,255.50,
5655,818.00,231.00,
5656,753.00,254.00,
5657,1.00,9.00,
5658,817.00,306.00,
5659,804.00,303.50,
5660,0.00,9.50,
5661,0.00,22.50,
5662,833.00,341.50,
5663,3.00,54.50,
5664,806.00,263.00,
5665,814.00,292.50,
5666,754.00,261.50,
5667,0.00,9.50,
5668,0.00,27.50,
5669,827.00,210.00,
5670,776.00,241.50,
5671,784.00,241.00,
5672,0.00,6.50,
5673,785.00,261.00,
5674,816.00,240.00,
5675,799.00,186.00,
5676,800.00,293.00,
5677,802.00,297.00,
5678,760.00,252.50,
5679,0.00,15.50,
5680,813.00,232.50,
5681,787.00,275.00,
5682,696.00,210.00,
5683,787.00,257.50,
5684,843.00,295.50,
5685,844.00,289.50,
5686,840.00,231.50,
5687,798.00,272.00,
5688,820.00,246.00,
5689,805.00,307.00,
5690,792.00,289.50,
5691,0.00,10.00,
5692,0.00,21.00,
5693,1.00,23.00,
5694,728.00,307.50,
5695,775.00,237.50,
5696,811.00,223.00,
5697,1.00,18.00,
5698,790.00,273.50,
5699,0.00,9.50,
5700,798.00,370.50,
5701,0.00,29.50,
5702,776.00,239.50,
5703,810.00,197.00,
5704,0.00,9.00,
5705,817.00,291.50,
5706,0.00,16.50,
5707,787.00,290.00,
5708,2.00,23.50,
5709,822.00,219.50,
5710,1.00,31.00,
5711,789.00,243.00,
5712,0.00,10.00,
5713,789.00,202.00,
5714,807.00,256.00,
5715,775.00,274.00,
5716,761.00,263.00,
5717,1.00,34.00,
5718,791.00,257.50,
5719,0.00,32.50,
5720,824.00,241.50,
5721,2.00,17.00,
5722,823.00,209.50,
5723,818.00,229.00,
5724,796.00,326.00,
5725,815.00,263.00,
5726,755.00,268.00,
5727,0.00,11.00,
5728,0.00,6.00,
5729,832.00,198.50,
5730,0.00,7.00,
5731,797.00,239.50,
5732,764.00,269.50,
5733,789.00,269.00,
5734,785.00,227.00,
5735,781.00,287.00,
5736,1.00,17.50,
5737,827.00,212.50,
5738,765.00,223.00,
5739,805.00,240.50,
5740,790.00,283.50,
5741,816.00,231.00,
5742,787.00,233.00,
5743,2.00,37.00,
5744,794.00,338.50,
5745,844.00,337.50,
5746,763.00,236.50,
5747,754.00,242.50,
5748,2.00,26.50,
5749,783.00,237.00,
5750,797.00,232.50,
5751,785.00,225.50,
5752,1.00,11.50,
5753,833.00,202.50,
5754,784.00,221.50,
5755,0.00,27.00,
5756,808.00,213.50,
5757,849.00,297.00,
5758,826.00,245.50,
5759,821.00,237.50,
5760,804.00,318.50,
5761,820.00,267.00,
5762,802.00,349.50,
5763,0.00,18.50,
5764,772.00,253.00,
5765,849.00,296.00,
5766,826.00,300.50,
5767,3.00,44.00,
5768,816.00,276.00,
5769,796.00,265.00,
5770,769.00,268.00,
5771,802.00,273.00,
5772,828.00,258.50,
5773,814.00,280.50,
5774,0.00,8.00,
5775,807.00,218.50,
5776,0.00,8.50,
5777,768.00,244.00,
5778,814.00,323.00,
5779,770.00,267.00,
5780,0.00,7.00,
5781,801.00,271.00,
5782,825.00,293.50,
5783,773.00,265.00,
5784,2.00,11.50,
5785,806.00,274.50,
5786,0.00,18.00,
5787,1.00,35.50,
5788,795.00,210.00,
5789,3.00,45.50,
5790,816.00,196.00,
5791,0.00,29.00,
5792,0.00,16.00,
5793,825.00,292.50,
5794,819.00,254.00,
5795,817.00,216.00,
5796,813.00,250.50,
5797,1.00,27.00,
5798,779.00,277.50,
5799,843.00,243.00,
5800,806.00,195.00,
5801,820.00,234.50,
5802,1.00,24.50,
5803,815.00,281.00,
5804,779.00,289.00,
5805,1.00,49.00,
5806,814.00,277.00,
5807,0.00,4.00,
5808,4.00,40.50,
5809,1.00,8.00,
5810,0.00,17.50,
5811,0.00,10.00,
5812,803.00,222.50,
5813,798.00,342.00,
5814,796.00,242.00,
5815,0.00,20.50,
5816,788.00,285.50,
5817,830.00,232.50,
5818,805.00,241.50,
5819,780.00,276.00,
5820,1.00,39.50,
5821,792.00,250.50,
5822,804.00,390.50,
5823,809.00,296.00,
5824,825.00,330.00,
5825,815.00,330.00,
5826,1.00,22.00,
5827,0.00,16.00,
5828,782.00,282.50,
5829,771.00,272.00,
5830,816.00,242.00,
5831,0.00,14.00,
5832,1.00,23.50,
5833,803.00,247.00,
5834,829.00,297.00,
5835,751.00,239.00,
5836,0.00,16.50,
5837,818.00,186.00,
5838,759.00,312.00,
5839,828.00,262.00,
5840,794.00,256.00,
5841,792.00,254.50,
5842,792.00,222.00,
5843,817.00,229.00,
5844,1.00,9.50,
5845,3.00,36.50,
5846,0.00,19.50,
5847,806.00,266.00,
5848,786.00,240.50,
5849,0.00,12.00,
5850,0.00,14.00,
5851,0.00,17.00,
5852,842.00,216.00,
5853,4.00,42.00,
5854,805.00,340.50,
5855,779.00,277.00,
5856,809.00,273.50,
5857,794.00,206.50,
5858,0.00,18.50,
5859,852.00,274.00,
5860,784.00,265.50,
5861,5.00,53.00,
5862,828.00,247.50,
5863,0.00,16.00,
5864,832.00,232.00,
5865,797.00,225.50,
5866,0.00,28.00,
5867,792.00,290.00,
5868,839.00,239.00,
5869,848.00,189.50,
5870,818.00,322.00,
5871,797.00,288.00,
5872,815.00,308.50,
5873,0.00,16.00,
5874,782.00,236.00,
5875,832.00,206.00,
5876,822.00,251.50,
5877,827.00,239.00,
5878,1.00,12.00,
5879,815.00,249.50,
5880,777.00,234.50,
5881,793.00,268.00,
5882,0.00,15.50,
5883,790.00,272.50,
5884,803.00,262.00,
5885,0.00,14.50,
5886,765.00,246.50,
5887,736.00,295.00,
5888,769.00,222.00,
5889,798.00,266.00,
5890,796.00,224.50,
5891,2.00,41.50,
5892,781.00,317.50,
5893,803.00,289.00,
5894,818.00,268.00,
5895,1.00,33.50,
5896,802.00,237.50,
5897,0.00,6.50,
5898,776.00,249.00,
5899,797.00,260.00,
5900,791.00,341.00,
5901,816.00,253.00,
5902,1.00,21.00,
5903,843.00,286.50,
5904,875.00,232.00,
5905,823.00,253.00,
5906,784.00,293.50,
5907,801.00,217.00,
5908,749.00,315.00,
5909,3.00,38.00,
5910,800.00,247.50,
5911,800.00,305.50,
5912,0.00,14.50,
5913,784.00,303.50,
5914,0.00,12.00,
5915,2.00,25.50,
5916,823.00,240.50,
5917,818.00,229.50,
5918,777.00,251.00,
5919,0.00,10.50,
5920,0.00,16.50,
5921,789.00,281.00,
5922,0.00,18.00,
5923,814.00,237.00,
5924,796.00,288.00,
5925,5.00,80.00,
5926,0.00,16.50,
5927,795.00,255.50,
5928,767.00,295.00,
5929,0.00,8.00,
5930,773.00,286.00,
5931,788.00,372.50,
5932,1.00,21.50,
5933,852.00,202.50,
5934,787.00,231.00,
5935,805.00,212.50,
5936,2.00,41.00,
5937,801.00,221.50,
5938,781.00,278.50,
5939,3.00,30.00,
5940,829.00,214.50,
5941,784.00,286.50,
5942,1.00,14.50,
5943,776.00,357.50,
5944,750.00,190.50,
5945,822.00,231.50,
5946,817.00,261.50,
5947,1.00,22.00,
5948,834.00,252.00,
5949,792.00,257.50,
5950,0.00,15.50,
5951,797.00,271.00,
5952,782.00,274.50,
5953,1.00,35.50,
5954,765.00,315.50,
5955,795.00,270.00,
5956,4.00,38.00,
5957,1.00,9.00,
5958,0.00,5.50,
5959,846.00,240.50,
5960,723.00,226.00,
5961,6.00,30.50,
5962,2.00,35.00,
5963,756.00,272.50,
5964,815.00,210.50,
5965,0.00,5.00,
5966,790.00,258.00,
5967,775.00,219.00,
5968,807.00,303.00,
5969,804.00,269.50,
5970,1.00,36.50,
5971,1.00,40.00,
5972,3.00,42.50,
5973,767.00,264.00,
5974,831.00,242.00,
5975,744.00,278.50,
5976,0.00,16.50,
5977,776.00,286.50,
5978,8.00,67.00,
5979,1.00,23.50,
5980,782.00,233.50,
5981,784.00,267.00,
5982,774.00,277.50,
5983,787.00,274.00,
5984,800.00,351.50,
5985,824.00,246.50,
5986,828.00,277.50,
5987,2.00,36.50,
5988,813.00,244.00,
5989,798.00,278.50,
5990,1.00,54.50,
5991,1.00,40.00,
5992,786.00,261.00,
5993,833.00,264.00,
5994,770.00,232.00,
5995,0.00,9.00,
5996,807.00,381.50,
5997,1.00,11.50,
5998,0.00,10.50,
5999,777.00,276.00,
6000,22.00,98.00,
6001,810.00,253.50,
6002,779.00,313.00,
6003,781.00,248.00,
6004,2.00,32.00,
6005,835.00,199.50,
6006,810.00,249.00,
6007,792.00,242.00,
6008,0.00,31.00,
6009,746.00,255.00,
6010,0.00,6.50,
6011,768.00,290.50,
6012,775.00,250.50,
6013,4.00,61.50,
6014,0.00,12.00,
6015,829.00,282.50,
6016,0.00,8.50,
6017,800.00,273.50,
6018,765.00,240.50,
6019,7.00,80.50,
6020,789.00,249.00,
6021,814.00,294.50,
6022,808.00,306.50,
6023,0.00,22.50,
6024,781.00,278.50,
6025,798.00,287.50,
6026,793.00,272.50,
6027,848.00,217.00,
6028,828.00,279.50,
6029,0.00,13.50,
6030,0.00,10.50,
6031,3.00,31.00,
6032,785.00,279.00,
6033,808.00,218.50,
6034,774.00,315.00,
6035,0.00,18.00,
6036,811.00,288.50,
6037,838.00,281.50,
6038,796.00,227.50,
6039,769.00,252.50,
6040,797.00,182.00,
6041,797.00,270.50,
6042,2.00,23.50,
6043,798.00,265.00,
6044,820.00,238.00,
6045,786.00,238.00,
6046,2.00,23.50,
6047,818.00,242.50,
6048,825.00,272.50,
6049,822.00,243.00,
6050,805.00,230.50,
6051,798.00,266.50,
6052,0.00,7.50,
6053,0.00,27.00,
6054,1.00,19.50,
6055,807.00,258.50,
6056,0.00,17.50,
6057,771.00,260.50,
6058,815.00,292.00,
6059,788.00,199.00,
6060,0.00,13.00,
6061,0.00,6.50,
6062,0.00,10.00,
6063,0.00,12.00,
6064,0.00,14.00,
6065,854.00,281.50,
6066,0.00,15.50,
6067,766.00,247.00,
6068,777.00,263.50,
6069,5.00,82.00,
6070,808.00,254.50,
6071,788.00,266.50,
6072,1.00,9.50,
6073,812.00,282.50,
6074,779.00,266.50,
6075,1.00,14.50,
6076,0.00,7.00,
6077,4.00,45.00,
6078,2.00,20.00,
6079,791.00,282.50,
6080,783.00,277.50,
6081,777.00,222.50,
6082,804.00,264.50,
6083,814.00,225.00,
6084,808.00,201.00,
6085,3.00,26.50,
6086,833.00,263.00,
6087,818.00,280.50,
6088,818.00,256.50,
6089,742.00,315.00,
6090,1.00,27.50,
6091,6.00,53.50,
6092,11.00,109.00,
6093,1.00,21.00,
6094,1.00,31.00,
6095,1.00,15.50,
6096,819.00,276.50,
6097,802.00,265.50,
6098,822.00,224.50,
6099,806.00,248.00,
6100,797.00,250.50,
6101,833.00,240.50,
6102,0.00,15.00,
6103,806.00,257.00,
6104,853.00,261.00,
6105,0.00,15.00,
6106,0.00,9.50,
6107,820.00,224.00,
6108,0.00,5.50,
6109,0.00,11.00,
6110,2.00,39.50,
6111,0.00,11.50,
6112,0.00,13.00,
6113,798.00,241.50,
6114,0.00,35.00,
6115,1.00,27.50,
6116,832.00,315.50,
6117,746.00,234.50,
6118,805.00,272.00,
6119,818.00,255.50,
6120,825.00,247.00,
6121,757.00,277.50,
6122,0.00,12.00,
6123,0.00,8.50,
6124,1.00,23.00,
6125,833.00,248.00,
6126,0.00,13.00,
6127,0.00,19.50,
6128,2.00,17.00,
6129,792.00,251.00,
6130,2.00,30.00,
6131,792.00,302.50,
6132,2.00,17.00,
6133,0.00,14.50,
6134,801.00,312.50,
6135,805.00,246.50,
