,Duration,Epidemic,Rt
2577,40,2,1.996
2578,277.5,769,0.462
2579,275.25,786,0.428
2580,19.75,1,1.998
2581,2.25,0,2
2582,16.5,0,2
2583,274,822,0.356
2584,296.5,755,0.49
2585,247.25,772,0.456
2586,284,790,0.42
2587,281.75,812,0.376
2588,12,0,2
2589,298,792,0.416
2590,241.5,781,0.438
2591,261.75,776,0.448
2592,298,819,0.362
2593,254,802,0.396
2594,286.5,813,0.374
2595,21.75,1,1.998
2596,8.25,0,2
2597,14.25,1,1.998
2598,280.75,783,0.434
2599,259,791,0.418
2600,48,2,1.996
2601,321.25,792,0.416
2602,225,819,0.362
2603,15,0,2
2604,224.25,767,0.466
2605,18.25,1,1.998
2606,269.5,800,0.4
2607,7.5,0,2
2608,259.75,844,0.312
2609,244.75,817,0.366
2610,244.5,793,0.414
2611,265.75,789,0.422
2612,34.25,4,1.992
2613,12,0,2
2614,30.5,3,1.994
2615,299,759,0.482
2616,236,783,0.434
2617,238.25,784,0.432
2618,242.25,830,0.34
2619,255,793,0.414
2620,39.75,3,1.994
2621,20,1,1.998
2622,323.75,764,0.472
2623,11.75,0,2
2624,254.5,781,0.438
2625,236.25,786,0.428
2626,17.25,1,1.998
2627,240.5,783,0.434
2628,301.5,810,0.38
2629,14.25,0,2
2630,227.75,747,0.506
2631,291.75,785,0.43
2632,302.5,806,0.388
2633,7.75,0,2
2634,24.75,0,2
2635,26.25,1,1.998
2636,269,785,0.43
2637,34.75,1,1.998
2638,254.75,785,0.43
2639,314,784,0.432
2640,276.5,804,0.392
2641,293.25,822,0.356
2642,299,791,0.418
2643,314.25,800,0.4
2644,232.75,767,0.466
2645,280.5,786,0.428
2646,8.75,0,2
2647,243.75,800,0.4
2648,6.25,0,2
2649,12.75,0,2
2650,16.5,1,1.998
2651,328,812,0.376
2652,9,0,2
2653,27,0,2
2654,272,767,0.466
2655,62,2,1.996
2656,218.25,780,0.44
2657,9.75,0,2
2658,267.25,836,0.328
2659,259,803,0.394
2660,265,775,0.45
2661,283.25,777,0.446
2662,248.5,803,0.394
2663,252.75,833,0.334
2664,18.25,0,2
2665,29.5,0,2
2666,249,820,0.36
2667,240,813,0.374
2668,213.5,808,0.384
2669,24.5,0,2
2670,12.5,0,2
2671,7,0,2
2672,269.75,812,0.376
2673,21.25,0,2
2674,218.75,817,0.366
2675,255.75,791,0.418
2676,262.25,851,0.298
2677,227.25,851,0.298
2678,207.5,805,0.39
2679,275,831,0.338
2680,282.25,797,0.406
2681,20,0,2
2682,239,833,0.334
2683,320.25,768,0.464
2684,253.75,767,0.466
2685,9.75,0,2
2686,233.75,783,0.434
2687,7.25,0,2
2688,314.75,766,0.468
2689,256,809,0.382
2690,257.75,799,0.402
2691,218.5,772,0.456
2692,28.75,2,1.996
2693,265,811,0.378
2694,264.25,757,0.486
2695,261.25,797,0.406
2696,251.5,773,0.454
2697,279.75,795,0.41
2698,34.5,2,1.996
2699,242.75,771,0.458
2700,280.75,787,0.426
2701,262.25,774,0.452
2702,262,777,0.446
2703,280.25,766,0.468
2704,247.75,784,0.432
2705,21.25,0,2
2706,12,0,2
2707,12.25,1,1.998
2708,254.75,807,0.386
2709,2.5,0,2
2710,280.5,736,0.528
2711,266,763,0.474
2712,11,0,2
2713,220.25,819,0.362
2714,225.5,825,0.35
2715,310.25,816,0.368
2716,17,0,2
2717,268.25,746,0.508
2718,299.5,770,0.46
2719,247.75,790,0.42
2720,15.75,1,1.998
2721,7.25,0,2
2722,12.75,0,2
2723,241.75,814,0.372
2724,221.75,766,0.468
2725,24.75,0,2
2726,28.25,0,2
2727,15.5,0,2
2728,62.5,5,1.99
2729,284.25,790,0.42
2730,10,0,2
2731,250,828,0.344
2732,219,820,0.36
2733,257.25,798,0.404
2734,267.25,804,0.392
2735,8,0,2
2736,25.75,1,1.998
2737,11.25,0,2
2738,26,2,1.996
2739,213.25,835,0.33
2740,256.75,768,0.464
2741,22,2,1.996
2742,258.75,850,0.3
2743,17,1,1.998
2744,263.75,807,0.386
2745,221.75,790,0.42
2746,34.5,1,1.998
2747,257,770,0.46
2748,242.5,777,0.446
2749,223.75,807,0.386
2750,22.75,1,1.998
2751,248,820,0.36
2752,223.5,789,0.422
2753,280.75,784,0.432
2754,9,0,2
2755,227,835,0.33
2756,14,1,1.998
2757,281,755,0.49
2758,281.25,784,0.432
2759,28.25,3,1.994
2760,301.25,823,0.354
2761,289,816,0.368
2762,228.75,783,0.434
2763,318.75,798,0.404
2764,8.5,0,2
2765,282.25,744,0.512
2766,71.25,3,1.994
2767,36.75,1,1.998
2768,22,1,1.998
2769,274.5,740,0.52
2770,8.75,0,2
2771,233.75,832,0.336
2772,282,806,0.388
2773,27,0,2
2774,12.25,0,2
2775,245.25,772,0.456
2776,260.5,764,0.472
2777,292.5,818,0.364
2778,13,0,2
2779,350.5,828,0.344
2780,222.25,787,0.426
2781,252.25,818,0.364
2782,256.25,776,0.448
2783,307.5,793,0.414
2784,260.25,814,0.372
2785,320.25,804,0.392
2786,232.75,815,0.37
2787,238,778,0.444
2788,19,0,2
2789,225,794,0.412
2790,3,0,2
2791,270.75,782,0.436
2792,214.75,847,0.306
2793,254.25,765,0.47
2794,279.5,790,0.42
2795,11.75,0,2
2796,12.5,1,1.998
2797,245,812,0.376
2798,241.75,772,0.456
2799,265,756,0.488
2800,276.75,792,0.416
2801,237.5,799,0.402
2802,312.75,790,0.42
2803,255.5,830,0.34
2804,46.25,0,2
2805,272,783,0.434
2806,264.25,789,0.422
2807,233,800,0.4
2808,222.25,830,0.34
2809,4.75,0,2
2810,234.75,799,0.402
2811,218.25,800,0.4
2812,247,787,0.426
2813,188.5,785,0.43
2814,12.25,0,2
2815,283.5,807,0.386
2816,81.25,8,1.984
2817,269.25,817,0.366
2818,296,820,0.36
2819,311.5,826,0.348
2820,3.5,0,2
2821,277.75,753,0.494
2822,228.5,787,0.426
2823,300.25,811,0.378
2824,277.75,758,0.484
2825,30.25,1,1.998
2826,245.5,757,0.486
2827,216.25,786,0.428
2828,250,809,0.382
2829,278,807,0.386
2830,305.25,797,0.406
2831,375.5,798,0.404
2832,7.5,0,2
2833,21.75,0,2
2834,309,843,0.314
2835,206.5,813,0.374
2836,196.75,804,0.392
2837,249.75,836,0.328
2838,272,791,0.418
2839,11.5,0,2
2840,5.25,0,2
2841,31.75,1,1.998
2842,273.5,772,0.456
2843,291.5,787,0.426
2844,242.5,832,0.336
2845,327.25,810,0.38
2846,277.25,819,0.362
2847,225,828,0.344
2848,377.25,751,0.498
2849,224,830,0.34
2850,20.5,1,1.998
2851,275.5,800,0.4
2852,302.25,833,0.334
2853,11.25,0,2
2854,6.25,0,2
2855,237.5,785,0.43
2856,10.5,0,2
2857,38,0,2
2858,285,772,0.456
2859,222.5,825,0.35
2860,238.75,787,0.426
2861,226.25,813,0.374
2862,3.5,0,2
2863,264.5,806,0.388
2864,253.5,746,0.508
2865,311.25,801,0.398
2866,231,796,0.408
2867,298.75,783,0.434
2868,340,781,0.438
2869,11.25,0,2
2870,27,2,1.996
2871,259,792,0.416
2872,355.5,797,0.406
2873,26.25,1,1.998
2874,253,795,0.41
2875,257,790,0.42
2876,28.75,1,1.998
2877,12.75,0,2
2878,311.75,816,0.368
2879,246.5,774,0.452
2880,276.5,773,0.454
2881,278.75,750,0.5
2882,18,2,1.996
2883,42.25,0,2
2884,22.5,3,1.994
2885,260.5,793,0.414
2886,308.5,835,0.33
2887,244.5,803,0.394
2888,242.5,813,0.374
2889,11,0,2
2890,271.25,797,0.406
2891,29.5,2,1.996
2892,37.75,3,1.994
2893,240.5,719,0.562
2894,8.75,0,2
2895,329,814,0.372
2896,9,0,2
2897,232.5,823,0.354
2898,231,810,0.38
2899,234.75,806,0.388
2900,8.25,0,2
2901,7,0,2
2902,246.25,827,0.346
2903,42.75,1,1.998
2904,248.75,792,0.416
2905,268.25,831,0.338
2906,258.25,775,0.45
2907,278,748,0.504
2908,256.25,750,0.5
2909,221.5,766,0.468
2910,274.75,815,0.37
2911,279.75,791,0.418
2912,325,833,0.334
2913,290,780,0.44
2914,11.25,0,2
2915,286.5,789,0.422
2916,237.5,795,0.41
2917,249.75,818,0.364
2918,44.5,8,1.984
2919,251.5,811,0.378
2920,254.5,784,0.432
2921,286.25,816,0.368
2922,11.5,0,2
2923,26.25,0,2
2924,347.25,781,0.438
2925,3.25,0,2
2926,12.75,0,2
2927,255.25,756,0.488
2928,43.75,5,1.99
2929,278.25,814,0.372
2930,261,754,0.492
2931,322.75,806,0.388
2932,306.25,838,0.324
2933,262.25,808,0.384
2934,244.75,804,0.392
2935,215.5,781,0.438
2936,266.25,773,0.454
2937,9.75,0,2
2938,14.5,0,2
2939,224.5,802,0.396
2940,4.25,0,2
2941,204,799,0.402
2942,15,0,2
2943,17,0,2
2944,283,806,0.388
2945,271.5,764,0.472
2946,315.25,774,0.452
2947,10.5,0,2
2948,258.25,803,0.394
2949,69.5,3,1.994
2950,296.5,831,0.338
2951,300.75,795,0.41
2952,3.75,0,2
2953,207.25,803,0.394
2954,272.75,799,0.402
2955,244.75,815,0.37
2956,15.5,0,2
2957,239.25,825,0.35
2958,183.75,792,0.416
2959,221.75,807,0.386
2960,257,782,0.436
2961,241.75,773,0.454
2962,308.75,799,0.402
2963,8.75,0,2
2964,334.5,777,0.446
2965,20.5,0,2
2966,253.75,797,0.406
2967,273.25,767,0.466
2968,17.75,0,2
2969,252.75,809,0.382
2970,16,1,1.998
2971,266.5,768,0.464
2972,284.75,767,0.466
2973,259.5,798,0.404
2974,232.5,817,0.366
2975,28.25,1,1.998
2976,214,763,0.474
2977,31.25,0,2
2978,49,3,1.994
2979,278.75,735,0.53
2980,261.75,722,0.556
2981,70.75,8,1.984
2982,276,748,0.504
2983,297.75,804,0.392
2984,320.75,773,0.454
2985,257,818,0.364
2986,8.25,0,2
2987,58,1,1.998
2988,28.75,1,1.998
2989,248,806,0.388
2990,280.25,806,0.388
2991,261.25,810,0.38
2992,78.5,3,1.994
2993,209.5,823,0.354
2994,288.5,850,0.3
2995,36.75,3,1.994
2996,31.25,0,2
2997,4.25,0,2
2998,245.5,761,0.478
2999,271.5,803,0.394
3000,232.75,769,0.462
3001,41.5,1,1.998
3002,340,754,0.492
3003,285,801,0.398
3004,227.75,825,0.35
3005,243.75,773,0.454
3006,243.75,804,0.392
3007,351.75,790,0.42
3008,260,811,0.378
3009,280.75,818,0.364
3010,220,763,0.474
3011,272.5,795,0.41
3012,219.5,826,0.348
3013,5.5,0,2
3014,17,0,2
3015,288,818,0.364
3016,12.25,0,2
3017,284,776,0.448
3018,296.5,828,0.344
3019,243.75,835,0.33
3020,244.25,767,0.466
3021,12.75,0,2
3022,237.75,800,0.4
3023,90.25,12,1.976
3024,257.25,799,0.402
3025,271.5,791,0.418
3026,72,6,1.988
3027,217.75,815,0.37
3028,294.75,755,0.49
3029,169.25,830,0.34
3030,287.5,807,0.386
3031,282.5,800,0.4
3032,215.75,808,0.384
3033,252.75,803,0.394
3034,266.5,831,0.338
3035,235.5,813,0.374
3036,277.75,790,0.42
3037,267,798,0.404
3038,273.25,813,0.374
3039,267,830,0.34
3040,234,802,0.396
3041,268.25,802,0.396
3042,259,795,0.41
3043,14,0,2
3044,220,814,0.372
3045,208.5,790,0.42
3046,297.5,779,0.442
3047,226.75,776,0.448
3048,268.75,790,0.42
3049,244.75,841,0.318
3050,224,848,0.304
3051,282.75,749,0.502
3052,274.75,792,0.416
3053,275.25,800,0.4
3054,19,1,1.998
3055,15,1,1.998
3056,294.5,809,0.382
3057,292,776,0.448
3058,246,836,0.328
3059,294,790,0.42
3060,305.25,818,0.364
3061,15.5,1,1.998
3062,315.25,793,0.414
3063,246.75,785,0.43
3064,280.75,832,0.336
3065,239,801,0.398
3066,15.25,0,2
3067,255,754,0.492
3068,9.5,0,2
3069,62.25,3,1.994
3070,34.25,1,1.998
3071,205,734,0.532
3072,7,0,2
3073,5.75,0,2
3074,227,803,0.394
3075,306.75,782,0.436
3076,235.75,786,0.428
3077,284,821,0.358
3078,24.25,2,1.996
3079,41.5,3,1.994
3080,310.5,752,0.496
3081,255.25,751,0.498
3082,331.25,792,0.416
3083,234.25,819,0.362
3084,59,2,1.996
3085,253.75,822,0.356
3086,22.5,0,2
3087,238.5,816,0.368
3088,23,0,2
3089,49.5,3,1.994
3090,286.25,801,0.398
3091,15,0,2
3092,273.5,765,0.47
3093,316.75,810,0.38
3094,338.25,777,0.446
3095,249.5,796,0.408
3096,233.5,810,0.38
3097,217.25,798,0.404
3098,272.75,820,0.36
3099,282,782,0.436
3100,217.75,823,0.354
3101,208,788,0.424
3102,120.75,12,1.976
3103,231.75,809,0.382
3104,238.25,799,0.402
3105,30.25,0,2
3106,14.5,0,2
3107,255.25,778,0.444
3108,270,771,0.458
3109,309,785,0.43
3110,284.5,770,0.46
3111,214,795,0.41
3112,275.25,809,0.382
3113,209.25,813,0.374
3114,11.75,0,2
3115,231.75,808,0.384
3116,220.25,795,0.41
3117,246.75,787,0.426
3118,217.5,829,0.342
3119,292,814,0.372
3120,8.5,0,2
3121,227.25,822,0.356
3122,26,2,1.996
3123,7.5,0,2
3124,246.25,813,0.374
3125,305.75,800,0.4
3126,298.5,815,0.37
3127,243.5,789,0.422
3128,219.25,795,0.41
3129,38.25,3,1.994
3130,15,1,1.998
3131,303.75,829,0.342
3132,249,812,0.376
3133,6.75,0,2
3134,289.25,822,0.356
3135,334.75,804,0.392
3136,228.5,769,0.462
3137,241,787,0.426
3138,229.25,844,0.312
3139,9,0,2
3140,19,0,2
3141,251,808,0.384
3142,297.25,757,0.486
3143,17.25,0,2
3144,11.75,0,2
3145,24,1,1.998
3146,255.25,782,0.436
3147,271.25,792,0.416
3148,341,825,0.35
3149,320.25,738,0.524
3150,14.25,0,2
3151,12,0,2
3152,262.25,790,0.42
3153,305.25,794,0.412
3154,347.75,793,0.414
3155,301.5,826,0.348
3156,253.25,783,0.434
3157,16.25,0,2
3158,214.5,757,0.486
3159,224.5,800,0.4
3160,293.25,800,0.4
3161,4,0,2
3162,15.25,0,2
3163,249.75,840,0.32
3164,257.25,827,0.346
3165,242.75,808,0.384
3166,255.75,759,0.482
3167,265.5,803,0.394
3168,2,0,2
3169,276.25,759,0.482
3170,302.25,788,0.424
3171,13,0,2
3172,218.75,810,0.38
3173,314.75,825,0.35
3174,197.5,810,0.38
3175,295.25,781,0.438
3176,270.75,845,0.31
3177,309.75,786,0.428
3178,241.5,817,0.366
3179,18,0,2
3180,333.25,811,0.378
3181,201.25,797,0.406
3182,223.25,806,0.388
3183,11,0,2
3184,29.5,2,1.996
3185,33.5,0,2
3186,246.75,806,0.388
3187,12.5,0,2
3188,223.75,797,0.406
3189,7.5,0,2
3190,220.75,805,0.39
3191,12.25,0,2
3192,262.75,822,0.356
3193,17,0,2
3194,391.5,764,0.472
3195,15.5,0,2
3196,312,832,0.336
3197,21,1,1.998
3198,258.5,800,0.4
3199,206,799,0.402
3200,12.25,0,2
3201,262.75,810,0.38
3202,306.25,799,0.402
3203,74.75,4,1.992
3204,268.5,762,0.476
3205,267,798,0.404
3206,14,0,2
3207,287.25,746,0.508
3208,384.75,795,0.41
3209,52.25,3,1.994
3210,17.25,0,2
3211,264,759,0.482
3212,27.25,1,1.998
3213,232.25,789,0.422
3214,252.5,793,0.414
3215,14.5,1,1.998
3216,221.25,825,0.35
3217,32.75,0,2
3218,17.5,0,2
3219,258,782,0.436
3220,246.25,798,0.404
3221,13.5,0,2
3222,227.5,778,0.444
3223,12.5,0,2
3224,13.75,0,2
3225,267,817,0.366
3226,269.75,814,0.372
3227,300.75,782,0.436
3228,267.25,799,0.402
3229,255.5,785,0.43
3230,236.5,777,0.446
3231,25.75,1,1.998
3232,335.75,820,0.36
3233,319.5,812,0.376
3234,239,834,0.332
3235,10.25,0,2
3236,262,773,0.454
3237,248,768,0.464
3238,272.75,758,0.484
3239,259.5,825,0.35
3240,26.5,2,1.996
3241,70.75,14,1.972
3242,13.5,1,1.998
3243,7.5,0,2
3244,11,0,2
3245,249.25,794,0.412
3246,9,0,2
3247,25.25,0,2
3248,8.75,0,2
3249,211.5,767,0.466
3250,328.75,807,0.386
3251,13.25,0,2
3252,40,3,1.994
3253,15.5,0,2
3254,8,0,2
3255,320,762,0.476
3256,232.5,812,0.376
3257,10,0,2
3258,252,820,0.36
3259,273,810,0.38
3260,295,742,0.516
3261,7.5,0,2
3262,272.25,810,0.38
3263,222.75,824,0.352
3264,20.75,1,1.998
3265,295.5,799,0.402
3266,11.25,0,2
3267,24.25,0,2
3268,29,1,1.998
3269,10,0,2
3270,26.5,2,1.996
3271,247.5,813,0.374
3272,12.5,0,2
3273,274.25,827,0.346
3274,237.75,793,0.414
3275,281.25,756,0.488
3276,235.25,776,0.448
3277,326.75,765,0.47
3278,15.75,0,2
3279,355.25,792,0.416
3280,237.75,842,0.316
3281,274,821,0.358
3282,287,780,0.44
3283,304.25,784,0.432
3284,272,768,0.464
3285,241.75,798,0.404
3286,17,0,2
3287,243,828,0.344
3288,218,780,0.44
3289,13,0,2
3290,226,778,0.444
3291,228.25,799,0.402
3292,223.75,808,0.384
3293,267.5,828,0.344
3294,374.25,801,0.398
3295,226.5,846,0.308
3296,37,1,1.998
3297,236.75,814,0.372
3298,249.75,802,0.396
3299,3.75,0,2
3300,242.25,786,0.428
3301,256,782,0.436
3302,290,751,0.498
3303,30,1,1.998
3304,11.25,0,2
3305,49.75,3,1.994
3306,14.5,0,2
3307,250.25,785,0.43
3308,234.75,829,0.342
3309,242,782,0.436
3310,298.5,804,0.392
3311,16.75,0,2
3312,278.75,786,0.428
3313,205.25,811,0.378
3314,286,840,0.32
3315,8,0,2
3316,243.25,802,0.396
3317,229.5,808,0.384
3318,6.25,0,2
3319,19,0,2
3320,18.75,0,2
3321,25.5,0,2
3322,5.75,0,2
3323,18.25,0,2
3324,19,0,2
3325,232.75,801,0.398
3326,281.25,813,0.374
3327,304.5,828,0.344
3328,8.75,0,2
3329,19.5,0,2
3330,229.25,790,0.42
3331,283,751,0.498
3332,256.75,771,0.458
3333,27.75,0,2
3334,261.75,813,0.374
3335,12.5,0,2
3336,210,775,0.45
3337,241,799,0.402
3338,61,2,1.996
3339,16.75,1,1.998
3340,291.5,729,0.542
3341,6.5,0,2
3342,8,0,2
3343,19.75,1,1.998
3344,227,804,0.392
3345,249.5,757,0.486
3346,260,807,0.386
3347,36.5,1,1.998
3348,284.5,825,0.35
3349,271.5,809,0.382
3350,289.75,799,0.402
3351,12.25,0,2
3352,56.5,5,1.99
3353,282.5,803,0.394
3354,230,801,0.398
3355,239.25,790,0.42
3356,223,821,0.358
3357,362.5,763,0.474
3358,252.5,796,0.408
3359,245.75,775,0.45
3360,201.75,786,0.428
3361,228.75,799,0.402
3362,244.5,797,0.406
3363,21.25,1,1.998
3364,11.75,0,2
3365,343,769,0.462
3366,317,816,0.368
3367,13.25,0,2
3368,224.25,801,0.398
3369,8.75,0,2
3370,305.25,802,0.396
3371,18.75,0,2
3372,286.75,810,0.38
3373,285.5,789,0.422
3374,352.5,751,0.498
3375,225.5,802,0.396
3376,284.75,808,0.384
3377,77.25,4,1.992
3378,241,792,0.416
3379,236.75,826,0.348
3380,294,779,0.442
3381,11.75,0,2
3382,4.25,0,2
3383,231,831,0.338
3384,15.75,0,2
3385,260,770,0.46
3386,280.75,792,0.416
3387,217.5,813,0.374
3388,5.25,0,2
3389,300.75,827,0.346
3390,17.75,0,2
3391,16.75,1,1.998
3392,259,800,0.4
3393,390,765,0.47
3394,293.75,772,0.456
3395,23.5,0,2
3396,18.25,0,2
3397,223.25,784,0.432
3398,344.25,768,0.464
3399,301.25,781,0.438
3400,17.75,0,2
3401,22.5,1,1.998
3402,256,787,0.426
3403,27.75,0,2
3404,39.75,1,1.998
3405,240.25,819,0.362
3406,23.75,1,1.998
3407,21.5,1,1.998
3408,17.25,0,2
3409,277.5,776,0.448
3410,243,782,0.436
3411,259.5,782,0.436
3412,241.25,805,0.39
3413,336.25,827,0.346
3414,13.5,0,2
3415,280.75,780,0.44
3416,293.25,799,0.402
3417,49,2,1.996
3418,211.5,833,0.334
3419,267.5,744,0.512
3420,271,777,0.446
3421,12.75,0,2
3422,308.25,811,0.378
3423,197.25,807,0.386
3424,26.25,1,1.998
3425,229.5,799,0.402
3426,265.25,803,0.394
3427,217.5,773,0.454
3428,215,773,0.454
3429,12,0,2
3430,245,789,0.422
3431,341.25,768,0.464
3432,26,0,2
3433,254.5,763,0.474
3434,4.75,0,2
3435,252,826,0.348
3436,278.75,761,0.478
3437,251.5,813,0.374
3438,225.25,804,0.392
3439,270.75,831,0.338
3440,266,774,0.452
3441,300.5,804,0.392
3442,23.25,0,2
3443,221,802,0.396
3444,14.25,0,2
3445,262.75,787,0.426
3446,292.25,816,0.368
3447,240.5,808,0.384
3448,264.5,827,0.346
3449,224,811,0.378
3450,18.75,0,2
3451,245.5,814,0.372
3452,270.5,761,0.478
3453,250,810,0.38
3454,203.25,763,0.474
3455,13.5,0,2
3456,297.25,783,0.434
3457,44.25,5,1.99
3458,20.75,0,2
3459,232.75,740,0.52
3460,307.25,761,0.478
3461,239,846,0.308
3462,223.5,805,0.39
3463,219.5,812,0.376
3464,246,819,0.362
3465,11,0,2
3466,273.5,779,0.442
3467,6.5,0,2
3468,22,0,2
3469,295,796,0.408
3470,21.25,0,2
3471,13.75,0,2
3472,227.5,798,0.404
3473,20.75,0,2
3474,9.5,0,2
3475,327.5,827,0.346
3476,228,824,0.352
3477,26.25,0,2
3478,251.5,788,0.424
3479,214.25,770,0.46
3480,284.75,751,0.498
3481,258,806,0.388
3482,270.25,836,0.328
3483,21.5,1,1.998
3484,273,801,0.398
3485,287.25,767,0.466
3486,7.25,0,2
3487,6.75,0,2
3488,26.25,1,1.998
3489,5.5,0,2
3490,261.75,835,0.33
3491,14.25,0,2
3492,296.5,768,0.464
3493,295.75,803,0.394
3494,242,826,0.348
3495,16.25,0,2
3496,258.25,794,0.412
3497,265.25,794,0.412
3498,404,792,0.416
3499,235.75,802,0.396
3500,237.25,830,0.34
3501,262.75,810,0.38
3502,13,0,2
3503,12,0,2
3504,259.25,789,0.422
3505,7,0,2
3506,351.25,821,0.358
3507,289.75,769,0.462
3508,44,1,1.998
3509,307.5,789,0.422
3510,242.75,802,0.396
3511,14,0,2
3512,17,0,2
3513,12.75,0,2
3514,14.5,0,2
3515,249.75,793,0.414
3516,258,776,0.448
3517,260.5,796,0.408
3518,17.75,0,2
3519,253.5,856,0.288
3520,18.5,0,2
3521,223.25,808,0.384
3522,23.25,0,2
3523,243.5,823,0.354
3524,246,822,0.356
3525,15.75,2,1.996
3526,253.75,769,0.462
3527,9.5,0,2
3528,240,804,0.392
3529,14.5,1,1.998
3530,254,834,0.332
3531,265.5,815,0.37
3532,246.25,783,0.434
3533,268,798,0.404
3534,263.75,806,0.388
3535,286,791,0.418
3536,317.75,810,0.38
3537,256.75,816,0.368
3538,298.75,787,0.426
3539,323.75,767,0.466
3540,12.5,0,2
3541,220.75,823,0.354
3542,40.25,1,1.998
3543,269,761,0.478
3544,300.25,791,0.418
3545,259.5,762,0.476
3546,246.25,770,0.46
3547,15.5,0,2
3548,251.25,847,0.306
3549,26.25,1,1.998
3550,282.75,812,0.376
3551,265.25,816,0.368
3552,3.75,0,2
3553,23.25,0,2
3554,223.5,802,0.396
3555,29.5,0,2
3556,271.25,829,0.342
3557,235,819,0.362
3558,256,825,0.35
3559,13,0,2
3560,306.5,790,0.42
3561,12.75,0,2
3562,225.75,818,0.364
3563,48.25,3,1.994
3564,313.5,792,0.416
3565,254.75,829,0.342
3566,53.25,3,1.994
3567,273.5,774,0.452
3568,262.75,826,0.348
3569,224.25,780,0.44
3570,256,841,0.318
3571,6.75,0,2
3572,21,0,2
3573,307.75,790,0.42
3574,242.75,787,0.426
3575,286.25,778,0.444
3576,3.25,0,2
3577,221.5,789,0.422
3578,293.75,800,0.4
3579,240.5,807,0.386
3580,246.25,778,0.444
3581,6.5,0,2
3582,46.5,4,1.992
3583,251.5,823,0.354
3584,328.5,741,0.518
3585,8.25,0,2
3586,284.25,799,0.402
3587,22.75,0,2
3588,9,0,2
3589,264.25,827,0.346
3590,249,857,0.286
3591,3.75,0,2
3592,265,791,0.418
3593,283,739,0.522
3594,229.25,771,0.458
3595,244.75,795,0.41
3596,279,794,0.412
3597,246.75,774,0.452
3598,290.5,809,0.382
3599,297.5,779,0.442
3600,264.25,795,0.41
3601,245.5,767,0.466
3602,235.5,777,0.446
3603,33.75,1,1.998
3604,297,792,0.416
3605,6,0,2
3606,272,786,0.428
3607,255.25,810,0.38
3608,8.75,0,2
3609,240.75,809,0.382
3610,11,0,2
3611,211.5,806,0.388
3612,51.5,6,1.988
3613,4.75,0,2
3614,21.75,0,2
3615,10.75,0,2
3616,349,765,0.47
3617,262,769,0.462
3618,229.75,766,0.468
3619,307.75,806,0.388
3620,278.5,806,0.388
3621,254.75,803,0.394
3622,283.5,832,0.336
3623,32.75,1,1.998
3624,27,1,1.998
3625,250.75,800,0.4
3626,6.75,0,2
3627,39.75,2,1.996
3628,33.5,1,1.998
3629,225.75,824,0.352
3630,27,0,2
3631,12,0,2
3632,233.25,795,0.41
3633,246,737,0.526
3634,226.25,784,0.432
3635,307.25,809,0.382
3636,246.25,821,0.358
3637,19.5,0,2
3638,253.25,813,0.374
3639,16.25,0,2
3640,259,804,0.392
3641,256,821,0.358
3642,19.5,0,2
3643,253.75,787,0.426
3644,243.5,789,0.422
3645,28.75,1,1.998
3646,232,751,0.498
3647,266.75,821,0.358
3648,252,816,0.368
3649,281.5,789,0.422
3650,11,0,2
3651,317.75,732,0.536
3652,56.25,5,1.99
3653,260.5,807,0.386
3654,22.25,1,1.998
3655,254.25,784,0.432
3656,271.75,806,0.388
3657,92,9,1.982
3658,279.25,789,0.422
3659,322.5,759,0.482
3660,244.25,803,0.394
3661,18.75,0,2
3662,12,0,2
3663,217.75,795,0.41
3664,263.25,857,0.286
3665,247.25,813,0.374
3666,34.75,2,1.996
3667,283.75,816,0.368
3668,7.25,0,2
3669,318.25,808,0.384
3670,52.75,6,1.988
3671,306.5,820,0.36
3672,9,0,2
3673,249.75,789,0.422
3674,8.5,0,2
3675,23.75,1,1.998
3676,206.5,778,0.444
3677,280.75,726,0.548
3678,25,0,2
3679,270,776,0.448
3680,264,802,0.396
3681,302.25,774,0.452
3682,306.75,812,0.376
3683,215.5,780,0.44
3684,35.75,3,1.994
3685,272.75,792,0.416
3686,249.5,805,0.39
3687,278,820,0.36
3688,296.25,755,0.49
3689,325,832,0.336
3690,262.25,829,0.342
3691,2.75,0,2
3692,245.25,744,0.512
3693,9.25,0,2
3694,296.25,787,0.426
3695,10,0,2
3696,62.25,4,1.992
3697,14,0,2
3698,269.25,770,0.46
3699,225.25,799,0.402
3700,236,810,0.38
3701,268.25,764,0.472
3702,229.75,788,0.424
3703,275.75,774,0.452
3704,299.75,740,0.52
3705,234,787,0.426
3706,295.75,768,0.464
3707,222,777,0.446
3708,282.25,798,0.404
3709,217.25,778,0.444
3710,238.75,791,0.418
3711,16.25,0,2
3712,229,791,0.418
3713,230.75,814,0.372
3714,263.75,770,0.46
3715,23.25,0,2
3716,226,818,0.364
3717,259.25,816,0.368
3718,20.25,1,1.998
3719,265.5,788,0.424
3720,319.5,765,0.47
3721,10.5,0,2
3722,20.25,1,1.998
3723,230.25,779,0.442
3724,11,0,2
3725,12.25,0,2
3726,254.25,789,0.422
3727,286.5,798,0.404
3728,275,787,0.426
3729,257,751,0.498
3730,25.75,2,1.996
3731,248.75,815,0.37
3732,292,780,0.44
3733,271.25,799,0.402
3734,249.75,835,0.33
3735,4.5,0,2
3736,34.25,4,1.992
