,Duration,Epidemic,Rt
285,225.5,835,0.33
286,282.5,806,0.388
287,18,1,1.998
288,19.75,0,2
289,11.5,0,2
290,244.75,772,0.456
291,9.75,0,2
292,206.75,794,0.412
293,249,787,0.426
294,15.75,1,1.998
295,236.25,819,0.362
296,234,811,0.378
297,263.25,773,0.454
298,299.75,799,0.402
299,273.25,803,0.394
300,79.25,9,1.982
301,27,0,2
302,22.5,0,2
303,39.75,1,1.998
304,255.25,803,0.394
305,19,0,2
306,6,0,2
307,210,791,0.418
308,28.75,1,1.998
309,291.25,843,0.314
310,254,858,0.284
311,285.25,784,0.432
312,244.25,803,0.394
313,23,0,2
314,20.25,1,1.998
315,319,789,0.422
316,12,0,2
317,226.25,775,0.45
318,34.5,2,1.996
319,248,802,0.396
320,30,1,1.998
321,232.5,756,0.488
322,241.25,785,0.43
323,27,0,2
324,272.75,783,0.434
325,16.25,1,1.998
326,245.25,788,0.424
327,250,788,0.424
328,17.75,0,2
329,219.25,762,0.476
330,239.75,782,0.436
331,287,821,0.358
332,13,0,2
333,320.25,833,0.334
334,10.5,0,2
335,242.25,798,0.404
336,273,853,0.294
337,284,804,0.392
338,298.5,784,0.432
339,266.75,813,0.374
340,26.5,1,1.998
341,292,756,0.488
342,235.5,807,0.386
343,233.75,801,0.398
344,212,805,0.39
345,252.25,804,0.392
346,255.5,811,0.378
347,275.75,753,0.494
348,243,833,0.334
349,222.75,832,0.336
350,11,0,2
351,345.5,771,0.458
352,223.25,826,0.348
353,265.5,793,0.414
354,240.5,785,0.43
355,7.5,0,2
356,250,762,0.476
357,283.75,789,0.422
358,238.25,768,0.464
359,24.25,0,2
360,16.5,1,1.998
361,384.25,768,0.464
362,15.75,1,1.998
363,16.25,0,2
364,267.75,765,0.47
365,53.75,4,1.992
366,288.25,826,0.348
367,271.5,809,0.382
368,225.5,784,0.432
369,243.75,799,0.402
370,302.25,806,0.388
371,276.5,795,0.41
372,242.5,796,0.408
373,246,809,0.382
374,200.5,809,0.382
375,269.5,817,0.366
376,225.5,783,0.434
377,265.25,778,0.444
378,350,747,0.506
379,329.25,798,0.404
380,278,803,0.394
381,271,803,0.394
382,255.5,796,0.408
383,228,753,0.494
384,14.25,1,1.998
385,226,791,0.418
386,289,791,0.418
387,6.25,0,2
388,267.75,737,0.526
389,48,3,1.994
390,10.5,0,2
391,13.75,0,2
392,72.75,7,1.986
393,16.25,0,2
394,229.5,812,0.376
395,350,811,0.378
396,230.25,819,0.362
397,34.5,1,1.998
398,286.75,805,0.39
399,210.75,808,0.384
400,9.25,0,2
401,230,791,0.418
402,302.5,795,0.41
403,56.25,1,1.998
404,211,800,0.4
405,306.75,758,0.484
406,234,823,0.354
407,269.75,833,0.334
408,23,0,2
409,187.25,829,0.342
410,233.25,784,0.432
411,14.75,0,2
412,212.25,786,0.428
413,265.75,786,0.428
414,18.5,0,2
415,301,820,0.36
416,16,0,2
417,246,810,0.38
418,250,790,0.42
419,22.75,1,1.998
420,242.5,825,0.35
421,34.25,2,1.996
422,262.25,818,0.364
423,262,798,0.404
424,44,6,1.988
425,9,0,2
426,35.25,2,1.996
427,288,755,0.49
428,17.25,0,2
429,225.25,811,0.378
430,350,771,0.458
431,222.75,802,0.396
432,20,0,2
433,244.25,778,0.444
434,292.25,792,0.416
435,9.75,0,2
436,332,830,0.34
437,248,852,0.296
438,30,1,1.998
439,243.75,762,0.476
440,295,828,0.344
441,267,806,0.388
442,223.5,809,0.382
443,11.25,0,2
444,215,827,0.346
445,240,791,0.418
446,14,0,2
447,11.5,0,2
448,6.25,0,2
449,290,729,0.542
450,365,826,0.348
451,10.5,0,2
452,235.75,796,0.408
453,11.25,0,2
454,245.5,768,0.464
455,279,768,0.464
456,312.25,782,0.436
457,16.25,0,2
458,45.5,6,1.988
459,319.5,817,0.366
460,236.25,764,0.472
461,201,793,0.414
462,288.75,801,0.398
463,234.5,831,0.338
464,254.5,842,0.316
465,14.25,0,2
466,365.5,813,0.374
467,286.25,693,0.614
468,365,793,0.414
469,339.5,799,0.402
470,260.5,793,0.414
471,253,788,0.424
472,16,0,2
473,222.25,817,0.366
474,9.75,0,2
475,252,807,0.386
476,23.75,0,2
477,224.25,817,0.366
478,34.75,0,2
479,232.5,801,0.398
480,29.75,1,1.998
481,215.75,791,0.418
482,221.5,770,0.46
483,311.5,839,0.322
484,21,1,1.998
485,299,833,0.334
486,12.5,0,2
487,9.25,0,2
488,285.5,777,0.446
489,220,804,0.392
490,275.5,798,0.404
491,255.5,807,0.386
492,11.25,0,2
493,33.5,2,1.996
494,319,789,0.422
495,25,1,1.998
496,14.25,0,2
497,6.25,0,2
498,15,0,2
499,11.75,0,2
500,25,1,1.998
501,222.75,824,0.352
502,242.25,820,0.36
503,251.75,803,0.394
504,11.5,0,2
505,344.25,758,0.484
506,248.75,821,0.358
507,28.5,2,1.996
508,267.25,817,0.366
509,255.25,821,0.358
510,14.75,0,2
511,199,824,0.352
512,275.25,765,0.47
513,276.5,789,0.422
514,27.25,2,1.996
515,228.5,797,0.406
516,292,828,0.344
517,246.25,830,0.34
518,32.75,0,2
519,250.75,820,0.36
520,8.25,0,2
521,242.25,805,0.39
522,238.25,794,0.412
523,47.5,3,1.994
524,272.5,828,0.344
525,28.75,0,2
526,305.5,785,0.43
527,339.5,791,0.418
528,224,757,0.486
529,237.25,809,0.382
530,207.75,773,0.454
531,12.75,0,2
532,9.75,0,2
533,286.5,790,0.42
534,255.5,826,0.348
535,237,779,0.442
536,360.25,724,0.552
537,312,748,0.504
538,270.5,772,0.456
539,10,0,2
540,281.75,754,0.492
541,14.25,0,2
542,256.5,789,0.422
543,234,839,0.322
544,238,806,0.388
545,9,0,2
546,30.75,1,1.998
547,304.25,799,0.402
548,17,0,2
549,224.5,784,0.432
550,289.5,773,0.454
551,359.25,781,0.438
552,269,780,0.44
553,217.75,812,0.376
554,24,1,1.998
555,77,8,1.984
556,4.5,0,2
557,227.5,781,0.438
558,18.25,2,1.996
559,243.5,784,0.432
560,258,741,0.518
561,279.25,822,0.356
562,253.5,811,0.378
563,24.75,0,2
564,338.25,755,0.49
565,272,814,0.372
566,294.25,787,0.426
567,310.75,785,0.43
568,373,765,0.47
569,242,833,0.334
570,15.75,0,2
571,22.25,0,2
572,14.5,0,2
573,9.25,1,1.998
574,238.25,789,0.422
575,226.75,797,0.406
576,15.25,0,2
577,14.75,0,2
578,12.75,0,2
579,12,0,2
580,215.25,810,0.38
581,232.5,766,0.468
582,266.75,787,0.426
583,46.25,10,1.98
584,241.75,782,0.436
585,4.25,0,2
586,8.25,0,2
587,260,843,0.314
588,267,757,0.486
589,322,788,0.424
590,26.75,0,2
591,278,762,0.476
592,339.75,768,0.464
593,8,0,2
594,30.25,4,1.992
595,19.25,0,2
596,267.75,743,0.514
597,5.5,0,2
598,11,0,2
599,13,0,2
600,238.5,755,0.49
601,229,777,0.446
602,287.5,797,0.406
603,15.25,0,2
604,307.75,786,0.428
605,313,799,0.402
606,245,814,0.372
607,220,798,0.404
608,205,753,0.494
609,237,731,0.538
610,25.5,1,1.998
611,33.75,1,1.998
612,211.75,798,0.404
613,267.5,834,0.332
614,265.25,773,0.454
615,285.75,815,0.37
616,248.25,814,0.372
617,33.75,1,1.998
618,30.5,0,2
619,310,794,0.412
620,29.5,1,1.998
621,252,797,0.406
622,277.75,794,0.412
623,217,804,0.392
624,13,0,2
625,295,803,0.394
626,275.75,820,0.36
627,230.75,793,0.414
628,263,773,0.454
629,274,794,0.412
630,96.25,15,1.97
631,279.5,764,0.472
632,291,801,0.398
633,36.5,2,1.996
634,213,781,0.438
635,266.75,826,0.348
636,21.25,0,2
637,15.5,0,2
638,20.25,2,1.996
639,7.75,0,2
640,28,0,2
641,15,0,2
642,13.5,0,2
643,287.5,792,0.416
644,243.75,803,0.394
645,211.75,822,0.356
646,270.5,833,0.334
647,6.5,0,2
648,14.25,0,2
649,3,0,2
650,258.25,799,0.402
651,219.5,793,0.414
652,324,796,0.408
653,17.75,0,2
654,332,770,0.46
655,284.25,807,0.386
656,228,783,0.434
657,208.75,826,0.348
658,250.75,816,0.368
659,272,770,0.46
660,310.5,789,0.422
661,8,0,2
662,265.75,805,0.39
663,44,2,1.996
664,12.5,0,2
665,314,798,0.404
666,265.5,802,0.396
667,283,827,0.346
668,35.25,2,1.996
669,23,0,2
670,31,0,2
671,222.5,827,0.346
672,22,1,1.998
673,280.75,789,0.422
674,17.5,0,2
675,284,794,0.412
676,265.5,787,0.426
677,236.5,803,0.394
678,270.5,734,0.532
679,341.25,826,0.348
680,26,0,2
681,250.75,802,0.396
682,16.5,0,2
683,261.5,812,0.376
684,194.5,765,0.47
685,249,785,0.43
686,42,7,1.986
687,20.75,0,2
688,272.25,790,0.42
689,334.25,767,0.466
690,38.75,1,1.998
691,260.75,790,0.42
692,4,0,2
693,232.5,795,0.41
694,221.75,801,0.398
695,271,834,0.332
696,46,0,2
697,285.25,785,0.43
698,253.5,809,0.382
699,256.75,778,0.444
700,254.75,781,0.438
701,237,802,0.396
702,268.75,824,0.352
703,217,832,0.336
704,215.5,835,0.33
705,245.5,802,0.396
706,250.75,791,0.418
707,240.75,805,0.39
708,29.75,3,1.994
709,247,814,0.372
710,13.25,0,2
711,225.5,810,0.38
712,21.5,2,1.996
713,267,786,0.428
714,264.25,767,0.466
715,262,800,0.4
716,12.25,0,2
717,303.5,732,0.536
718,228.25,837,0.326
719,267.25,793,0.414
720,242.25,781,0.438
721,15.25,0,2
722,4.5,0,2
723,287.25,843,0.314
724,3.75,0,2
725,337.75,800,0.4
726,224,819,0.362
727,337,800,0.4
728,271.75,832,0.336
729,16,0,2
730,303.75,798,0.404
731,13.5,1,1.998
732,332.5,826,0.348
733,26,0,2
734,267.75,778,0.444
735,305.5,821,0.358
736,230.75,813,0.374
737,276.75,839,0.322
738,367.5,769,0.462
739,12,0,2
740,59.75,7,1.986
741,252.75,776,0.448
742,293.25,845,0.31
743,12.25,0,2
744,238.5,849,0.302
745,283.25,788,0.424
746,252.75,806,0.388
747,259,760,0.48
748,274.75,790,0.42
749,295.5,812,0.376
750,286,757,0.486
751,212.5,774,0.452
752,282.75,779,0.442
753,25,0,2
754,309.5,818,0.364
755,255.75,824,0.352
756,295.25,818,0.364
757,251.5,740,0.52
758,284.25,773,0.454
759,314.5,795,0.41
760,295.25,813,0.374
761,254.75,816,0.368
762,239.5,769,0.462
763,7,0,2
764,32.5,0,2
765,25.25,2,1.996
766,277,740,0.52
767,291,779,0.442
768,202.75,804,0.392
769,265,815,0.37
770,255.25,816,0.368
771,14.5,0,2
772,28.25,0,2
773,214.75,783,0.434
774,16.5,0,2
775,41.75,4,1.992
776,143.5,8,1.984
777,240.75,799,0.402
778,293,805,0.39
779,227.25,823,0.354
780,270.75,819,0.362
781,277.5,802,0.396
782,76.25,15,1.97
783,258,808,0.384
784,219.75,837,0.326
785,211.75,832,0.336
786,265.75,782,0.436
787,252,787,0.426
788,17,1,1.998
789,228.5,819,0.362
790,275.75,792,0.416
791,221.5,815,0.37
792,207.25,780,0.44
793,291,791,0.418
794,19,0,2
795,281.25,804,0.392
796,241,811,0.378
797,300.25,756,0.488
798,291.5,748,0.504
799,4.75,0,2
800,256.5,825,0.35
801,47.5,5,1.99
802,6.5,0,2
803,290.5,840,0.32
804,252.5,799,0.402
805,8,0,2
806,14.75,0,2
807,213.75,824,0.352
808,38,2,1.996
809,17.5,0,2
810,217,814,0.372
811,267,834,0.332
812,294.25,767,0.466
813,237,793,0.414
814,260.25,838,0.324
815,13.5,0,2
816,259,816,0.368
817,20.75,1,1.998
818,243.5,808,0.384
819,298.75,796,0.408
820,24,0,2
821,39,3,1.994
822,322.5,739,0.522
823,362,746,0.508
824,91.5,9,1.982
825,228,790,0.42
826,271,783,0.434
827,293,797,0.406
828,299.5,795,0.41
829,10.5,0,2
830,18.25,1,1.998
831,273,802,0.396
832,202.25,757,0.486
833,17.25,0,2
834,9,0,2
835,325.5,776,0.448
836,299.75,805,0.39
837,224.75,826,0.348
838,306.25,770,0.46
839,20.5,0,2
840,259.25,747,0.506
841,17.5,0,2
842,238.5,788,0.424
843,287.5,845,0.31
844,29.5,3,1.994
845,270.25,789,0.422
846,219.75,785,0.43
847,292.75,798,0.404
848,234,768,0.464
849,260.5,788,0.424
850,13.5,0,2
851,277,783,0.434
852,10.5,0,2
853,229.5,805,0.39
854,9.75,0,2
855,244,795,0.41
856,23.75,0,2
857,2.25,0,2
858,248,837,0.326
859,17.25,0,2
860,251.5,808,0.384
861,235.5,779,0.442
862,291.75,795,0.41
863,242.5,830,0.34
864,288.25,793,0.414
865,230.5,787,0.426
866,364,793,0.414
867,215.5,832,0.336
868,285.75,811,0.378
869,270.75,744,0.512
870,238.75,796,0.408
871,246.25,853,0.294
872,7.5,0,2
873,7,0,2
874,246.75,776,0.448
875,242,782,0.436
876,12.5,0,2
877,12.5,0,2
878,253,800,0.4
879,45.75,2,1.996
880,33.75,0,2
881,334,781,0.438
882,10,0,2
883,16,0,2
884,39.75,2,1.996
885,34,3,1.994
886,195,797,0.406
887,238,798,0.404
888,41,2,1.996
889,273.75,764,0.472
890,320.25,821,0.358
891,276,816,0.368
892,9.25,0,2
893,3.75,0,2
894,17.5,0,2
895,296.25,801,0.398
896,268.25,773,0.454
897,22,0,2
898,14,0,2
899,311.25,842,0.316
900,15.25,0,2
901,265.75,790,0.42
902,273,821,0.358
903,318.25,749,0.502
904,15.75,0,2
905,303,747,0.506
906,16.25,0,2
907,285.5,771,0.458
908,293.25,825,0.35
909,35.75,1,1.998
910,22.25,0,2
911,225.75,829,0.342
912,279.25,779,0.442
913,294.25,825,0.35
914,259.25,795,0.41
915,43.5,2,1.996
916,224.5,820,0.36
917,222.75,795,0.41
918,184.5,827,0.346
919,261.25,805,0.39
920,276.25,783,0.434
921,14.75,0,2
922,281.75,766,0.468
923,267.75,820,0.36
924,267.5,801,0.398
925,244.75,770,0.46
926,250.75,793,0.414
927,278.5,806,0.388
928,310.25,805,0.39
929,3.25,0,2
930,15,0,2
931,274.75,825,0.35
932,259.75,768,0.464
933,266,785,0.43
934,270.25,759,0.482
935,262.25,759,0.482
936,341,808,0.384
937,20,1,1.998
938,300.25,788,0.424
939,22.5,1,1.998
940,240.5,788,0.424
941,8.75,0,2
942,198.5,747,0.506
943,296.75,795,0.41
944,249.75,821,0.358
945,243.5,784,0.432
946,267,838,0.324
947,233.5,807,0.386
948,277.25,736,0.528
949,303.75,757,0.486
950,248.25,789,0.422
951,18.75,0,2
952,241.25,791,0.418
953,13.5,0,2
954,15.5,0,2
955,36.25,2,1.996
956,270.25,766,0.468
957,228.25,771,0.458
958,284,804,0.392
959,236.75,827,0.346
960,21.75,1,1.998
961,13.5,0,2
962,237.25,812,0.376
963,245.5,769,0.462
964,274.25,775,0.45
965,27.25,2,1.996
966,271.75,788,0.424
967,238.75,848,0.304
968,223.75,797,0.406
969,225.75,782,0.436
970,252.5,760,0.48
971,234,815,0.37
972,23.25,0,2
973,288,760,0.48
974,237,819,0.362
975,26.5,0,2
976,24.75,0,2
977,264,805,0.39
978,12,0,2
979,241,777,0.446
980,32.5,2,1.996
981,232,837,0.326
982,287.5,818,0.364
983,16.25,0,2
984,290,832,0.336
985,19,0,2
986,5.5,0,2
987,266.5,807,0.386
988,279.25,830,0.34
989,21.5,1,1.998
990,269,785,0.43
991,32.75,0,2
992,14.5,0,2
993,236.75,827,0.346
994,275,799,0.402
995,272.5,775,0.45
996,233.25,782,0.436
997,297.75,814,0.372
998,9,0,2
999,316.5,799,0.402
1000,284,769,0.462
1001,212,814,0.372
1002,225.25,812,0.376
1003,238,827,0.346
1004,300.5,786,0.428
1005,258.25,848,0.304
1006,11.5,0,2
1007,228.75,788,0.424
1008,268.5,817,0.366
1009,274.5,820,0.36
1010,323.5,777,0.446
1011,15.75,0,2
1012,259.5,854,0.292
1013,238.75,782,0.436
1014,219.75,803,0.394
1015,264,773,0.454
1016,22,0,2
1017,228.75,822,0.356
1018,13.5,0,2
1019,5.5,0,2
1020,227.75,807,0.386
1021,306.25,805,0.39
1022,5.5,0,2
1023,58.5,8,1.984
1024,16,1,1.998
1025,28.75,1,1.998
1026,21.25,0,2
1027,250.5,795,0.41
1028,251.5,803,0.394
1029,233.5,849,0.302
1030,239.75,829,0.342
1031,218.25,789,0.422
1032,240.5,799,0.402
1033,20.5,0,2
1034,10.5,0,2
1035,314.75,772,0.456
1036,249,784,0.432
1037,265.25,804,0.392
1038,22,1,1.998
1039,245,802,0.396
1040,218,24,1.952
1041,261.5,806,0.388
1042,3.75,0,2
1043,25.75,0,2
1044,79.75,9,1.982
1045,341.5,770,0.46
1046,288.5,817,0.366
1047,272.5,786,0.428
1048,225.25,820,0.36
1049,223.5,768,0.464
1050,256.5,818,0.364
1051,231.5,793,0.414
1052,227.75,803,0.394
1053,299,773,0.454
1054,280,812,0.376
1055,11,0,2
1056,4.5,0,2
1057,236.5,822,0.356
1058,20.25,0,2
1059,265.75,815,0.37
1060,241.5,782,0.436
1061,284,800,0.4
1062,305.25,786,0.428
1063,16.75,2,1.996
1064,6.5,0,2
1065,228.75,776,0.448
1066,18.25,0,2
1067,294.5,789,0.422
1068,22,0,2
1069,265.75,798,0.404
1070,286.25,779,0.442
1071,258,792,0.416
1072,247.25,813,0.374
1073,9.5,0,2
1074,271.75,839,0.322
1075,48,4,1.992
1076,28.75,0,2
1077,66.5,4,1.992
1078,237.25,828,0.344
1079,8.5,0,2
1080,122.75,6,1.988
1081,274,796,0.408
1082,35.75,1,1.998
1083,262.25,818,0.364
1084,6.75,0,2
1085,227.25,805,0.39
1086,47.25,1,1.998
1087,290.5,757,0.486
1088,251,820,0.36
1089,215,825,0.35
1090,36.5,3,1.994
1091,7,0,2
1092,27,0,2
1093,244.75,792,0.416
1094,15.75,0,2
1095,18.5,1,1.998
1096,254.25,766,0.468
1097,250.25,815,0.37
1098,21.25,1,1.998
1099,274.5,796,0.408
1100,333.5,800,0.4
1101,241.75,780,0.44
1102,200.5,803,0.394
1103,319.25,841,0.318
1104,23,1,1.998
1105,16.5,0,2
1106,213.5,823,0.354
1107,256.25,791,0.418
1108,272.25,805,0.39
1109,279,786,0.428
1110,19.25,2,1.996
1111,341,824,0.352
1112,15.5,0,2
1113,299.75,819,0.362
1114,21,0,2
1115,6,0,2
1116,264.25,803,0.394
1117,52,2,1.996
1118,263,774,0.452
1119,17.75,0,2
1120,320.25,824,0.352
1121,279.25,802,0.396
1122,224,770,0.46
1123,252,775,0.45
1124,219,825,0.35
1125,273.5,808,0.384
1126,13,0,2
1127,19.5,0,2
1128,231.5,792,0.416
1129,81.75,3,1.994
1130,318.25,809,0.382
1131,247.5,766,0.468
1132,252.75,785,0.43
1133,27.25,0,2
1134,16,0,2
1135,244.5,749,0.502
1136,242,789,0.422
1137,8,0,2
1138,211.25,816,0.368
1139,238.25,763,0.474
1140,18.75,0,2
1141,13.25,0,2
1142,439.5,804,0.392
1143,28.5,1,1.998
1144,354,808,0.384
1145,280.5,732,0.536
1146,49.75,3,1.994
1147,5.25,0,2
1148,236.5,827,0.346
1149,217.25,770,0.46
1150,354.25,760,0.48
1151,309.25,777,0.446
1152,264.25,797,0.406
1153,290,795,0.41
1154,20.75,1,1.998
1155,34.5,2,1.996
1156,337.25,788,0.424
1157,8,0,2
1158,295.75,810,0.38
1159,18.75,0,2
1160,27,1,1.998
1161,20.5,0,2
1162,255,756,0.488
1163,7.75,0,2
1164,287.75,799,0.402
1165,277.5,795,0.41
1166,238.25,837,0.326
1167,15,0,2
1168,341,792,0.416
1169,241.5,780,0.44
1170,24.5,0,2
1171,284.75,782,0.436
1172,264.5,825,0.35
1173,352.75,811,0.378
1174,7,0,2
1175,303.75,818,0.364
1176,270,780,0.44
1177,277.25,836,0.328
1178,186.25,839,0.322
1179,9,0,2
1180,19,1,1.998
1181,258,830,0.34
1182,299.75,774,0.452
1183,239.25,783,0.434
1184,205.75,820,0.36
1185,12.25,0,2
1186,373.25,786,0.428
1187,291,777,0.446
1188,279.75,814,0.372
1189,209.25,833,0.334
1190,253.25,841,0.318
1191,255.25,809,0.382
1192,276,776,0.448
1193,58.25,3,1.994
1194,16.5,0,2
1195,38.75,3,1.994
1196,245.5,793,0.414
1197,266.25,807,0.386
1198,31.75,1,1.998
1199,228.5,783,0.434
1200,18.5,0,2
1201,18.75,0,2
1202,235.25,806,0.388
1203,258.75,795,0.41
1204,289.75,829,0.342
1205,299.75,826,0.348
1206,250.75,799,0.402
1207,325.75,794,0.412
1208,298,798,0.404
1209,235.25,771,0.458
1210,264.75,795,0.41
1211,191.25,772,0.456
1212,324,795,0.41
1213,71,2,1.996
1214,23.25,0,2
1215,225,784,0.432
1216,13.75,0,2
1217,4,0,2
1218,295,824,0.352
1219,225.25,801,0.398
1220,11.75,0,2
1221,216,805,0.39
1222,285,742,0.516
1223,10.75,1,1.998
1224,32.75,1,1.998
1225,301,781,0.438
1226,13.75,0,2
1227,230.5,793,0.414
1228,369.75,788,0.424
1229,292.25,806,0.388
1230,320.75,775,0.45
1231,240.5,804,0.392
1232,19.5,1,1.998
1233,336.25,795,0.41
1234,26.25,1,1.998
1235,282.75,793,0.414
1236,11,0,2
1237,243.75,840,0.32
1238,249.25,744,0.512
1239,40,1,1.998
1240,60.5,6,1.988
1241,292,775,0.45
1242,309.25,781,0.438
1243,247.25,761,0.478
