,name,avg,stdev,95CI-,95CI+,min,max
0,r.num,5000.5,2886.8956799071675,4943.914015303849,5057.085984696151,1,10000
1,Duration,180.9306,117.57357191614666,178.62604275970068,183.23515724029932,1.25,485.75
2,Epidemic,527.1229,377.6373932698794,519.7208369795062,534.5249630204937,0.0,875.0
3,extinctions,0.3394,0.4735293686840349,0.33011836028020425,0.3486816397197957,False,True
4,Rt,0.945918,0.7555408138996509,0.9311086595620324,0.9607273404379677,0.25,2.0
5,Unnamed: 4,,,,,,
