,Duration,Epidemic,Rt
439,242.0,781.0,0.438
440,4.0,0.0,2.0
441,243.75,790.0,0.42
442,214.75,813.0,0.374
443,262.75,826.0,0.348
444,264.0,779.0,0.442
445,285.0,798.0,0.404
446,336.25,780.0,0.44
447,315.25,823.0,0.354
448,5.0,1.0,1.998
449,248.75,779.0,0.442
450,294.25,734.0,0.532
451,4.75,0.0,2.0
452,8.5,0.0,2.0
453,234.0,834.0,0.332
454,0.75,0.0,2.0
455,225.0,798.0,0.404
456,184.0,815.0,0.37
457,32.25,2.0,1.996
458,6.25,0.0,2.0
459,8.75,1.0,1.998
460,281.25,823.0,0.354
461,38.0,5.0,1.99
462,4.5,0.0,2.0
463,253.5,855.0,0.29
464,10.0,0.0,2.0
465,27.25,3.0,1.994
466,43.5,6.0,1.988
467,315.0,838.0,0.324
468,241.0,775.0,0.45
469,4.75,1.0,1.998
470,11.25,0.0,2.0
471,2.0,0.0,2.0
472,3.5,0.0,2.0
473,4.25,0.0,2.0
474,205.5,765.0,0.47
475,287.5,794.0,0.412
476,1.5,0.0,2.0
477,298.75,802.0,0.396
478,3.25,0.0,2.0
479,235.25,802.0,0.396
480,231.5,801.0,0.398
481,252.0,793.0,0.414
482,253.75,798.0,0.404
483,252.5,731.0,0.538
484,326.75,754.0,0.492
485,28.75,1.0,1.998
486,208.0,790.0,0.42
487,251.0,798.0,0.404
488,248.25,760.0,0.48
489,251.5,804.0,0.392
490,4.75,0.0,2.0
491,11.0,2.0,1.996
492,279.75,793.0,0.414
493,207.5,796.0,0.408
494,207.25,826.0,0.348
495,3.25,0.0,2.0
496,2.5,0.0,2.0
497,1.0,0.0,2.0
498,15.0,0.0,2.0
499,18.25,3.0,1.994
500,38.5,11.0,1.978
501,459.25,757.0,0.486
502,1.75,0.0,2.0
503,232.5,835.0,0.33
504,25.75,1.0,1.998
505,266.0,804.0,0.392
506,257.25,739.0,0.522
507,224.5,817.0,0.366
508,246.25,758.0,0.484
509,278.5,780.0,0.44
510,14.0,0.0,2.0
511,336.0,770.0,0.46
512,214.5,776.0,0.448
513,287.75,803.0,0.394
514,209.25,771.0,0.458
515,254.0,809.0,0.382
516,229.5,813.0,0.374
517,1.25,0.0,2.0
518,6.75,1.0,1.998
519,22.0,0.0,2.0
520,248.75,829.0,0.342
521,278.0,811.0,0.378
522,212.0,821.0,0.358
523,265.5,810.0,0.38
524,3.0,0.0,2.0
525,207.5,809.0,0.382
526,242.25,843.0,0.314
527,257.5,770.0,0.46
528,1.5,0.0,2.0
529,0.5,0.0,2.0
530,319.0,755.0,0.49
531,242.25,828.0,0.344
532,2.75,0.0,2.0
533,0.25,0.0,2.0
534,3.75,1.0,1.998
535,4.0,1.0,1.998
536,199.75,837.0,0.326
537,245.75,823.0,0.354
538,2.0,1.0,1.998
539,5.5,0.0,2.0
540,230.5,801.0,0.398
541,258.5,750.0,0.5
542,238.5,795.0,0.41
543,0.25,0.0,2.0
544,32.25,3.0,1.994
545,5.0,0.0,2.0
546,13.75,5.0,1.99
547,264.5,755.0,0.49
548,14.25,2.0,1.996
549,5.5,0.0,2.0
550,7.25,1.0,1.998
551,2.0,0.0,2.0
552,317.0,750.0,0.5
553,4.75,0.0,2.0
554,1.5,0.0,2.0
555,3.25,0.0,2.0
556,3.75,0.0,2.0
557,219.25,770.0,0.46
558,4.25,0.0,2.0
559,5.25,0.0,2.0
560,238.5,760.0,0.48
561,283.25,723.0,0.554
562,207.25,776.0,0.448
563,230.25,765.0,0.47
564,211.5,808.0,0.384
565,10.5,0.0,2.0
566,10.75,0.0,2.0
567,225.5,762.0,0.476
568,293.75,770.0,0.46
569,1.25,0.0,2.0
570,5.0,1.0,1.998
571,55.5,8.0,1.984
572,263.5,740.0,0.52
573,40.75,4.0,1.992
574,6.5,0.0,2.0
575,202.0,795.0,0.41
576,212.75,790.0,0.42
577,1.25,0.0,2.0
578,228.0,747.0,0.506
579,16.75,2.0,1.996
580,271.5,771.0,0.458
581,23.25,5.0,1.99
582,7.5,0.0,2.0
583,0.5,0.0,2.0
584,236.0,760.0,0.48
585,290.25,776.0,0.448
586,217.25,775.0,0.45
587,16.75,2.0,1.996
588,296.5,780.0,0.44
589,213.75,828.0,0.344
590,226.25,834.0,0.332
591,324.5,779.0,0.442
592,27.75,2.0,1.996
593,47.75,10.0,1.98
594,3.75,0.0,2.0
595,334.75,800.0,0.4
596,264.5,779.0,0.442
597,254.25,819.0,0.362
598,4.25,0.0,2.0
599,38.75,7.0,1.986
600,240.0,861.0,0.278
601,220.0,805.0,0.39
602,7.5,0.0,2.0
603,5.5,0.0,2.0
604,3.0,0.0,2.0
605,278.25,709.0,0.582
606,228.5,768.0,0.464
607,7.25,0.0,2.0
608,7.25,0.0,2.0
609,251.5,778.0,0.444
610,301.75,798.0,0.404
611,17.75,1.0,1.998
612,234.25,843.0,0.314
613,257.5,815.0,0.37
614,4.5,0.0,2.0
615,14.25,4.0,1.992
616,309.75,753.0,0.494
617,18.25,1.0,1.998
618,1.75,0.0,2.0
619,412.75,785.0,0.43
620,25.0,3.0,1.994
621,1.5,0.0,2.0
622,203.5,778.0,0.444
623,21.25,0.0,2.0
624,18.25,1.0,1.998
625,12.5,2.0,1.996
626,18.25,0.0,2.0
627,27.25,3.0,1.994
628,224.25,819.0,0.362
629,2.25,0.0,2.0
630,1.5,0.0,2.0
631,255.75,776.0,0.448
632,269.0,799.0,0.402
633,4.25,0.0,2.0
634,309.5,762.0,0.476
635,292.5,768.0,0.464
636,4.25,0.0,2.0
637,16.0,2.0,1.996
638,291.0,801.0,0.398
639,347.0,812.0,0.376
640,238.25,762.0,0.476
641,58.75,2.0,1.996
642,3.0,0.0,2.0
643,3.5,0.0,2.0
644,208.25,837.0,0.326
645,282.75,838.0,0.324
646,3.25,0.0,2.0
647,4.0,0.0,2.0
648,2.75,0.0,2.0
649,201.5,794.0,0.412
650,236.5,776.0,0.448
651,4.0,0.0,2.0
652,1.5,0.0,2.0
653,42.0,14.0,1.972
654,10.5,0.0,2.0
655,214.5,718.0,0.564
656,14.25,1.0,1.998
657,1.25,0.0,2.0
658,317.0,786.0,0.428
659,272.25,766.0,0.468
660,20.25,1.0,1.998
661,241.5,799.0,0.402
662,236.25,827.0,0.346
663,8.0,0.0,2.0
664,30.25,3.0,1.994
665,234.25,838.0,0.324
666,9.75,0.0,2.0
667,254.75,808.0,0.384
668,211.25,845.0,0.31
669,8.75,1.0,1.998
670,14.0,2.0,1.996
671,221.0,800.0,0.4
672,238.25,828.0,0.344
673,244.75,810.0,0.38
674,2.0,0.0,2.0
675,50.75,8.0,1.984
676,243.75,796.0,0.408
677,232.75,760.0,0.48
678,28.0,0.0,2.0
679,3.25,0.0,2.0
680,232.25,816.0,0.368
681,273.25,795.0,0.41
682,335.5,790.0,0.42
683,2.25,0.0,2.0
684,321.5,748.0,0.504
685,285.5,801.0,0.398
686,302.75,770.0,0.46
687,236.75,785.0,0.43
688,4.5,0.0,2.0
689,9.25,0.0,2.0
690,272.5,840.0,0.32
691,3.25,0.0,2.0
692,268.25,793.0,0.414
693,239.0,810.0,0.38
694,21.75,5.0,1.99
695,1.25,0.0,2.0
696,261.75,824.0,0.352
697,25.25,2.0,1.996
698,16.5,1.0,1.998
699,239.0,802.0,0.396
700,10.0,2.0,1.996
701,3.75,1.0,1.998
702,1.75,0.0,2.0
703,280.0,874.0,0.252
704,9.75,0.0,2.0
705,171.0,845.0,0.31
706,271.25,796.0,0.408
707,305.0,835.0,0.33
708,277.5,774.0,0.452
709,8.5,0.0,2.0
710,3.5,0.0,2.0
711,250.0,785.0,0.43
712,13.0,1.0,1.998
713,20.0,2.0,1.996
714,3.0,0.0,2.0
715,251.0,846.0,0.308
716,2.5,0.0,2.0
717,273.75,789.0,0.422
718,2.0,0.0,2.0
719,6.5,1.0,1.998
720,210.5,829.0,0.342
721,178.25,830.0,0.34
722,254.5,804.0,0.392
723,247.0,849.0,0.302
724,4.25,0.0,2.0
725,234.0,838.0,0.324
726,273.25,822.0,0.356
727,4.75,0.0,2.0
728,21.0,0.0,2.0
729,227.75,804.0,0.392
730,14.0,0.0,2.0
731,241.5,815.0,0.37
732,245.0,797.0,0.406
733,4.0,0.0,2.0
734,320.5,778.0,0.444
735,4.25,0.0,2.0
736,301.75,795.0,0.41
737,44.5,5.0,1.99
738,213.25,765.0,0.47
739,1.5,0.0,2.0
740,5.0,0.0,2.0
741,22.0,1.0,1.998
742,214.75,801.0,0.398
743,8.75,1.0,1.998
744,32.5,7.0,1.986
745,252.25,804.0,0.392
746,26.0,0.0,2.0
747,232.25,763.0,0.474
748,220.5,814.0,0.372
749,282.0,802.0,0.396
750,3.75,0.0,2.0
751,474.25,749.0,0.502
752,198.75,786.0,0.428
753,2.5,0.0,2.0
754,229.5,781.0,0.438
755,2.5,0.0,2.0
756,252.5,824.0,0.352
757,218.25,797.0,0.406
758,235.75,787.0,0.426
759,282.0,808.0,0.384
760,221.0,815.0,0.37
761,297.0,803.0,0.394
762,222.5,750.0,0.5
763,3.5,0.0,2.0
764,210.5,789.0,0.422
765,16.75,1.0,1.998
766,13.75,0.0,2.0
767,5.0,0.0,2.0
768,210.5,770.0,0.46
769,0.5,0.0,2.0
770,200.25,756.0,0.488
771,8.5,0.0,2.0
772,247.5,836.0,0.328
773,12.25,0.0,2.0
774,7.0,0.0,2.0
775,243.75,785.0,0.43
776,331.75,803.0,0.394
777,3.5,1.0,1.998
778,1.25,0.0,2.0
779,285.5,776.0,0.448
780,203.75,701.0,0.598
781,260.75,821.0,0.358
782,305.5,809.0,0.382
783,380.5,766.0,0.468
784,2.5,0.0,2.0
785,1.75,0.0,2.0
786,277.75,779.0,0.442
787,7.0,1.0,1.998
788,1.75,0.0,2.0
789,12.0,0.0,2.0
790,244.0,824.0,0.352
791,1.75,0.0,2.0
792,3.25,1.0,1.998
793,22.75,0.0,2.0
794,6.25,0.0,2.0
795,24.25,2.0,1.996
796,276.5,774.0,0.452
797,36.25,3.0,1.994
798,235.25,849.0,0.302
799,256.25,758.0,0.484
800,82.75,32.0,1.936
801,13.25,2.0,1.996
802,256.5,779.0,0.442
803,214.0,783.0,0.434
804,294.75,813.0,0.374
805,1.75,0.0,2.0
806,338.5,775.0,0.45
807,1.25,0.0,2.0
808,52.25,6.0,1.988
809,11.5,0.0,2.0
810,189.75,774.0,0.452
811,12.5,0.0,2.0
812,4.5,1.0,1.998
813,214.25,804.0,0.392
814,17.0,3.0,1.994
815,206.75,808.0,0.384
816,211.75,775.0,0.45
817,239.0,787.0,0.426
818,303.0,796.0,0.408
819,27.75,1.0,1.998
820,271.25,806.0,0.388
821,10.75,0.0,2.0
822,243.75,755.0,0.49
823,0.75,0.0,2.0
824,1.5,0.0,2.0
825,218.0,792.0,0.416
826,17.0,4.0,1.992
827,73.75,17.0,1.966
828,254.25,767.0,0.466
829,2.75,0.0,2.0
830,6.75,0.0,2.0
831,16.0,1.0,1.998
832,248.5,850.0,0.3
833,268.25,828.0,0.344
834,208.75,750.0,0.5
835,265.25,791.0,0.418
836,1.0,0.0,2.0
837,293.5,831.0,0.338
838,230.5,845.0,0.31
839,232.25,809.0,0.382
840,286.25,785.0,0.43
841,16.25,2.0,1.996
842,20.25,1.0,1.998
843,262.25,775.0,0.45
844,272.0,776.0,0.448
845,300.0,781.0,0.438
846,340.5,783.0,0.434
847,307.0,816.0,0.368
848,247.75,799.0,0.402
849,2.25,0.0,2.0
850,280.5,802.0,0.396
851,196.25,794.0,0.412
852,6.0,0.0,2.0
853,240.25,779.0,0.442
854,225.5,808.0,0.384
855,260.25,811.0,0.378
856,1.0,0.0,2.0
857,233.0,791.0,0.418
858,34.75,1.0,1.998
859,5.25,1.0,1.998
860,261.25,803.0,0.394
861,1.25,0.0,2.0
862,187.5,772.0,0.456
863,268.25,780.0,0.44
864,1.0,0.0,2.0
865,242.0,850.0,0.3
866,15.25,3.0,1.994
867,252.5,792.0,0.416
868,2.75,0.0,2.0
869,2.25,0.0,2.0
870,225.5,799.0,0.402
871,2.75,0.0,2.0
872,29.5,2.0,1.996
873,59.0,19.0,1.962
874,1.5,0.0,2.0
875,28.5,3.0,1.994
876,245.5,788.0,0.424
877,2.5,1.0,1.998
878,2.5,0.0,2.0
879,236.5,759.0,0.482
880,253.75,782.0,0.436
881,12.75,0.0,2.0
882,13.25,1.0,1.998
883,262.75,811.0,0.378
884,194.5,818.0,0.364
885,301.5,825.0,0.35
886,248.0,813.0,0.374
887,28.5,3.0,1.994
888,1.75,0.0,2.0
889,2.75,0.0,2.0
890,6.5,0.0,2.0
891,255.75,806.0,0.388
892,316.0,811.0,0.378
893,219.0,821.0,0.358
894,259.5,757.0,0.486
895,211.0,826.0,0.348
896,0.5,0.0,2.0
897,5.25,1.0,1.998
898,15.0,0.0,2.0
899,5.5,0.0,2.0
900,16.75,1.0,1.998
901,241.25,776.0,0.448
902,10.5,0.0,2.0
903,0.5,0.0,2.0
904,6.0,0.0,2.0
905,13.5,0.0,2.0
906,221.5,779.0,0.442
907,1.25,0.0,2.0
908,215.75,760.0,0.48
909,227.25,783.0,0.434
910,268.5,821.0,0.358
911,1.0,0.0,2.0
912,38.25,7.0,1.986
913,5.5,0.0,2.0
914,12.5,0.0,2.0
915,23.25,2.0,1.996
916,25.5,4.0,1.992
917,276.25,797.0,0.406
918,6.5,0.0,2.0
919,244.5,822.0,0.356
920,232.5,775.0,0.45
921,241.0,824.0,0.352
922,6.0,0.0,2.0
923,337.5,771.0,0.458
924,38.25,5.0,1.99
925,2.0,0.0,2.0
926,4.75,0.0,2.0
927,8.25,0.0,2.0
928,3.0,1.0,1.998
929,1.0,0.0,2.0
930,264.75,788.0,0.424
931,234.5,801.0,0.398
932,2.25,0.0,2.0
933,254.25,829.0,0.342
934,291.25,732.0,0.536
935,0.5,0.0,2.0
936,294.75,793.0,0.414
937,259.0,803.0,0.394
938,10.0,0.0,2.0
939,14.25,3.0,1.994
940,183.25,824.0,0.352
941,203.0,808.0,0.384
942,12.25,1.0,1.998
943,16.0,3.0,1.994
944,16.0,4.0,1.992
945,260.75,773.0,0.454
946,1.5,0.0,2.0
947,15.25,0.0,2.0
948,272.75,814.0,0.372
949,0.25,0.0,2.0
950,5.0,0.0,2.0
951,235.5,794.0,0.412
952,3.25,1.0,1.998
953,18.25,0.0,2.0
954,5.75,0.0,2.0
955,25.75,1.0,1.998
956,228.25,808.0,0.384
957,287.5,817.0,0.366
958,350.5,790.0,0.42
959,249.0,796.0,0.408
960,37.25,2.0,1.996
961,21.25,7.0,1.986
962,227.25,785.0,0.43
963,0.5,0.0,2.0
964,0.5,0.0,2.0
965,277.25,816.0,0.368
966,234.0,789.0,0.422
967,15.5,2.0,1.996
968,259.0,820.0,0.36
969,10.0,1.0,1.998
970,62.25,8.0,1.984
971,9.25,0.0,2.0
972,215.75,836.0,0.328
973,261.0,796.0,0.408
974,267.75,800.0,0.4
975,18.75,3.0,1.994
976,233.75,826.0,0.348
977,1.75,0.0,2.0
978,23.5,0.0,2.0
979,9.5,0.0,2.0
980,289.25,779.0,0.442
981,7.0,0.0,2.0
982,11.0,0.0,2.0
983,7.0,0.0,2.0
984,266.75,796.0,0.408
985,12.75,1.0,1.998
986,7.25,1.0,1.998
987,256.5,842.0,0.316
988,17.75,3.0,1.994
989,240.5,739.0,0.522
990,201.25,814.0,0.372
991,301.25,791.0,0.418
992,254.5,775.0,0.45
993,244.75,826.0,0.348
994,282.75,846.0,0.308
995,209.5,829.0,0.342
