,name,avg,stdev,95CI-,95CI+,min,max
0,r.num,5000.5,2886.8956799071675,4943.914015303849,5057.085984696151,1,10000
1,Duration,133.5528,124.75073341150613,131.1075633602458,135.9980366397542,0.25,495.25
2,Epidemic,405.1476,399.1346407672304,397.3241698596755,412.9710301403245,0.0,888.0
3,extinctions,0.4931,0.4999773872274364,0.48329995319575136,0.5029000468042486,False,True
4,Rt,1.189925,0.7984715148651235,1.1742741757478663,1.2055758242521335,0.22,2.0
5,Unnamed: 4,,,,,,
