r.num,Duration,Epidemic,Rt,ep_high,ep_low,
1,209.00,708.00,0.41,448.00,260.00,
2,262.25,690.00,0.43,439.00,251.00,
3,11.50,0.00,1.98,0.00,0.00,
4,15.75,0.00,2.03,0.00,0.00,
5,272.75,715.00,0.40,429.00,286.00,
6,283.00,705.00,0.42,454.00,251.00,
7,241.75,652.00,0.47,423.00,229.00,
8,218.25,713.00,0.38,441.00,272.00,
9,16.50,0.00,2.00,0.00,0.00,
10,9.00,0.00,1.96,0.00,0.00,
11,15.00,0.00,2.00,0.00,0.00,
12,283.75,721.00,0.38,433.00,288.00,
13,13.00,0.00,1.99,0.00,0.00,
14,26.25,2.00,1.99,1.00,1.00,
15,254.75,697.00,0.44,446.00,251.00,
16,324.00,648.00,0.51,411.00,237.00,
17,293.25,697.00,0.42,450.00,247.00,
18,13.75,1.00,2.02,1.00,0.00,
19,234.25,656.00,0.48,420.00,236.00,
20,289.75,630.00,0.55,407.00,223.00,
21,336.75,702.00,0.40,469.00,233.00,
22,313.25,682.00,0.44,424.00,258.00,
23,249.25,673.00,0.48,421.00,252.00,
24,268.25,654.00,0.46,409.00,245.00,
25,27.25,2.00,2.00,2.00,0.00,
26,236.50,651.00,0.50,433.00,218.00,
27,302.00,708.00,0.42,441.00,267.00,
28,208.50,714.00,0.38,463.00,251.00,
29,23.75,2.00,1.98,2.00,0.00,
30,9.25,0.00,1.94,0.00,0.00,
31,372.25,617.00,0.58,398.00,219.00,
32,253.25,622.00,0.56,396.00,226.00,
33,22.75,1.00,1.98,1.00,0.00,
34,15.75,0.00,2.00,0.00,0.00,
35,15.75,0.00,1.97,0.00,0.00,
36,215.00,691.00,0.45,431.00,260.00,
37,307.75,658.00,0.48,432.00,226.00,
38,5.00,0.00,2.02,0.00,0.00,
39,301.25,730.00,0.35,445.00,285.00,
40,315.50,643.00,0.54,413.00,230.00,
41,249.25,690.00,0.45,438.00,252.00,
42,26.25,1.00,1.98,0.00,1.00,
43,22.00,0.00,2.03,0.00,0.00,
44,229.75,691.00,0.42,446.00,245.00,
45,220.75,713.00,0.41,453.00,260.00,
46,234.25,710.00,0.41,459.00,251.00,
47,250.50,701.00,0.42,434.00,267.00,
48,11.00,0.00,1.99,0.00,0.00,
49,286.25,692.00,0.44,444.00,248.00,
50,235.75,691.00,0.44,419.00,272.00,
51,230.00,655.00,0.49,411.00,244.00,
52,30.00,5.00,1.98,4.00,1.00,
53,13.75,0.00,2.04,0.00,0.00,
54,276.25,666.00,0.47,433.00,233.00,
55,229.25,746.00,0.34,453.00,293.00,
56,207.25,742.00,0.35,469.00,273.00,
57,52.50,5.00,1.95,2.00,3.00,
58,286.50,710.00,0.42,434.00,276.00,
59,237.50,689.00,0.45,448.00,241.00,
60,13.75,0.00,1.95,0.00,0.00,
61,187.25,705.00,0.40,458.00,247.00,
62,233.00,698.00,0.41,444.00,254.00,
63,242.50,695.00,0.41,441.00,254.00,
64,20.25,1.00,2.05,1.00,0.00,
65,11.50,0.00,2.01,0.00,0.00,
66,267.75,702.00,0.43,476.00,226.00,
67,256.25,640.00,0.53,411.00,229.00,
68,265.75,691.00,0.42,412.00,279.00,
69,24.25,2.00,2.03,2.00,0.00,
70,270.00,640.00,0.52,413.00,227.00,
71,20.00,0.00,1.96,0.00,0.00,
72,346.00,705.00,0.39,454.00,251.00,
73,252.00,753.00,0.32,471.00,282.00,
74,316.75,638.00,0.51,415.00,223.00,
75,273.25,685.00,0.45,443.00,242.00,
76,30.00,0.00,1.98,0.00,0.00,
77,249.00,634.00,0.55,415.00,219.00,
78,10.25,0.00,2.09,0.00,0.00,
79,66.25,7.00,1.98,5.00,2.00,
80,28.50,2.00,2.01,2.00,0.00,
81,293.50,697.00,0.40,451.00,246.00,
82,8.00,0.00,1.94,0.00,0.00,
83,40.75,1.00,2.03,0.00,1.00,
84,45.25,2.00,1.99,2.00,0.00,
85,11.50,0.00,2.04,0.00,0.00,
86,252.50,657.00,0.52,430.00,227.00,
87,334.25,685.00,0.47,432.00,253.00,
88,28.75,1.00,2.00,1.00,0.00,
89,270.75,648.00,0.48,393.00,255.00,
90,11.25,0.00,2.01,0.00,0.00,
91,20.00,0.00,2.00,0.00,0.00,
92,243.00,650.00,0.48,420.00,230.00,
93,275.25,689.00,0.44,441.00,248.00,
94,254.25,661.00,0.45,411.00,250.00,
95,207.75,738.00,0.34,471.00,267.00,
96,261.50,718.00,0.38,446.00,272.00,
97,32.00,1.00,2.01,1.00,0.00,
98,53.00,2.00,1.96,2.00,0.00,
99,220.00,685.00,0.45,456.00,229.00,
100,28.00,0.00,1.96,0.00,0.00,
101,4.50,0.00,2.07,0.00,0.00,
102,26.75,1.00,2.01,1.00,0.00,
103,58.75,10.00,1.92,9.00,1.00,
104,270.00,695.00,0.43,451.00,244.00,
105,37.00,1.00,2.00,1.00,0.00,
106,228.25,696.00,0.43,446.00,250.00,
107,264.50,743.00,0.34,470.00,273.00,
108,216.75,730.00,0.37,472.00,258.00,
109,217.00,740.00,0.36,475.00,265.00,
110,237.50,611.00,0.56,415.00,196.00,
111,225.00,710.00,0.42,446.00,264.00,
112,30.50,2.00,2.02,1.00,1.00,
113,22.75,0.00,1.99,0.00,0.00,
114,58.75,4.00,1.97,2.00,2.00,
115,220.50,711.00,0.39,440.00,271.00,
116,18.25,1.00,1.98,1.00,0.00,
117,272.25,671.00,0.46,452.00,219.00,
118,293.50,659.00,0.48,440.00,219.00,
119,226.00,705.00,0.41,424.00,281.00,
120,7.50,0.00,1.93,0.00,0.00,
121,260.75,718.00,0.37,449.00,269.00,
122,338.25,704.00,0.43,425.00,279.00,
123,22.25,0.00,1.95,0.00,0.00,
124,18.25,3.00,1.95,3.00,0.00,
125,256.25,664.00,0.46,429.00,235.00,
126,286.00,697.00,0.42,443.00,254.00,
127,3.00,0.00,2.03,0.00,0.00,
128,250.50,720.00,0.37,471.00,249.00,
129,285.25,643.00,0.50,409.00,234.00,
130,3.50,0.00,2.03,0.00,0.00,
131,20.25,2.00,1.95,1.00,1.00,
132,285.50,674.00,0.45,427.00,247.00,
133,309.25,667.00,0.47,417.00,250.00,
134,247.75,703.00,0.45,439.00,264.00,
135,9.25,0.00,2.03,0.00,0.00,
136,289.25,679.00,0.46,423.00,256.00,
137,204.00,694.00,0.46,448.00,246.00,
138,270.00,635.00,0.54,380.00,255.00,
139,11.50,0.00,1.99,0.00,0.00,
140,257.00,666.00,0.50,438.00,228.00,
141,339.00,667.00,0.47,428.00,239.00,
142,13.00,0.00,1.99,0.00,0.00,
143,340.00,697.00,0.46,411.00,286.00,
144,12.50,1.00,2.03,1.00,0.00,
145,273.50,683.00,0.43,428.00,255.00,
146,232.75,683.00,0.46,440.00,243.00,
147,266.25,668.00,0.46,417.00,251.00,
148,306.25,717.00,0.40,436.00,281.00,
149,347.00,665.00,0.47,418.00,247.00,
150,225.50,672.00,0.47,435.00,237.00,
151,236.50,708.00,0.40,455.00,253.00,
152,279.25,630.00,0.57,404.00,226.00,
153,216.00,734.00,0.37,482.00,252.00,
154,260.25,653.00,0.49,411.00,242.00,
155,266.50,643.00,0.50,415.00,228.00,
156,29.50,0.00,2.01,0.00,0.00,
157,10.00,0.00,2.00,0.00,0.00,
158,277.50,709.00,0.40,448.00,261.00,
159,253.50,715.00,0.40,454.00,261.00,
160,276.50,670.00,0.46,445.00,225.00,
161,250.00,643.00,0.52,418.00,225.00,
162,66.75,5.00,1.99,3.00,2.00,
163,254.50,702.00,0.42,426.00,276.00,
164,16.00,0.00,2.01,0.00,0.00,
165,15.00,0.00,1.95,0.00,0.00,
166,268.25,659.00,0.49,454.00,205.00,
167,17.50,0.00,2.01,0.00,0.00,
168,10.25,0.00,2.00,0.00,0.00,
169,234.00,686.00,0.43,437.00,249.00,
170,12.00,0.00,2.00,0.00,0.00,
171,195.75,676.00,0.44,433.00,243.00,
172,220.25,729.00,0.38,467.00,262.00,
173,286.75,715.00,0.41,457.00,258.00,
174,292.75,638.00,0.52,422.00,216.00,
175,11.75,0.00,2.00,0.00,0.00,
176,291.50,682.00,0.46,447.00,235.00,
177,256.25,689.00,0.42,440.00,249.00,
178,9.50,0.00,2.03,0.00,0.00,
179,10.25,0.00,1.98,0.00,0.00,
180,40.50,1.00,1.99,1.00,0.00,
181,273.25,689.00,0.45,430.00,259.00,
182,284.00,722.00,0.38,445.00,277.00,
183,370.75,612.00,0.61,399.00,213.00,
184,281.25,663.00,0.47,406.00,257.00,
185,302.50,704.00,0.40,440.00,264.00,
186,254.75,706.00,0.40,445.00,261.00,
187,232.25,706.00,0.43,443.00,263.00,
188,266.50,649.00,0.50,424.00,225.00,
189,269.50,624.00,0.54,411.00,213.00,
190,16.50,0.00,2.03,0.00,0.00,
191,221.00,725.00,0.38,468.00,257.00,
192,276.75,659.00,0.49,427.00,232.00,
193,16.25,0.00,2.00,0.00,0.00,
194,16.00,0.00,1.99,0.00,0.00,
195,262.00,685.00,0.41,459.00,226.00,
196,230.75,692.00,0.44,432.00,260.00,
197,17.00,1.00,1.99,0.00,1.00,
198,6.75,0.00,2.03,0.00,0.00,
199,245.00,695.00,0.43,453.00,242.00,
200,204.25,714.00,0.42,452.00,262.00,
201,238.00,672.00,0.45,430.00,242.00,
202,256.50,684.00,0.47,436.00,248.00,
203,309.50,708.00,0.41,440.00,268.00,
204,14.75,0.00,2.04,0.00,0.00,
205,280.50,683.00,0.46,418.00,265.00,
206,195.00,717.00,0.40,461.00,256.00,
207,385.50,714.00,0.41,471.00,243.00,
208,5.75,0.00,2.04,0.00,0.00,
209,34.50,2.00,2.00,2.00,0.00,
210,293.50,676.00,0.46,418.00,258.00,
211,39.00,3.00,1.98,2.00,1.00,
212,58.00,2.00,2.02,1.00,1.00,
213,258.75,680.00,0.47,416.00,264.00,
214,281.50,655.00,0.49,423.00,232.00,
215,4.00,0.00,2.02,0.00,0.00,
216,27.75,3.00,2.07,3.00,0.00,
217,260.50,661.00,0.48,438.00,223.00,
218,258.50,712.00,0.40,451.00,261.00,
219,5.75,0.00,2.02,0.00,0.00,
220,67.25,4.00,2.02,3.00,1.00,
221,23.00,0.00,1.96,0.00,0.00,
222,260.25,625.00,0.56,400.00,225.00,
223,7.25,0.00,2.06,0.00,0.00,
224,268.25,696.00,0.43,446.00,250.00,
225,289.00,675.00,0.46,424.00,251.00,
226,7.50,0.00,2.04,0.00,0.00,
227,322.00,682.00,0.44,434.00,248.00,
228,299.75,647.00,0.51,440.00,207.00,
229,292.00,636.00,0.52,409.00,227.00,
230,6.50,0.00,2.01,0.00,0.00,
231,270.75,707.00,0.42,441.00,266.00,
232,253.25,653.00,0.51,415.00,238.00,
233,328.00,684.00,0.45,434.00,250.00,
234,15.75,0.00,1.98,0.00,0.00,
235,6.25,0.00,1.99,0.00,0.00,
236,262.75,714.00,0.40,440.00,274.00,
237,38.00,1.00,2.04,0.00,1.00,
238,262.50,664.00,0.50,408.00,256.00,
239,17.25,0.00,2.00,0.00,0.00,
240,12.00,0.00,1.94,0.00,0.00,
241,43.00,3.00,2.02,3.00,0.00,
242,225.50,678.00,0.44,424.00,254.00,
243,47.75,1.00,1.99,1.00,0.00,
244,23.00,0.00,2.00,0.00,0.00,
245,23.75,0.00,1.95,0.00,0.00,
246,276.00,629.00,0.55,414.00,215.00,
247,242.00,680.00,0.43,443.00,237.00,
248,282.25,710.00,0.40,453.00,257.00,
249,13.75,1.00,1.95,1.00,0.00,
250,18.50,0.00,2.00,0.00,0.00,
251,19.50,1.00,2.02,1.00,0.00,
252,214.25,716.00,0.38,470.00,246.00,
253,320.50,722.00,0.39,443.00,279.00,
254,234.75,695.00,0.42,449.00,246.00,
255,10.00,0.00,2.00,0.00,0.00,
256,326.75,723.00,0.36,488.00,235.00,
257,10.00,0.00,2.02,0.00,0.00,
258,65.00,8.00,1.99,8.00,0.00,
259,67.25,8.00,1.99,7.00,1.00,
260,8.50,0.00,2.02,0.00,0.00,
261,299.50,681.00,0.45,450.00,231.00,
262,33.50,1.00,2.03,1.00,0.00,
263,314.50,590.00,0.59,386.00,204.00,
264,253.25,635.00,0.50,395.00,240.00,
265,254.25,647.00,0.51,417.00,230.00,
266,273.00,645.00,0.51,393.00,252.00,
267,278.75,732.00,0.38,466.00,266.00,
268,26.25,0.00,1.98,0.00,0.00,
269,12.25,0.00,2.07,0.00,0.00,
270,276.50,680.00,0.46,439.00,241.00,
271,215.25,657.00,0.52,421.00,236.00,
272,24.25,1.00,1.95,1.00,0.00,
273,95.25,19.00,1.93,13.00,6.00,
274,223.25,714.00,0.40,447.00,267.00,
275,262.00,666.00,0.47,427.00,239.00,
276,248.50,720.00,0.38,426.00,294.00,
277,8.50,0.00,2.00,0.00,0.00,
278,272.00,629.00,0.57,404.00,225.00,
279,140.50,25.00,1.96,16.00,9.00,
280,315.50,677.00,0.47,401.00,276.00,
281,238.00,685.00,0.43,432.00,253.00,
282,238.25,653.00,0.49,428.00,225.00,
283,270.25,745.00,0.34,474.00,271.00,
284,202.50,753.00,0.36,468.00,285.00,
285,244.25,695.00,0.44,429.00,266.00,
286,6.50,0.00,2.05,0.00,0.00,
287,215.50,682.00,0.42,468.00,214.00,
288,11.50,0.00,2.06,0.00,0.00,
289,248.50,690.00,0.44,439.00,251.00,
290,211.50,685.00,0.44,450.00,235.00,
291,30.50,1.00,2.02,1.00,0.00,
292,308.00,713.00,0.41,448.00,265.00,
293,267.00,704.00,0.39,450.00,254.00,
294,272.25,678.00,0.49,431.00,247.00,
295,265.25,656.00,0.49,411.00,245.00,
296,279.00,716.00,0.38,448.00,268.00,
297,242.75,715.00,0.41,462.00,253.00,
298,215.00,725.00,0.39,428.00,297.00,
299,250.50,707.00,0.41,452.00,255.00,
300,251.75,690.00,0.43,432.00,258.00,
301,355.50,656.00,0.51,398.00,258.00,
302,43.00,4.00,2.06,4.00,0.00,
303,348.75,719.00,0.38,465.00,254.00,
304,233.25,689.00,0.47,456.00,233.00,
305,229.00,697.00,0.42,429.00,268.00,
306,274.50,712.00,0.40,478.00,234.00,
307,278.25,725.00,0.40,441.00,284.00,
308,6.75,0.00,1.95,0.00,0.00,
309,309.25,690.00,0.45,421.00,269.00,
310,277.50,714.00,0.39,455.00,259.00,
311,18.50,0.00,2.04,0.00,0.00,
312,255.50,664.00,0.48,422.00,242.00,
313,254.75,710.00,0.40,462.00,248.00,
314,317.25,713.00,0.40,438.00,275.00,
315,219.25,740.00,0.34,461.00,279.00,
316,14.75,0.00,2.00,0.00,0.00,
317,304.00,686.00,0.45,454.00,232.00,
318,221.25,699.00,0.43,433.00,266.00,
319,270.50,686.00,0.42,442.00,244.00,
320,265.25,625.00,0.54,429.00,196.00,
321,256.25,634.00,0.52,405.00,229.00,
322,54.00,4.00,2.00,2.00,2.00,
323,20.75,0.00,1.97,0.00,0.00,
324,20.25,0.00,2.04,0.00,0.00,
325,236.75,707.00,0.41,447.00,260.00,
326,245.25,710.00,0.40,449.00,261.00,
327,279.50,703.00,0.40,426.00,277.00,
328,25.00,0.00,1.93,0.00,0.00,
329,294.75,592.00,0.60,398.00,194.00,
330,21.75,1.00,1.95,1.00,0.00,
331,271.75,730.00,0.37,478.00,252.00,
332,215.00,691.00,0.42,435.00,256.00,
333,12.25,0.00,2.02,0.00,0.00,
334,271.50,687.00,0.45,440.00,247.00,
335,243.75,639.00,0.52,392.00,247.00,
336,231.50,697.00,0.41,440.00,257.00,
337,254.00,762.00,0.32,452.00,310.00,
338,276.50,692.00,0.42,451.00,241.00,
339,291.25,745.00,0.33,457.00,288.00,
340,25.00,1.00,1.98,1.00,0.00,
341,204.00,722.00,0.39,481.00,241.00,
342,342.00,716.00,0.41,442.00,274.00,
343,295.25,706.00,0.41,452.00,254.00,
344,308.00,679.00,0.44,427.00,252.00,
345,19.75,1.00,2.03,1.00,0.00,
346,256.25,644.00,0.52,428.00,216.00,
347,47.25,2.00,1.96,1.00,1.00,
348,204.25,727.00,0.38,438.00,289.00,
349,311.00,657.00,0.49,416.00,241.00,
350,259.50,725.00,0.38,447.00,278.00,
351,10.75,0.00,1.97,0.00,0.00,
352,203.50,689.00,0.44,434.00,255.00,
353,273.75,651.00,0.48,413.00,238.00,
354,271.00,695.00,0.43,433.00,262.00,
355,31.25,1.00,1.99,1.00,0.00,
356,16.50,0.00,2.01,0.00,0.00,
357,290.25,646.00,0.49,420.00,226.00,
358,221.75,681.00,0.46,439.00,242.00,
359,221.00,662.00,0.47,418.00,244.00,
360,250.00,705.00,0.42,435.00,270.00,
361,250.25,617.00,0.57,426.00,191.00,
362,11.00,0.00,2.01,0.00,0.00,
363,10.50,0.00,1.99,0.00,0.00,
364,230.75,651.00,0.50,419.00,232.00,
365,259.50,712.00,0.38,455.00,257.00,
366,343.25,666.00,0.46,427.00,239.00,
367,18.25,1.00,2.03,1.00,0.00,
368,316.75,710.00,0.39,446.00,264.00,
369,250.00,692.00,0.45,443.00,249.00,
370,200.50,662.00,0.47,404.00,258.00,
371,26.75,1.00,2.09,1.00,0.00,
372,316.50,682.00,0.45,434.00,248.00,
373,233.25,652.00,0.51,422.00,230.00,
374,68.75,8.00,1.99,7.00,1.00,
375,41.00,4.00,2.02,3.00,1.00,
376,264.25,708.00,0.38,452.00,256.00,
377,26.50,1.00,2.01,1.00,0.00,
378,16.50,0.00,2.06,0.00,0.00,
379,248.00,672.00,0.45,444.00,228.00,
380,258.50,682.00,0.44,424.00,258.00,
381,265.25,682.00,0.45,458.00,224.00,
382,495.50,676.00,0.46,425.00,251.00,
383,267.75,679.00,0.46,436.00,243.00,
384,253.50,696.00,0.41,465.00,231.00,
385,3.25,0.00,2.03,0.00,0.00,
386,5.50,0.00,2.00,0.00,0.00,
387,295.00,739.00,0.34,466.00,273.00,
388,303.75,656.00,0.50,430.00,226.00,
389,97.50,8.00,1.99,5.00,3.00,
390,93.50,3.00,1.99,1.00,2.00,
391,242.75,653.00,0.50,437.00,216.00,
392,200.00,649.00,0.49,406.00,243.00,
393,26.00,1.00,2.01,1.00,0.00,
394,68.00,8.00,1.98,6.00,2.00,
395,334.50,697.00,0.42,436.00,261.00,
396,218.75,686.00,0.45,428.00,258.00,
397,214.25,702.00,0.44,462.00,240.00,
398,285.25,683.00,0.46,435.00,248.00,
399,330.50,682.00,0.45,432.00,250.00,
400,47.25,4.00,2.04,2.00,2.00,
401,254.00,694.00,0.43,436.00,258.00,
402,351.50,678.00,0.44,426.00,252.00,
403,68.75,4.00,1.95,3.00,1.00,
404,275.50,716.00,0.36,443.00,273.00,
405,249.25,642.00,0.54,400.00,242.00,
406,219.50,673.00,0.44,449.00,224.00,
407,205.00,722.00,0.36,446.00,276.00,
408,15.75,0.00,1.99,0.00,0.00,
409,258.00,688.00,0.42,432.00,256.00,
410,17.50,1.00,2.06,1.00,0.00,
411,298.25,730.00,0.37,460.00,270.00,
412,6.00,0.00,2.04,0.00,0.00,
413,258.00,619.00,0.53,406.00,213.00,
414,3.50,0.00,2.01,0.00,0.00,
415,204.00,650.00,0.49,426.00,224.00,
416,223.75,696.00,0.42,448.00,248.00,
417,26.00,0.00,2.00,0.00,0.00,
418,305.50,694.00,0.41,443.00,251.00,
419,247.50,679.00,0.48,460.00,219.00,
420,230.75,680.00,0.45,421.00,259.00,
421,212.75,648.00,0.49,427.00,221.00,
422,235.25,590.00,0.65,381.00,209.00,
423,46.50,2.00,2.00,1.00,1.00,
424,222.75,697.00,0.38,463.00,234.00,
425,263.75,669.00,0.49,423.00,246.00,
426,326.00,699.00,0.41,449.00,250.00,
427,269.50,724.00,0.40,480.00,244.00,
428,367.25,610.00,0.55,397.00,213.00,
429,34.75,0.00,2.02,0.00,0.00,
430,306.25,682.00,0.47,430.00,252.00,
431,12.75,0.00,1.98,0.00,0.00,
432,238.00,651.00,0.49,415.00,236.00,
433,15.00,0.00,1.95,0.00,0.00,
434,247.50,687.00,0.45,440.00,247.00,
435,296.75,624.00,0.53,400.00,224.00,
436,6.75,0.00,1.99,0.00,0.00,
437,246.00,709.00,0.40,451.00,258.00,
438,303.50,747.00,0.36,465.00,282.00,
439,250.25,705.00,0.41,439.00,266.00,
440,205.75,729.00,0.38,442.00,287.00,
441,39.50,1.00,1.97,1.00,0.00,
442,11.00,0.00,1.99,0.00,0.00,
443,3.75,0.00,2.00,0.00,0.00,
444,262.25,661.00,0.50,451.00,210.00,
445,258.50,664.00,0.45,426.00,238.00,
446,199.75,684.00,0.44,454.00,230.00,
447,227.25,702.00,0.42,441.00,261.00,
448,277.25,649.00,0.49,406.00,243.00,
449,281.75,645.00,0.53,404.00,241.00,
450,242.75,667.00,0.47,426.00,241.00,
451,312.75,658.00,0.48,416.00,242.00,
452,242.00,696.00,0.42,449.00,247.00,
453,9.00,0.00,1.99,0.00,0.00,
454,8.25,0.00,2.02,0.00,0.00,
455,8.75,0.00,2.08,0.00,0.00,
456,263.25,685.00,0.44,418.00,267.00,
457,233.50,675.00,0.47,437.00,238.00,
458,10.00,0.00,1.94,0.00,0.00,
459,239.50,651.00,0.48,418.00,233.00,
460,245.50,632.00,0.50,408.00,224.00,
461,15.00,0.00,2.04,0.00,0.00,
462,48.25,4.00,1.97,3.00,1.00,
463,204.75,645.00,0.50,429.00,216.00,
464,22.75,0.00,1.96,0.00,0.00,
465,20.00,0.00,1.97,0.00,0.00,
466,276.00,643.00,0.51,408.00,235.00,
467,310.75,678.00,0.45,432.00,246.00,
468,325.25,680.00,0.45,443.00,237.00,
469,281.75,740.00,0.36,450.00,290.00,
470,229.75,665.00,0.46,447.00,218.00,
471,319.50,615.00,0.58,425.00,190.00,
472,277.50,670.00,0.47,428.00,242.00,
473,54.50,2.00,1.96,1.00,1.00,
474,244.25,721.00,0.38,449.00,272.00,
475,24.75,1.00,1.99,1.00,0.00,
476,12.25,1.00,2.04,1.00,0.00,
477,27.75,1.00,1.97,1.00,0.00,
478,271.50,703.00,0.44,459.00,244.00,
479,67.50,2.00,1.98,1.00,1.00,
480,281.75,736.00,0.38,473.00,263.00,
481,9.00,1.00,1.98,1.00,0.00,
482,303.75,674.00,0.46,427.00,247.00,
483,254.75,658.00,0.48,417.00,241.00,
484,12.00,0.00,1.97,0.00,0.00,
485,216.25,673.00,0.45,463.00,210.00,
486,12.25,0.00,1.99,0.00,0.00,
487,14.50,0.00,1.98,0.00,0.00,
488,345.50,681.00,0.46,441.00,240.00,
489,21.00,0.00,1.97,0.00,0.00,
490,216.50,666.00,0.47,423.00,243.00,
491,226.00,692.00,0.43,457.00,235.00,
492,282.75,674.00,0.44,425.00,249.00,
493,224.75,654.00,0.49,434.00,220.00,
494,323.25,716.00,0.39,449.00,267.00,
495,276.75,723.00,0.36,447.00,276.00,
496,263.75,682.00,0.46,428.00,254.00,
497,23.00,0.00,1.96,0.00,0.00,
498,269.25,709.00,0.41,436.00,273.00,
499,308.75,703.00,0.42,438.00,265.00,
500,315.25,694.00,0.43,441.00,253.00,
501,245.75,661.00,0.49,415.00,246.00,
502,9.25,1.00,1.98,1.00,0.00,
503,275.50,665.00,0.44,420.00,245.00,
504,259.25,649.00,0.47,400.00,249.00,
505,83.00,7.00,1.99,4.00,3.00,
506,245.50,720.00,0.38,463.00,257.00,
507,217.50,630.00,0.52,406.00,224.00,
508,212.00,693.00,0.42,444.00,249.00,
509,265.25,719.00,0.42,444.00,275.00,
510,49.50,0.00,2.05,0.00,0.00,
511,320.50,681.00,0.46,417.00,264.00,
512,269.50,726.00,0.39,451.00,275.00,
513,13.00,0.00,2.03,0.00,0.00,
514,310.50,658.00,0.46,413.00,245.00,
515,320.25,668.00,0.46,442.00,226.00,
516,250.25,701.00,0.40,458.00,243.00,
517,12.75,0.00,2.03,0.00,0.00,
518,309.25,650.00,0.51,400.00,250.00,
519,264.25,671.00,0.45,405.00,266.00,
520,308.25,660.00,0.51,409.00,251.00,
521,254.50,653.00,0.49,419.00,234.00,
522,291.25,624.00,0.56,416.00,208.00,
523,9.75,1.00,1.95,0.00,1.00,
524,230.00,696.00,0.41,431.00,265.00,
525,222.75,746.00,0.35,477.00,269.00,
526,22.50,0.00,2.03,0.00,0.00,
527,282.75,703.00,0.41,449.00,254.00,
528,21.25,0.00,1.99,0.00,0.00,
529,264.00,672.00,0.46,411.00,261.00,
530,28.00,1.00,2.01,1.00,0.00,
531,27.00,1.00,1.99,1.00,0.00,
532,308.75,661.00,0.45,427.00,234.00,
533,7.75,0.00,1.94,0.00,0.00,
534,11.75,0.00,2.04,0.00,0.00,
535,19.25,0.00,2.06,0.00,0.00,
536,8.00,0.00,2.01,0.00,0.00,
537,27.75,4.00,2.00,2.00,2.00,
538,21.75,3.00,1.99,1.00,2.00,
539,9.75,0.00,1.99,0.00,0.00,
540,309.00,624.00,0.56,407.00,217.00,
541,271.75,660.00,0.46,422.00,238.00,
542,61.75,2.00,1.96,1.00,1.00,
543,11.25,0.00,1.98,0.00,0.00,
544,14.25,0.00,2.01,0.00,0.00,
545,300.00,646.00,0.51,426.00,220.00,
546,11.00,0.00,2.03,0.00,0.00,
547,289.00,711.00,0.41,433.00,278.00,
548,280.75,712.00,0.40,434.00,278.00,
549,211.50,663.00,0.50,441.00,222.00,
550,271.00,594.00,0.61,394.00,200.00,
551,7.25,0.00,1.99,0.00,0.00,
552,249.00,660.00,0.50,434.00,226.00,
553,313.50,632.00,0.54,425.00,207.00,
554,268.25,685.00,0.45,439.00,246.00,
555,235.00,701.00,0.42,432.00,269.00,
556,275.00,660.00,0.50,426.00,234.00,
557,256.25,664.00,0.46,396.00,268.00,
558,35.00,1.00,2.04,0.00,1.00,
559,265.25,666.00,0.46,437.00,229.00,
560,207.25,695.00,0.41,426.00,269.00,
561,245.50,688.00,0.42,447.00,241.00,
562,7.25,0.00,1.97,0.00,0.00,
563,10.50,0.00,1.98,0.00,0.00,
564,25.50,0.00,1.98,0.00,0.00,
565,24.00,0.00,2.01,0.00,0.00,
566,261.75,674.00,0.47,446.00,228.00,
567,273.25,737.00,0.35,456.00,281.00,
568,28.50,2.00,1.98,0.00,2.00,
569,8.25,0.00,2.01,0.00,0.00,
570,8.00,0.00,2.01,0.00,0.00,
571,16.00,0.00,2.00,0.00,0.00,
572,231.25,705.00,0.38,466.00,239.00,
573,290.00,678.00,0.46,428.00,250.00,
574,11.50,0.00,2.01,0.00,0.00,
575,221.25,704.00,0.42,418.00,286.00,
576,22.75,2.00,1.98,2.00,0.00,
577,297.00,688.00,0.44,418.00,270.00,
578,270.25,689.00,0.44,447.00,242.00,
579,14.00,0.00,1.99,0.00,0.00,
580,239.75,694.00,0.44,449.00,245.00,
581,236.50,693.00,0.43,458.00,235.00,
582,236.75,721.00,0.35,455.00,266.00,
583,59.50,2.00,2.00,0.00,2.00,
584,216.50,686.00,0.45,431.00,255.00,
585,248.75,666.00,0.47,422.00,244.00,
586,289.25,663.00,0.46,423.00,240.00,
587,25.75,5.00,1.95,5.00,0.00,
588,212.75,642.00,0.52,426.00,216.00,
589,271.50,687.00,0.44,424.00,263.00,
590,245.75,679.00,0.46,419.00,260.00,
591,269.50,696.00,0.41,415.00,281.00,
592,3.25,0.00,2.06,0.00,0.00,
593,251.25,642.00,0.49,424.00,218.00,
594,262.50,694.00,0.42,443.00,251.00,
595,38.00,4.00,2.03,4.00,0.00,
596,38.25,2.00,1.96,0.00,2.00,
597,232.50,695.00,0.42,453.00,242.00,
598,26.75,1.00,2.01,1.00,0.00,
599,273.00,687.00,0.43,455.00,232.00,
600,47.25,3.00,1.97,2.00,1.00,
601,268.25,673.00,0.46,453.00,220.00,
602,5.00,0.00,1.98,0.00,0.00,
603,33.50,3.00,1.99,2.00,1.00,
604,273.75,732.00,0.38,456.00,276.00,
605,278.75,642.00,0.51,403.00,239.00,
606,207.00,665.00,0.46,442.00,223.00,
607,321.00,693.00,0.43,432.00,261.00,
