r.num,Duration,Epidemic,Rt,ep_high,ep_low,
2357,18.50,0.00,1.96,0.00,0.00,
2358,213.75,665.00,0.46,432.00,233.00,
2359,21.25,1.00,1.98,1.00,0.00,
2360,228.00,701.00,0.39,455.00,246.00,
2361,32.75,1.00,2.03,1.00,0.00,
2362,8.25,0.00,1.96,0.00,0.00,
2363,25.00,1.00,1.98,1.00,0.00,
2364,9.00,0.00,2.01,0.00,0.00,
2365,216.75,732.00,0.36,467.00,265.00,
2366,243.00,721.00,0.39,468.00,253.00,
2367,50.50,3.00,2.04,2.00,1.00,
2368,243.00,724.00,0.37,460.00,264.00,
2369,249.00,671.00,0.47,437.00,234.00,
2370,208.50,714.00,0.38,466.00,248.00,
2371,282.00,675.00,0.44,437.00,238.00,
2372,233.00,669.00,0.48,439.00,230.00,
2373,16.50,1.00,1.96,1.00,0.00,
2374,244.25,651.00,0.54,409.00,242.00,
2375,244.75,659.00,0.47,425.00,234.00,
2376,15.50,0.00,1.99,0.00,0.00,
2377,232.25,647.00,0.54,412.00,235.00,
2378,309.00,653.00,0.50,409.00,244.00,
2379,227.00,655.00,0.49,420.00,235.00,
2380,18.50,0.00,2.00,0.00,0.00,
2381,261.75,699.00,0.41,446.00,253.00,
2382,13.25,0.00,1.96,0.00,0.00,
2383,304.75,649.00,0.49,410.00,239.00,
2384,251.00,645.00,0.53,438.00,207.00,
2385,273.00,628.00,0.53,401.00,227.00,
2386,42.00,0.00,2.06,0.00,0.00,
2387,259.00,642.00,0.52,388.00,254.00,
2388,9.25,0.00,1.94,0.00,0.00,
2389,40.25,2.00,1.97,1.00,1.00,
2390,25.50,0.00,1.98,0.00,0.00,
2391,6.50,0.00,1.94,0.00,0.00,
2392,23.00,0.00,2.03,0.00,0.00,
2393,332.75,722.00,0.39,480.00,242.00,
2394,309.25,667.00,0.49,442.00,225.00,
2395,213.00,751.00,0.34,480.00,271.00,
2396,278.50,718.00,0.38,457.00,261.00,
2397,12.25,0.00,2.01,0.00,0.00,
2398,300.25,677.00,0.45,437.00,240.00,
2399,8.00,0.00,1.99,0.00,0.00,
2400,359.00,702.00,0.42,437.00,265.00,
2401,14.25,0.00,2.01,0.00,0.00,
2402,18.50,0.00,2.03,0.00,0.00,
2403,292.00,629.00,0.53,397.00,232.00,
2404,226.75,757.00,0.34,481.00,276.00,
2405,263.00,652.00,0.48,435.00,217.00,
2406,277.50,684.00,0.44,455.00,229.00,
2407,242.50,681.00,0.46,453.00,228.00,
2408,11.25,0.00,2.03,0.00,0.00,
2409,250.00,665.00,0.47,446.00,219.00,
2410,12.00,0.00,2.00,0.00,0.00,
2411,246.75,655.00,0.47,396.00,259.00,
2412,303.25,674.00,0.44,415.00,259.00,
2413,27.00,2.00,1.96,2.00,0.00,
2414,280.50,746.00,0.34,460.00,286.00,
2415,254.00,718.00,0.38,445.00,273.00,
2416,11.00,0.00,2.02,0.00,0.00,
2417,254.75,665.00,0.46,419.00,246.00,
2418,225.50,716.00,0.39,444.00,272.00,
2419,233.25,701.00,0.42,473.00,228.00,
2420,245.00,709.00,0.38,468.00,241.00,
2421,267.00,715.00,0.38,472.00,243.00,
2422,20.50,0.00,2.00,0.00,0.00,
2423,10.50,0.00,2.03,0.00,0.00,
2424,233.25,671.00,0.46,429.00,242.00,
2425,303.25,698.00,0.42,441.00,257.00,
2426,282.00,671.00,0.43,447.00,224.00,
2427,31.75,3.00,1.96,3.00,0.00,
2428,315.00,681.00,0.44,423.00,258.00,
2429,238.50,735.00,0.35,466.00,269.00,
2430,280.75,700.00,0.42,418.00,282.00,
2431,54.75,2.00,2.04,1.00,1.00,
2432,264.75,678.00,0.45,440.00,238.00,
2433,239.25,718.00,0.39,447.00,271.00,
2434,250.25,736.00,0.39,451.00,285.00,
2435,22.25,0.00,1.96,0.00,0.00,
2436,13.25,0.00,1.95,0.00,0.00,
2437,189.00,665.00,0.49,439.00,226.00,
2438,212.00,676.00,0.44,420.00,256.00,
2439,216.25,668.00,0.46,413.00,255.00,
2440,263.50,712.00,0.39,424.00,288.00,
2441,260.75,709.00,0.39,465.00,244.00,
2442,352.75,638.00,0.53,420.00,218.00,
2443,15.25,0.00,1.97,0.00,0.00,
2444,6.25,0.00,2.01,0.00,0.00,
2445,8.00,0.00,2.02,0.00,0.00,
2446,7.50,0.00,2.00,0.00,0.00,
2447,211.00,661.00,0.49,420.00,241.00,
2448,201.25,716.00,0.40,462.00,254.00,
2449,237.00,708.00,0.38,455.00,253.00,
2450,317.50,700.00,0.42,431.00,269.00,
2451,207.50,736.00,0.34,467.00,269.00,
2452,295.00,668.00,0.46,423.00,245.00,
2453,299.00,705.00,0.41,457.00,248.00,
2454,235.25,676.00,0.48,454.00,222.00,
2455,303.75,652.00,0.50,401.00,251.00,
2456,49.00,6.00,1.97,3.00,3.00,
2457,5.75,0.00,1.95,0.00,0.00,
2458,296.25,687.00,0.45,457.00,230.00,
2459,24.75,1.00,1.98,0.00,1.00,
2460,267.50,693.00,0.48,455.00,238.00,
2461,281.00,666.00,0.48,438.00,228.00,
2462,226.75,714.00,0.37,451.00,263.00,
2463,240.00,686.00,0.44,448.00,238.00,
2464,263.25,685.00,0.47,418.00,267.00,
2465,221.50,735.00,0.37,455.00,280.00,
2466,299.50,696.00,0.42,428.00,268.00,
2467,26.75,3.00,1.97,0.00,3.00,
2468,305.75,686.00,0.44,455.00,231.00,
2469,257.50,679.00,0.46,440.00,239.00,
2470,10.25,0.00,2.01,0.00,0.00,
2471,252.25,708.00,0.40,454.00,254.00,
2472,292.00,685.00,0.45,444.00,241.00,
2473,242.75,710.00,0.39,466.00,244.00,
2474,30.50,4.00,1.98,4.00,0.00,
2475,265.75,698.00,0.41,437.00,261.00,
2476,347.25,723.00,0.38,444.00,279.00,
2477,14.25,0.00,2.08,0.00,0.00,
2478,266.75,668.00,0.49,424.00,244.00,
2479,225.00,689.00,0.44,425.00,264.00,
2480,352.75,694.00,0.44,437.00,257.00,
2481,12.75,1.00,2.06,0.00,1.00,
2482,240.00,682.00,0.48,427.00,255.00,
2483,17.25,0.00,1.98,0.00,0.00,
2484,241.50,674.00,0.44,437.00,237.00,
2485,205.50,673.00,0.45,447.00,226.00,
2486,354.25,685.00,0.44,433.00,252.00,
2487,17.75,0.00,2.01,0.00,0.00,
2488,321.00,617.00,0.53,396.00,221.00,
2489,16.00,0.00,2.05,0.00,0.00,
2490,276.75,674.00,0.46,438.00,236.00,
2491,24.75,2.00,1.99,2.00,0.00,
2492,364.50,719.00,0.40,471.00,248.00,
2493,214.25,669.00,0.48,416.00,253.00,
2494,246.75,631.00,0.49,400.00,231.00,
2495,30.75,2.00,1.97,0.00,2.00,
2496,16.50,0.00,2.05,0.00,0.00,
2497,280.50,707.00,0.43,452.00,255.00,
2498,307.50,682.00,0.44,435.00,247.00,
2499,27.75,1.00,2.02,1.00,0.00,
2500,229.50,705.00,0.40,439.00,266.00,
2501,237.50,657.00,0.51,420.00,237.00,
2502,13.75,0.00,2.01,0.00,0.00,
2503,255.25,611.00,0.55,408.00,203.00,
2504,247.00,694.00,0.42,443.00,251.00,
2505,284.00,673.00,0.45,421.00,252.00,
2506,26.25,1.00,2.01,1.00,0.00,
2507,42.25,1.00,1.95,1.00,0.00,
2508,230.00,665.00,0.47,418.00,247.00,
2509,5.50,0.00,2.03,0.00,0.00,
2510,228.00,677.00,0.46,443.00,234.00,
2511,314.50,625.00,0.52,372.00,253.00,
2512,292.50,665.00,0.47,435.00,230.00,
2513,278.25,716.00,0.39,453.00,263.00,
2514,289.25,667.00,0.48,421.00,246.00,
2515,289.25,671.00,0.48,422.00,249.00,
2516,242.75,725.00,0.37,445.00,280.00,
2517,248.25,704.00,0.42,468.00,236.00,
2518,271.25,687.00,0.46,432.00,255.00,
2519,301.50,648.00,0.49,426.00,222.00,
2520,6.00,0.00,1.98,0.00,0.00,
2521,204.00,654.00,0.47,401.00,253.00,
2522,24.00,0.00,1.98,0.00,0.00,
2523,274.25,740.00,0.37,444.00,296.00,
2524,297.50,656.00,0.49,429.00,227.00,
2525,245.50,706.00,0.40,450.00,256.00,
2526,283.25,725.00,0.37,464.00,261.00,
2527,258.50,682.00,0.43,446.00,236.00,
2528,208.75,727.00,0.36,478.00,249.00,
2529,29.50,2.00,1.98,1.00,1.00,
2530,12.50,0.00,2.00,0.00,0.00,
2531,41.25,4.00,1.98,4.00,0.00,
2532,246.75,689.00,0.42,431.00,258.00,
2533,290.25,631.00,0.53,415.00,216.00,
2534,254.00,609.00,0.56,399.00,210.00,
2535,343.50,685.00,0.45,452.00,233.00,
2536,42.75,2.00,1.95,2.00,0.00,
2537,269.25,680.00,0.47,459.00,221.00,
2538,11.50,0.00,1.99,0.00,0.00,
2539,17.75,0.00,1.99,0.00,0.00,
2540,253.25,660.00,0.51,412.00,248.00,
2541,3.00,0.00,2.02,0.00,0.00,
2542,253.00,679.00,0.46,427.00,252.00,
2543,33.50,0.00,1.95,0.00,0.00,
2544,5.50,0.00,2.00,0.00,0.00,
2545,6.00,0.00,2.01,0.00,0.00,
2546,211.25,723.00,0.37,455.00,268.00,
2547,223.50,694.00,0.44,436.00,258.00,
2548,254.50,726.00,0.36,458.00,268.00,
2549,201.75,679.00,0.47,433.00,246.00,
2550,232.00,734.00,0.37,464.00,270.00,
2551,34.50,1.00,1.99,1.00,0.00,
2552,352.00,678.00,0.47,425.00,253.00,
2553,368.50,712.00,0.41,435.00,277.00,
2554,16.00,1.00,1.97,1.00,0.00,
2555,18.25,0.00,1.97,0.00,0.00,
2556,242.00,652.00,0.52,400.00,252.00,
2557,9.75,0.00,2.03,0.00,0.00,
2558,8.75,0.00,2.04,0.00,0.00,
2559,9.25,0.00,1.96,0.00,0.00,
2560,13.50,0.00,2.01,0.00,0.00,
2561,32.00,2.00,2.00,2.00,0.00,
2562,22.00,0.00,1.98,0.00,0.00,
2563,274.25,693.00,0.43,423.00,270.00,
2564,13.75,1.00,2.00,1.00,0.00,
2565,325.50,647.00,0.51,423.00,224.00,
2566,11.00,0.00,2.03,0.00,0.00,
2567,240.25,619.00,0.54,413.00,206.00,
2568,224.75,692.00,0.43,464.00,228.00,
2569,59.75,7.00,2.04,5.00,2.00,
2570,409.75,689.00,0.44,442.00,247.00,
2571,283.75,658.00,0.48,427.00,231.00,
2572,280.00,591.00,0.61,380.00,211.00,
2573,231.75,693.00,0.43,443.00,250.00,
2574,297.50,726.00,0.34,445.00,281.00,
2575,268.50,684.00,0.45,440.00,244.00,
2576,37.25,2.00,1.99,1.00,1.00,
2577,243.25,626.00,0.56,403.00,223.00,
2578,239.25,643.00,0.51,412.00,231.00,
2579,342.25,675.00,0.47,411.00,264.00,
2580,20.75,1.00,1.99,1.00,0.00,
2581,37.75,3.00,2.03,2.00,1.00,
2582,231.50,720.00,0.38,432.00,288.00,
2583,221.75,703.00,0.42,432.00,271.00,
2584,15.25,0.00,1.99,0.00,0.00,
2585,231.25,686.00,0.47,445.00,241.00,
2586,279.25,632.00,0.56,427.00,205.00,
2587,259.00,696.00,0.42,445.00,251.00,
2588,237.75,692.00,0.41,457.00,235.00,
2589,329.25,696.00,0.44,447.00,249.00,
2590,294.50,691.00,0.43,447.00,244.00,
2591,293.00,642.00,0.53,415.00,227.00,
2592,307.00,736.00,0.35,470.00,266.00,
2593,21.25,0.00,1.99,0.00,0.00,
2594,22.25,0.00,2.09,0.00,0.00,
2595,282.50,729.00,0.37,476.00,253.00,
2596,287.25,639.00,0.50,411.00,228.00,
2597,24.50,1.00,2.00,0.00,1.00,
2598,271.00,651.00,0.48,441.00,210.00,
2599,237.75,736.00,0.36,478.00,258.00,
2600,6.75,0.00,1.99,0.00,0.00,
2601,13.25,0.00,2.02,0.00,0.00,
2602,217.75,688.00,0.42,449.00,239.00,
2603,214.25,736.00,0.36,483.00,253.00,
2604,223.75,650.00,0.52,410.00,240.00,
2605,99.50,16.00,1.94,14.00,2.00,
2606,253.25,604.00,0.58,369.00,235.00,
2607,86.50,6.00,2.00,5.00,1.00,
2608,20.00,0.00,2.00,0.00,0.00,
2609,11.25,0.00,1.96,0.00,0.00,
2610,23.00,4.00,1.99,1.00,3.00,
2611,292.50,692.00,0.43,452.00,240.00,
2612,319.50,651.00,0.50,408.00,243.00,
2613,212.00,680.00,0.47,455.00,225.00,
2614,254.50,663.00,0.49,414.00,249.00,
2615,309.50,653.00,0.55,422.00,231.00,
2616,18.25,1.00,1.97,0.00,1.00,
2617,261.25,698.00,0.41,437.00,261.00,
2618,12.25,0.00,2.04,0.00,0.00,
2619,227.00,654.00,0.51,412.00,242.00,
2620,208.25,698.00,0.42,455.00,243.00,
2621,29.25,0.00,2.00,0.00,0.00,
2622,166.25,707.00,0.43,448.00,259.00,
2623,276.75,646.00,0.50,419.00,227.00,
2624,285.00,724.00,0.38,448.00,276.00,
2625,283.00,672.00,0.46,393.00,279.00,
2626,21.00,1.00,2.06,0.00,1.00,
2627,7.25,0.00,2.02,0.00,0.00,
2628,267.25,679.00,0.46,426.00,253.00,
2629,348.00,707.00,0.41,440.00,267.00,
2630,260.75,688.00,0.44,443.00,245.00,
2631,254.75,653.00,0.47,419.00,234.00,
2632,237.50,699.00,0.43,439.00,260.00,
2633,12.25,0.00,1.99,0.00,0.00,
2634,222.50,681.00,0.46,446.00,235.00,
2635,211.75,659.00,0.48,414.00,245.00,
2636,230.75,744.00,0.32,447.00,297.00,
2637,219.50,666.00,0.44,420.00,246.00,
2638,257.50,686.00,0.44,452.00,234.00,
2639,281.25,674.00,0.45,419.00,255.00,
2640,271.75,708.00,0.42,453.00,255.00,
2641,224.25,678.00,0.46,437.00,241.00,
2642,13.00,0.00,2.06,0.00,0.00,
2643,16.75,0.00,1.99,0.00,0.00,
2644,232.25,661.00,0.49,432.00,229.00,
2645,278.25,663.00,0.49,415.00,248.00,
2646,25.00,0.00,2.05,0.00,0.00,
2647,10.50,0.00,1.93,0.00,0.00,
2648,224.00,699.00,0.42,448.00,251.00,
2649,21.25,0.00,1.98,0.00,0.00,
2650,287.00,689.00,0.43,475.00,214.00,
2651,39.25,2.00,1.99,1.00,1.00,
2652,307.50,653.00,0.49,428.00,225.00,
2653,304.50,667.00,0.46,442.00,225.00,
2654,235.75,710.00,0.40,442.00,268.00,
2655,324.25,710.00,0.39,439.00,271.00,
2656,222.50,711.00,0.40,464.00,247.00,
2657,26.25,1.00,1.95,0.00,1.00,
2658,14.00,0.00,1.97,0.00,0.00,
2659,8.50,0.00,2.08,0.00,0.00,
2660,266.50,731.00,0.36,455.00,276.00,
2661,26.25,1.00,2.01,0.00,1.00,
2662,42.00,1.00,2.01,1.00,0.00,
2663,29.25,1.00,2.01,1.00,0.00,
2664,6.25,0.00,1.96,0.00,0.00,
2665,316.50,667.00,0.48,437.00,230.00,
2666,7.50,0.00,1.98,0.00,0.00,
2667,23.00,0.00,2.00,0.00,0.00,
2668,242.50,737.00,0.36,449.00,288.00,
2669,236.00,742.00,0.34,460.00,282.00,
2670,263.75,691.00,0.43,428.00,263.00,
2671,5.00,0.00,1.96,0.00,0.00,
2672,214.25,677.00,0.44,462.00,215.00,
2673,244.75,686.00,0.44,444.00,242.00,
2674,239.25,700.00,0.40,451.00,249.00,
2675,214.75,675.00,0.46,418.00,257.00,
2676,343.75,694.00,0.43,455.00,239.00,
2677,12.75,0.00,2.00,0.00,0.00,
2678,40.00,1.00,1.98,1.00,0.00,
2679,241.25,698.00,0.41,456.00,242.00,
2680,5.75,0.00,2.04,0.00,0.00,
2681,8.00,0.00,1.99,0.00,0.00,
2682,29.75,0.00,1.99,0.00,0.00,
2683,433.25,636.00,0.55,413.00,223.00,
2684,24.00,3.00,1.99,2.00,1.00,
2685,50.75,7.00,2.00,5.00,2.00,
2686,15.00,0.00,2.03,0.00,0.00,
2687,229.50,690.00,0.43,446.00,244.00,
2688,14.25,0.00,2.01,0.00,0.00,
2689,9.25,0.00,2.05,0.00,0.00,
2690,338.75,670.00,0.45,415.00,255.00,
2691,9.50,0.00,2.01,0.00,0.00,
2692,260.00,741.00,0.37,435.00,306.00,
2693,212.75,694.00,0.41,444.00,250.00,
2694,273.50,660.00,0.48,437.00,223.00,
2695,239.00,694.00,0.43,434.00,260.00,
2696,270.50,658.00,0.50,420.00,238.00,
2697,242.75,662.00,0.50,417.00,245.00,
2698,13.75,0.00,1.98,0.00,0.00,
2699,16.25,0.00,1.98,0.00,0.00,
2700,233.50,703.00,0.41,441.00,262.00,
2701,255.75,646.00,0.50,408.00,238.00,
2702,280.75,694.00,0.42,455.00,239.00,
2703,237.75,689.00,0.43,433.00,256.00,
2704,6.00,0.00,2.05,0.00,0.00,
2705,8.00,0.00,2.03,0.00,0.00,
2706,17.75,1.00,1.99,1.00,0.00,
2707,262.50,669.00,0.45,448.00,221.00,
2708,267.00,696.00,0.42,437.00,259.00,
2709,237.25,661.00,0.49,419.00,242.00,
2710,13.50,0.00,1.97,0.00,0.00,
2711,252.00,733.00,0.38,468.00,265.00,
2712,251.00,647.00,0.52,422.00,225.00,
2713,343.00,675.00,0.42,450.00,225.00,
2714,305.75,720.00,0.41,454.00,266.00,
2715,305.50,694.00,0.44,444.00,250.00,
2716,318.25,697.00,0.42,424.00,273.00,
2717,268.25,660.00,0.49,419.00,241.00,
2718,292.75,599.00,0.57,411.00,188.00,
2719,282.00,714.00,0.41,477.00,237.00,
2720,17.75,0.00,1.99,0.00,0.00,
2721,17.25,0.00,2.04,0.00,0.00,
2722,284.75,666.00,0.49,426.00,240.00,
2723,9.75,0.00,1.98,0.00,0.00,
2724,253.25,671.00,0.47,453.00,218.00,
2725,237.50,707.00,0.41,451.00,256.00,
2726,28.50,4.00,2.06,1.00,3.00,
2727,3.50,1.00,1.99,1.00,0.00,
2728,239.50,637.00,0.51,407.00,230.00,
2729,196.75,699.00,0.41,455.00,244.00,
2730,42.75,5.00,2.02,3.00,2.00,
2731,221.00,679.00,0.47,442.00,237.00,
2732,40.25,5.00,1.97,4.00,1.00,
2733,252.00,711.00,0.41,440.00,271.00,
2734,275.00,703.00,0.40,432.00,271.00,
2735,320.25,672.00,0.48,432.00,240.00,
2736,246.50,713.00,0.40,480.00,233.00,
2737,230.50,690.00,0.44,433.00,257.00,
2738,265.00,675.00,0.46,429.00,246.00,
2739,22.00,0.00,2.00,0.00,0.00,
2740,292.00,693.00,0.44,449.00,244.00,
2741,40.75,4.00,1.99,3.00,1.00,
2742,264.50,669.00,0.45,417.00,252.00,
2743,274.25,672.00,0.47,414.00,258.00,
2744,37.50,1.00,1.96,1.00,0.00,
2745,256.75,684.00,0.43,423.00,261.00,
2746,15.25,0.00,2.01,0.00,0.00,
2747,279.25,707.00,0.40,452.00,255.00,
2748,270.50,671.00,0.46,426.00,245.00,
2749,23.00,0.00,2.00,0.00,0.00,
2750,236.00,679.00,0.45,427.00,252.00,
2751,261.50,729.00,0.36,454.00,275.00,
2752,261.00,645.00,0.51,417.00,228.00,
2753,32.00,4.00,1.96,2.00,2.00,
2754,213.75,692.00,0.44,457.00,235.00,
2755,233.50,654.00,0.50,427.00,227.00,
2756,221.00,693.00,0.44,469.00,224.00,
2757,245.25,705.00,0.41,436.00,269.00,
2758,322.75,702.00,0.41,458.00,244.00,
2759,5.00,0.00,1.97,0.00,0.00,
2760,12.00,0.00,1.98,0.00,0.00,
2761,286.75,677.00,0.45,430.00,247.00,
2762,255.50,706.00,0.40,436.00,270.00,
2763,204.50,702.00,0.41,427.00,275.00,
2764,229.25,686.00,0.45,459.00,227.00,
2765,218.25,670.00,0.46,450.00,220.00,
2766,324.00,687.00,0.44,429.00,258.00,
2767,266.50,721.00,0.38,454.00,267.00,
2768,262.25,708.00,0.41,444.00,264.00,
2769,20.50,0.00,2.00,0.00,0.00,
2770,259.25,690.00,0.43,449.00,241.00,
2771,275.00,634.00,0.54,401.00,233.00,
2772,281.00,701.00,0.44,452.00,249.00,
2773,310.00,721.00,0.38,446.00,275.00,
2774,346.00,650.00,0.51,422.00,228.00,
2775,12.75,0.00,1.96,0.00,0.00,
2776,262.75,652.00,0.49,417.00,235.00,
2777,246.00,679.00,0.46,435.00,244.00,
2778,271.75,714.00,0.39,479.00,235.00,
2779,69.75,6.00,1.98,3.00,3.00,
2780,3.00,0.00,1.98,0.00,0.00,
2781,13.25,0.00,1.98,0.00,0.00,
2782,259.50,673.00,0.45,435.00,238.00,
2783,12.25,0.00,2.06,0.00,0.00,
2784,240.50,724.00,0.35,451.00,273.00,
2785,253.25,699.00,0.43,453.00,246.00,
2786,260.00,680.00,0.46,425.00,255.00,
2787,231.25,650.00,0.51,396.00,254.00,
2788,245.25,699.00,0.41,437.00,262.00,
2789,220.00,671.00,0.49,435.00,236.00,
2790,298.25,685.00,0.43,432.00,253.00,
2791,7.50,0.00,1.96,0.00,0.00,
2792,224.00,675.00,0.44,448.00,227.00,
2793,299.00,670.00,0.46,445.00,225.00,
2794,219.25,666.00,0.48,462.00,204.00,
2795,9.50,0.00,2.02,0.00,0.00,
2796,245.50,671.00,0.47,426.00,245.00,
2797,30.25,0.00,2.01,0.00,0.00,
2798,287.75,659.00,0.49,413.00,246.00,
2799,276.00,674.00,0.44,402.00,272.00,
2800,232.00,657.00,0.50,435.00,222.00,
2801,278.00,675.00,0.46,435.00,240.00,
2802,211.00,701.00,0.41,448.00,253.00,
2803,237.75,640.00,0.49,417.00,223.00,
2804,239.00,684.00,0.43,442.00,242.00,
2805,25.75,0.00,1.94,0.00,0.00,
2806,25.00,2.00,2.03,2.00,0.00,
2807,4.50,0.00,1.97,0.00,0.00,
2808,50.00,0.00,2.02,0.00,0.00,
2809,9.75,0.00,2.00,0.00,0.00,
2810,214.00,706.00,0.41,442.00,264.00,
2811,280.75,699.00,0.40,432.00,267.00,
2812,237.25,650.00,0.49,428.00,222.00,
2813,14.75,0.00,1.97,0.00,0.00,
2814,323.25,676.00,0.46,443.00,233.00,
2815,265.25,656.00,0.47,411.00,245.00,
2816,208.75,678.00,0.46,410.00,268.00,
2817,240.75,677.00,0.44,418.00,259.00,
2818,203.00,697.00,0.42,443.00,254.00,
2819,217.75,681.00,0.43,451.00,230.00,
2820,232.50,650.00,0.48,427.00,223.00,
2821,18.25,3.00,2.01,3.00,0.00,
2822,11.50,0.00,1.91,0.00,0.00,
2823,244.25,701.00,0.42,452.00,249.00,
2824,33.50,5.00,1.99,5.00,0.00,
2825,3.75,0.00,2.05,0.00,0.00,
2826,265.75,693.00,0.45,427.00,266.00,
2827,223.00,667.00,0.47,431.00,236.00,
2828,14.00,0.00,1.97,0.00,0.00,
2829,264.25,707.00,0.40,447.00,260.00,
2830,227.00,636.00,0.51,409.00,227.00,
2831,263.50,661.00,0.49,411.00,250.00,
2832,27.50,3.00,2.02,0.00,3.00,
2833,246.25,647.00,0.49,385.00,262.00,
2834,254.75,699.00,0.40,459.00,240.00,
2835,218.25,710.00,0.39,423.00,287.00,
2836,29.75,1.00,1.99,1.00,0.00,
2837,238.00,666.00,0.46,415.00,251.00,
2838,310.00,672.00,0.47,422.00,250.00,
2839,304.75,659.00,0.50,417.00,242.00,
2840,22.00,2.00,1.96,2.00,0.00,
2841,224.75,639.00,0.52,422.00,217.00,
2842,412.00,675.00,0.48,437.00,238.00,
2843,273.00,666.00,0.46,431.00,235.00,
2844,290.75,703.00,0.41,434.00,269.00,
2845,224.25,676.00,0.46,417.00,259.00,
2846,345.50,672.00,0.45,417.00,255.00,
2847,361.25,625.00,0.54,387.00,238.00,
2848,28.50,1.00,2.00,1.00,0.00,
2849,15.50,0.00,2.03,0.00,0.00,
2850,294.25,701.00,0.42,447.00,254.00,
2851,356.25,705.00,0.41,447.00,258.00,
2852,17.00,0.00,1.97,0.00,0.00,
2853,7.25,0.00,1.99,0.00,0.00,
2854,338.75,653.00,0.50,417.00,236.00,
2855,279.25,658.00,0.51,409.00,249.00,
2856,249.75,682.00,0.45,439.00,243.00,
2857,277.25,667.00,0.47,444.00,223.00,
2858,271.25,709.00,0.40,434.00,275.00,
2859,281.75,718.00,0.37,458.00,260.00,
2860,6.00,0.00,2.04,0.00,0.00,
2861,266.75,710.00,0.45,456.00,254.00,
2862,266.00,638.00,0.52,408.00,230.00,
2863,220.50,681.00,0.43,437.00,244.00,
2864,12.50,0.00,2.00,0.00,0.00,
2865,367.00,684.00,0.45,444.00,240.00,
2866,233.50,688.00,0.44,455.00,233.00,
2867,220.50,686.00,0.44,437.00,249.00,
2868,262.75,696.00,0.42,430.00,266.00,
2869,244.25,680.00,0.44,427.00,253.00,
2870,54.75,6.00,1.93,6.00,0.00,
2871,227.75,663.00,0.46,442.00,221.00,
2872,15.00,0.00,2.01,0.00,0.00,
2873,13.25,0.00,2.02,0.00,0.00,
2874,243.00,632.00,0.56,413.00,219.00,
2875,268.25,650.00,0.50,412.00,238.00,
2876,337.00,684.00,0.45,470.00,214.00,
2877,224.50,697.00,0.41,455.00,242.00,
2878,23.00,1.00,2.00,1.00,0.00,
2879,228.25,672.00,0.46,439.00,233.00,
2880,309.50,670.00,0.50,433.00,237.00,
2881,224.50,694.00,0.44,460.00,234.00,
2882,15.50,0.00,1.97,0.00,0.00,
2883,4.00,0.00,1.99,0.00,0.00,
2884,323.00,650.00,0.51,439.00,211.00,
2885,27.25,0.00,1.98,0.00,0.00,
2886,189.00,620.00,0.58,410.00,210.00,
2887,257.50,691.00,0.42,442.00,249.00,
2888,271.00,703.00,0.42,446.00,257.00,
2889,286.00,669.00,0.46,406.00,263.00,
2890,255.75,684.00,0.45,437.00,247.00,
2891,219.75,707.00,0.43,453.00,254.00,
2892,276.50,695.00,0.44,429.00,266.00,
2893,312.75,630.00,0.56,406.00,224.00,
2894,261.75,684.00,0.43,428.00,256.00,
2895,5.25,0.00,2.04,0.00,0.00,
2896,284.75,730.00,0.35,456.00,274.00,
2897,251.25,671.00,0.48,422.00,249.00,
2898,27.00,0.00,2.03,0.00,0.00,
2899,34.00,2.00,1.96,2.00,0.00,
2900,227.00,697.00,0.42,446.00,251.00,
2901,27.75,0.00,1.99,0.00,0.00,
2902,4.00,0.00,1.98,0.00,0.00,
2903,12.25,0.00,1.97,0.00,0.00,
2904,7.50,0.00,1.99,0.00,0.00,
2905,20.25,1.00,2.06,0.00,1.00,
2906,250.00,644.00,0.52,418.00,226.00,
2907,20.00,1.00,1.98,1.00,0.00,
2908,309.50,690.00,0.44,448.00,242.00,
2909,248.25,739.00,0.36,487.00,252.00,
2910,238.00,679.00,0.42,436.00,243.00,
2911,7.50,0.00,1.99,0.00,0.00,
2912,9.00,0.00,2.08,0.00,0.00,
2913,226.75,678.00,0.44,410.00,268.00,
2914,17.75,1.00,2.04,1.00,0.00,
2915,217.50,673.00,0.46,431.00,242.00,
2916,271.75,694.00,0.42,423.00,271.00,
2917,17.25,0.00,1.99,0.00,0.00,
2918,11.50,0.00,1.94,0.00,0.00,
2919,222.75,669.00,0.47,450.00,219.00,
2920,14.50,0.00,2.00,0.00,0.00,
2921,234.50,677.00,0.42,439.00,238.00,
2922,5.00,0.00,2.08,0.00,0.00,
2923,242.75,687.00,0.45,444.00,243.00,
2924,281.00,706.00,0.40,468.00,238.00,
2925,299.00,722.00,0.38,467.00,255.00,
2926,288.00,617.00,0.59,394.00,223.00,
2927,306.00,684.00,0.45,437.00,247.00,
2928,282.25,695.00,0.43,424.00,271.00,
2929,248.75,731.00,0.36,468.00,263.00,
2930,15.25,0.00,2.02,0.00,0.00,
2931,249.75,659.00,0.46,423.00,236.00,
2932,259.00,710.00,0.42,424.00,286.00,
2933,314.50,649.00,0.51,433.00,216.00,
2934,277.00,618.00,0.56,406.00,212.00,
2935,219.75,677.00,0.45,421.00,256.00,
2936,17.75,0.00,2.01,0.00,0.00,
2937,34.75,0.00,1.98,0.00,0.00,
2938,192.25,686.00,0.44,445.00,241.00,
