,Duration,Epidemic,ep_high,ep_low,Rt
1174,7.25,0.0,0.0,0.0,2.032
1175,301.75,723.0,465.0,258.0,0.363
1176,311.25,654.0,410.0,244.0,0.488
1177,251.25,662.0,445.0,217.0,0.486
1178,278.0,722.0,466.0,256.0,0.414
1179,306.5,654.0,432.0,222.0,0.46399999999999997
1180,17.0,1.0,1.0,0.0,2.023
1181,256.75,664.0,447.0,217.0,0.494
1182,402.0,701.0,438.0,263.0,0.421
1183,11.25,0.0,0.0,0.0,2.004
1184,20.0,0.0,0.0,0.0,2.052
1185,241.5,696.0,431.0,265.0,0.424
1186,13.5,0.0,0.0,0.0,1.9700000000000002
1187,247.25,730.0,453.0,277.0,0.356
1188,318.25,713.0,449.0,264.0,0.395
1189,16.75,0.0,0.0,0.0,1.96
1190,218.25,757.0,494.0,263.0,0.321
1191,280.25,674.0,424.0,250.0,0.446
1192,321.0,669.0,422.0,247.0,0.465
1193,38.5,0.0,0.0,0.0,1.976
1194,248.75,735.0,472.0,263.0,0.381
1195,14.25,0.0,0.0,0.0,2.0
1196,20.25,0.0,0.0,0.0,2.01
1197,60.25,3.0,3.0,0.0,2.0309999999999997
1198,234.25,699.0,445.0,254.0,0.437
1199,251.75,696.0,445.0,251.0,0.398
1200,230.0,713.0,427.0,286.0,0.389
1201,8.5,0.0,0.0,0.0,2.0
1202,245.5,654.0,412.0,242.0,0.52
1203,38.25,1.0,1.0,0.0,1.953
1204,284.0,663.0,415.0,248.0,0.501
1205,262.5,697.0,453.0,244.0,0.421
1206,36.25,0.0,0.0,0.0,2.008
1207,265.0,624.0,390.0,234.0,0.524
1208,219.25,652.0,420.0,232.0,0.514
1209,299.0,672.0,428.0,244.0,0.458
1210,285.0,654.0,424.0,230.0,0.492
1211,9.0,0.0,0.0,0.0,2.002
1212,243.25,681.0,434.0,247.0,0.471
1213,190.25,691.0,442.0,249.0,0.429
1214,9.75,0.0,0.0,0.0,1.948
1215,284.75,684.0,454.0,230.0,0.44
1216,270.25,698.0,458.0,240.0,0.418
1217,188.0,730.0,457.0,273.0,0.368
1218,262.25,695.0,447.0,248.0,0.41100000000000003
1219,6.75,0.0,0.0,0.0,1.9900000000000002
1220,9.75,0.0,0.0,0.0,2.034
1221,253.0,666.0,419.0,247.0,0.464
1222,10.0,0.0,0.0,0.0,2.012
1223,289.75,674.0,445.0,229.0,0.456
1224,76.5,10.0,7.0,3.0,1.948
1225,275.25,731.0,462.0,269.0,0.373
1226,22.5,0.0,0.0,0.0,1.9540000000000002
1227,34.75,0.0,0.0,0.0,1.9900000000000002
1228,289.25,686.0,427.0,259.0,0.42600000000000005
1229,311.0,656.0,437.0,219.0,0.498
1230,302.0,709.0,453.0,256.0,0.405
1231,236.0,673.0,422.0,251.0,0.43300000000000005
1232,258.25,681.0,420.0,261.0,0.471
1233,286.25,690.0,434.0,256.0,0.42200000000000004
1234,270.25,720.0,460.0,260.0,0.38
1235,74.25,7.0,5.0,2.0,2.013
1236,333.0,666.0,430.0,236.0,0.462
1237,3.5,0.0,0.0,0.0,2.016
1238,11.0,0.0,0.0,0.0,2.06
1239,266.5,637.0,416.0,221.0,0.529
1240,326.25,729.0,474.0,255.0,0.373
1241,340.5,664.0,442.0,222.0,0.49
1242,215.0,636.0,432.0,204.0,0.534
1243,250.75,655.0,402.0,253.0,0.499
1244,329.75,685.0,421.0,264.0,0.46099999999999997
1245,283.75,731.0,460.0,271.0,0.379
1246,229.25,754.0,468.0,286.0,0.334
1247,251.0,663.0,435.0,228.0,0.493
1248,251.0,684.0,441.0,243.0,0.42600000000000005
1249,38.75,1.0,1.0,0.0,1.963
1250,235.5,714.0,456.0,258.0,0.404
1251,25.25,1.0,1.0,0.0,2.019
1252,89.0,7.0,3.0,4.0,2.019
1253,331.25,690.0,439.0,251.0,0.44
1254,255.75,654.0,438.0,216.0,0.508
1255,54.25,3.0,2.0,1.0,1.995
1256,251.5,704.0,437.0,267.0,0.414
1257,286.5,670.0,418.0,252.0,0.47
1258,12.25,0.0,0.0,0.0,1.9820000000000002
1259,249.75,668.0,421.0,247.0,0.472
1260,253.5,679.0,416.0,263.0,0.42900000000000005
1261,279.75,631.0,420.0,211.0,0.551
1262,7.25,0.0,0.0,0.0,2.016
1263,238.0,615.0,398.0,217.0,0.5549999999999999
1264,9.5,0.0,0.0,0.0,1.9940000000000002
1265,261.0,697.0,457.0,240.0,0.447
1266,33.0,1.0,0.0,1.0,1.987
1267,56.5,9.0,7.0,2.0,1.971
1268,278.75,684.0,429.0,255.0,0.45999999999999996
1269,200.0,701.0,465.0,236.0,0.423
1270,275.25,623.0,415.0,208.0,0.567
1271,292.0,692.0,456.0,236.0,0.456
1272,5.0,0.0,0.0,0.0,2.016
1273,25.25,0.0,0.0,0.0,1.98
1274,259.0,652.0,418.0,234.0,0.472
1275,372.75,699.0,440.0,259.0,0.437
1276,17.75,1.0,0.0,1.0,2.073
1277,235.25,689.0,441.0,248.0,0.45099999999999996
1278,21.75,1.0,1.0,0.0,1.965
1279,8.0,0.0,0.0,0.0,1.996
1280,305.0,627.0,396.0,231.0,0.5609999999999999
1281,23.75,2.0,2.0,0.0,1.998
1282,262.75,679.0,425.0,254.0,0.453
1283,11.75,0.0,0.0,0.0,1.956
