,name,CI-,CI+,Zero_included
0,Epidemic,-3.6403807254696208,5.292380725469608,True
1,Duration,2.4275646673556177,9.122535332644368,False
2,Rt,-0.01637972540937188,0.0046874532010035535,True
3,extinctions,-0.017205586490763446,0.009405586490763417,True
