,Duration,Epidemic,ep_high,ep_low,Rt
4561,330,671,427,244,0.475
4562,4.5,0,0,0,2
4563,276.75,675,437,238,0.451
4564,336,683,432,251,0.453
4565,16.75,1,0,1,1.999
4566,279.75,669,436,233,0.459
4567,239.25,703,443,260,0.411
4568,9,0,0,0,2
4569,332.25,711,452,259,0.385
4570,266.75,658,423,235,0.496
4571,5.25,0,0,0,2
4572,262.25,619,419,200,0.543
4573,26.25,1,0,1,1.999
4574,259,668,426,242,0.48
4575,29.5,2,2,0,1.994
4576,304,702,450,252,0.398
4577,325.25,658,428,230,0.486
4578,257,674,427,247,0.472
4579,311.5,649,412,237,0.527
4580,7,0,0,0,2
4581,240.25,634,421,213,0.524
4582,257.75,687,441,246,0.431
4583,33.5,4,3,1,1.99
4584,238.5,684,427,257,0.462
4585,304,676,434,242,0.456
4586,338.5,614,412,202,0.562
4587,66.25,5,5,0,1.985
4588,252.25,725,457,268,0.361
4589,316.5,716,443,273,0.398
4590,229,725,450,275,0.375
4591,317,661,430,231,0.479
4592,261.25,689,439,250,0.433
4593,10.5,0,0,0,2
4594,254.5,699,436,263,0.429
4595,23.25,0,0,0,2
4596,264.75,691,445,246,0.419
4597,235.25,660,423,237,0.494
4598,227.75,730,456,274,0.358
4599,264,661,431,230,0.477
4600,209.5,718,452,266,0.378
4601,252.5,728,452,276,0.368
4602,271.75,707,449,258,0.395
4603,25.5,1,0,1,1.999
4604,49,0,0,0,2
4605,16.75,0,0,0,2
4606,16,0,0,0,2
4607,8.25,0,0,0,2
4608,284.25,654,418,236,0.51
4609,263.25,714,440,274,0.406
4610,244,708,441,267,0.41
4611,21.75,0,0,0,2
4612,260.5,716,453,263,0.378
4613,282,724,448,276,0.38
4614,31,1,1,0,1.997
4615,66.25,3,2,1,1.993
4616,14.5,0,0,0,2
4617,9.25,0,0,0,2
4618,209.75,719,439,280,0.403
4619,256.75,679,426,253,0.469
4620,297,681,433,248,0.453
4621,8.5,0,0,0,2
4622,275.75,697,441,256,0.421
4623,10.5,0,0,0,2
4624,269.25,682,437,245,0.444
4625,252.5,685,424,261,0.467
4626,260.5,665,423,242,0.489
4627,257.75,675,434,241,0.457
4628,256,660,434,226,0.472
4629,239.5,655,418,237,0.509
4630,223.25,685,433,252,0.449
4631,304.75,650,425,225,0.5
4632,53.75,3,3,0,1.991
4633,13.75,0,0,0,2
4634,287.25,681,430,251,0.459
4635,215.75,675,423,252,0.479
4636,208,743,465,278,0.327
4637,248.5,723,449,274,0.379
4638,53,4,3,1,1.99
4639,19.25,0,0,0,2
4640,285.5,678,434,244,0.454
4641,276.75,721,459,262,0.361
4642,250.5,672,425,247,0.478
4643,18,0,0,0,2
4644,216.25,705,443,262,0.409
4645,278.25,680,438,242,0.444
4646,9.5,0,0,0,2
4647,257.25,677,438,239,0.447
4648,279.75,660,413,247,0.514
4649,274.75,703,443,260,0.411
4650,12.25,0,0,0,2
4651,15.75,0,0,0,2
4652,14.25,0,0,0,2
4653,298.75,678,439,239,0.444
4654,342.25,670,417,253,0.496
4655,270.5,702,434,268,0.43
4656,57.5,2,1,1,1.996
4657,343.75,720,458,262,0.364
4658,7.25,0,0,0,2
4659,247.25,684,446,238,0.424
4660,274.75,683,431,252,0.455
4661,7.25,0,0,0,2
4662,358.25,665,434,231,0.467
4663,297.25,712,447,265,0.394
4664,283.5,668,423,245,0.486
4665,274,676,427,249,0.47
4666,272.25,642,414,228,0.53
4667,25.5,0,0,0,2
4668,264,673,432,241,0.463
4669,275.5,667,424,243,0.485
4670,244,663,429,234,0.479
4671,260,735,449,286,0.367
4672,9.75,0,0,0,2
4673,20.5,0,0,0,2
4674,25.5,0,0,0,2
4675,277.25,701,434,267,0.431
4676,310.5,689,437,252,0.437
4677,28.75,1,1,0,1.997
4678,32.5,1,1,0,1.997
4679,232.5,704,448,256,0.4
4680,228.5,725,445,280,0.385
4681,251,679,436,243,0.449
4682,15.5,1,1,0,1.997
4683,286.25,660,430,230,0.48
4684,250,666,430,236,0.474
4685,265.75,686,443,243,0.428
4686,273,681,435,246,0.449
4687,261.5,649,413,236,0.525
4688,18.25,0,0,0,2
4689,270.5,660,432,228,0.476
4690,246.5,633,412,221,0.543
4691,15.75,0,0,0,2
4692,15,0,0,0,2
4693,301.75,672,427,245,0.474
4694,10.25,0,0,0,2
4695,229.75,675,438,237,0.449
4696,33.25,2,2,0,1.994
4697,315,716,443,273,0.398
4698,32.75,1,1,0,1.997
4699,8.5,0,0,0,2
4700,14,0,0,0,2
4701,8.5,0,0,0,2
4702,7,0,0,0,2
4703,258,683,431,252,0.455
4704,253.5,674,430,244,0.466
4705,13,0,0,0,2
4706,288.5,680,429,251,0.462
4707,259.25,674,433,241,0.46
4708,15.75,0,0,0,2
4709,236,618,406,212,0.57
4710,290.5,692,435,257,0.438
4711,263,662,442,220,0.454
4712,223.5,695,435,260,0.435
4713,330.25,704,441,263,0.414
4714,321.75,645,421,224,0.513
4715,242,711,447,264,0.395
4716,282.25,670,433,237,0.464
4717,280.75,671,418,253,0.493
4718,232.75,690,441,249,0.428
4719,244,705,447,258,0.401
4720,30.5,0,0,0,2
4721,11.5,0,0,0,2
4722,29.5,2,2,0,1.994
4723,270,700,446,254,0.408
4724,337.5,739,464,275,0.333
4725,261.25,705,442,263,0.411
4726,325.25,665,422,243,0.491
4727,36.75,2,2,0,1.994
4728,10.5,0,0,0,2
4729,304.5,666,425,241,0.484
4730,33.75,1,1,0,1.997
4731,301.75,714,448,266,0.39
4732,308,700,444,256,0.412
4733,226.75,630,420,210,0.53
4734,10.25,0,0,0,2
4735,3.5,0,0,0,2
4736,39.5,3,2,1,1.993
4737,285.75,734,446,288,0.374
4738,272.75,717,447,270,0.389
4739,24.25,0,0,0,2
4740,9,0,0,0,2
4741,12.5,0,0,0,2
4742,251.5,745,457,288,0.341
4743,271.5,684,439,245,0.438
4744,303.75,648,410,238,0.532
4745,226.5,634,408,226,0.55
4746,26.5,1,1,0,1.997
4747,251.25,621,409,212,0.561
4748,262.25,672,437,235,0.454
4749,256,674,429,245,0.468
4750,20,0,0,0,2
4751,273,665,426,239,0.483
4752,232.25,658,430,228,0.482
4753,21.5,0,0,0,2
4754,4.25,0,0,0,2
4755,283,641,424,217,0.511
4756,257.25,656,423,233,0.498
4757,247.75,689,437,252,0.437
4758,6.75,0,0,0,2
4759,33.75,1,1,0,1.997
4760,247,688,430,258,0.452
4761,242.25,695,439,256,0.427
4762,343.75,668,429,239,0.474
4763,299.5,669,437,232,0.457
4764,9,0,0,0,2
4765,289.25,687,438,249,0.437
4766,199.75,611,413,198,0.563
4767,230.5,730,451,279,0.368
4768,22.25,0,0,0,2
4769,34.25,2,1,1,1.996
4770,318.25,680,438,242,0.444
4771,58,3,3,0,1.991
4772,25.25,0,0,0,2
4773,46.75,1,0,1,1.999
4774,29.5,5,4,1,1.987
4775,306,725,450,275,0.375
4776,224.75,689,437,252,0.437
4777,301.5,634,409,225,0.548
4778,257.75,697,441,256,0.421
4779,321,660,440,220,0.46
4780,232.75,686,442,244,0.43
4781,215.5,667,430,237,0.473
4782,253.5,697,440,257,0.423
4783,333.75,695,435,260,0.435
4784,346.75,683,430,253,0.457
4785,253.5,685,439,246,0.437
4786,226.5,677,425,252,0.473
4787,32.75,1,1,0,1.997
4788,15.5,1,1,0,1.997
4789,16.25,0,0,0,2
4790,9,0,0,0,2
4791,16.75,0,0,0,2
4792,20.5,0,0,0,2
4793,274.75,686,439,247,0.436
4794,20.75,1,1,0,1.997
4795,256.5,679,444,235,0.433
4796,281.25,702,435,267,0.428
4797,268.25,682,425,257,0.468
4798,30.75,3,3,0,1.991
4799,322.25,730,457,273,0.356
4800,326.5,618,410,208,0.562
4801,6.5,0,0,0,2
4802,15.75,0,0,0,2
4803,260.25,688,438,250,0.436
4804,40,0,0,0,2
4805,229.5,734,458,276,0.35
4806,350.5,674,434,240,0.458
4807,16.25,0,0,0,2
4808,283.75,671,433,238,0.463
4809,62,5,5,0,1.985
4810,269.5,703,440,263,0.417
4811,33.75,2,2,0,1.994
4812,292.25,663,422,241,0.493
4813,270.25,658,416,242,0.51
4814,273.75,735,461,274,0.343
4815,43.5,0,0,0,2
4816,26.5,4,4,0,1.988
4817,227.5,668,428,240,0.476
4818,283.5,689,434,255,0.443
4819,310,695,432,263,0.441
4820,217.25,680,431,249,0.458
4821,227.25,688,432,256,0.448
4822,16,0,0,0,2
4823,34.5,1,1,0,1.997
4824,270.25,677,428,249,0.467
4825,13.75,0,0,0,2
4826,209,723,446,277,0.385
4827,234.5,732,452,280,0.364
4828,8.25,0,0,0,2
4829,34,4,3,1,1.99
4830,294.5,645,413,232,0.529
4831,19.5,0,0,0,2
4832,16.25,0,0,0,2
4833,303.5,724,444,280,0.388
4834,48.25,2,2,0,1.994
4835,255.25,646,417,229,0.52
4836,269.25,667,434,233,0.465
4837,208.5,716,446,270,0.392
4838,304.75,683,438,245,0.441
4839,201.25,718,444,274,0.394
4840,270.5,724,452,272,0.372
4841,6.5,0,0,0,2
4842,216.75,670,439,231,0.452
4843,353.75,699,442,257,0.417
4844,248.25,706,436,270,0.422
4845,340,655,419,236,0.507
4846,274,653,421,232,0.505
4847,260,675,424,251,0.477
4848,265,680,436,244,0.448
4849,252.25,679,440,239,0.441
4850,274.75,613,406,207,0.575
4851,281.25,671,434,237,0.461
4852,297.75,689,437,252,0.437
4853,32,1,1,0,1.997
4854,300,656,425,231,0.494
4855,341.5,640,426,214,0.508
4856,248.75,638,432,206,0.498
4857,10.75,0,0,0,2
4858,252.5,679,430,249,0.461
4859,280.25,633,419,214,0.529
4860,243,692,445,247,0.418
4861,24,3,3,0,1.991
4862,330.25,668,416,252,0.5
4863,284.75,700,439,261,0.422
4864,2.25,0,0,0,2
4865,16.25,0,0,0,2
4866,351.25,686,436,250,0.442
4867,315.75,695,439,256,0.427
4868,276.5,750,459,291,0.332
4869,233.5,708,450,258,0.392
4870,11,0,0,0,2
4871,53,2,2,0,1.994
4872,276.5,666,427,239,0.48
4873,202.25,648,422,226,0.508
4874,277.25,718,454,264,0.374
4875,40,1,1,0,1.997
4876,260.5,668,416,252,0.5
4877,271,676,440,236,0.444
4878,19.25,0,0,0,2
4879,252.25,713,448,265,0.391
4880,304.5,677,433,244,0.457
4881,264.25,641,412,229,0.535
4882,283.5,688,436,252,0.44
4883,311.5,672,437,235,0.454
4884,369,644,436,208,0.484
4885,15.5,0,0,0,2
4886,270.25,638,408,230,0.546
4887,260.25,678,445,233,0.432
4888,236.75,696,449,247,0.406
4889,334,707,458,249,0.377
4890,238.25,668,427,241,0.478
4891,19.5,0,0,0,2
4892,239.75,662,423,239,0.492
4893,17.5,0,0,0,2
4894,265.75,666,428,238,0.478
4895,250.25,647,422,225,0.509
4896,212,693,446,247,0.415
4897,314.75,627,413,214,0.547
4898,231.75,645,421,224,0.513
4899,258.75,706,449,257,0.396
4900,266.5,683,442,241,0.433
4901,71.25,4,3,1,1.99
4902,289.25,720,454,266,0.372
4903,16.75,1,1,0,1.997
4904,234,688,425,263,0.462
4905,263.75,708,453,255,0.386
4906,39.75,2,1,1,1.996
4907,216.5,709,446,263,0.399
4908,280.75,694,444,250,0.418
4909,222,681,426,255,0.467
4910,263.25,651,421,230,0.507
4911,20.25,0,0,0,2
4912,205.75,669,424,245,0.483
4913,318.25,686,431,255,0.452
4914,222.75,684,444,240,0.428
4915,274,650,420,230,0.51
4916,265.5,700,445,255,0.41
4917,328.5,694,431,263,0.444
4918,320.5,659,417,242,0.507
4919,16.25,0,0,0,2
4920,12.25,0,0,0,2
4921,17,0,0,0,2
4922,286.25,683,426,257,0.465
4923,250.75,666,429,237,0.476
4924,243.25,682,421,261,0.476
4925,10.75,0,0,0,2
4926,19.25,2,1,1,1.996
4927,7.25,0,0,0,2
4928,219,679,430,249,0.461
4929,11.25,0,0,0,2
4930,299.25,674,441,233,0.444
4931,255.5,645,420,225,0.515
4932,17.5,0,0,0,2
4933,333.5,693,441,252,0.425
4934,219.5,647,426,221,0.501
4935,282.5,682,444,238,0.43
4936,230.25,699,432,267,0.437
4937,40.25,2,0,2,1.998
4938,10.75,0,0,0,2
4939,267,693,428,265,0.451
4940,275.75,685,425,260,0.465
4941,282,657,416,241,0.511
4942,294.5,687,434,253,0.445
4943,251.5,672,428,244,0.472
4944,259,717,450,267,0.383
4945,237.25,691,434,257,0.441
4946,262.5,687,433,254,0.447
4947,251.25,681,439,242,0.441
4948,214.75,664,421,243,0.494
4949,246.75,665,433,232,0.469
4950,290.25,692,442,250,0.424
4951,233.75,713,449,264,0.389
4952,214.25,663,429,234,0.479
4953,16.75,0,0,0,2
4954,207.75,698,451,247,0.4
4955,247.5,661,440,221,0.459
4956,278,625,405,220,0.565
4957,7.5,0,0,0,2
4958,301.5,649,427,222,0.497
4959,226,666,442,224,0.45
4960,18,0,0,0,2
4961,316.75,701,440,261,0.419
4962,21.5,1,0,1,1.999
4963,253.75,661,422,239,0.495
4964,56.25,4,3,1,1.99
4965,244,691,440,251,0.429
4966,4.75,0,0,0,2
4967,214.75,685,437,248,0.441
4968,252.5,676,435,241,0.454
4969,254.75,705,450,255,0.395
4970,22.5,0,0,0,2
4971,37.75,0,0,0,2
4972,288.5,633,424,209,0.519
4973,296.25,721,448,273,0.383
4974,10,0,0,0,2
4975,21,0,0,0,2
4976,340.75,682,430,252,0.458
4977,19.5,1,0,1,1.999
4978,17,0,0,0,2
4979,283.25,693,435,258,0.437
4980,12.25,0,0,0,2
4981,225.25,707,458,249,0.377
4982,8.25,0,0,0,2
4983,12.75,0,0,0,2
4984,257.25,736,454,282,0.356
4985,16.5,0,0,0,2
4986,283,697,442,255,0.419
4987,266.75,672,427,245,0.474
4988,186.25,694,431,263,0.444
4989,255.25,680,433,247,0.454
4990,258.25,721,444,277,0.391
4991,241.75,653,418,235,0.511
4992,252,667,429,238,0.475
4993,251,684,435,249,0.446
4994,307.25,721,461,260,0.357
4995,4,0,0,0,2
4996,277.25,667,426,241,0.481
4997,340.5,686,439,247,0.436
4998,231.25,660,431,229,0.478
4999,17.75,0,0,0,2
5000,305,712,457,255,0.374
5001,6.25,0,0,0,2
5002,291.5,691,435,256,0.439
5003,16.75,0,0,0,2
5004,389.25,662,414,248,0.51
5005,291.5,704,451,253,0.394
5006,292.25,676,440,236,0.444
5007,324,719,456,263,0.369
5008,360,674,433,241,0.46
5009,284.5,728,458,270,0.356
5010,92.5,10,8,2,1.974
5011,27.75,1,1,0,1.997
5012,260.75,712,454,258,0.38
5013,329.75,660,427,233,0.486
5014,372.75,668,430,238,0.472
5015,286.5,717,435,282,0.413
5016,16,0,0,0,2
5017,12.5,0,0,0,2
5018,14.25,0,0,0,2
5019,90.5,14,10,4,1.966
5020,355.75,728,448,280,0.376
5021,19.5,0,0,0,2
5022,276.75,734,446,288,0.374
5023,9.5,0,0,0,2
5024,241,678,429,249,0.464
5025,246.5,629,421,208,0.529
5026,13,0,0,0,2
5027,270,684,436,248,0.444
5028,294.25,669,441,228,0.449
5029,13.75,0,0,0,2
5030,253.25,663,431,232,0.475
5031,259.5,681,433,248,0.453
5032,254.5,707,446,261,0.401
5033,243,697,440,257,0.423
5034,11.5,0,0,0,2
5035,262.5,689,439,250,0.433
5036,303.5,717,448,269,0.387
5037,261.25,688,432,256,0.448
5038,249.75,681,432,249,0.455
5039,3.25,0,0,0,2
5040,199.25,730,459,271,0.352
5041,226.25,673,434,239,0.459
5042,322.5,664,429,235,0.478
5043,216.75,711,444,267,0.401
5044,225.25,686,437,249,0.44
5045,230.75,719,444,275,0.393
5046,32,0,0,0,2
5047,272.5,676,435,241,0.454
5048,49.25,3,1,2,1.995
5049,213,691,441,250,0.427
5050,37.25,1,1,0,1.997
5051,318,679,431,248,0.459
5052,239.75,698,442,256,0.418
5053,235.75,626,411,215,0.552
5054,239,683,432,251,0.453
5055,234.75,659,428,231,0.485
5056,292.5,685,443,242,0.429
5057,335,701,437,264,0.425
5058,230.75,684,431,253,0.454
5059,229.25,689,442,247,0.427
5060,259.25,685,451,234,0.413
5061,330.25,682,439,243,0.44
5062,10.75,0,0,0,2
5063,14,0,0,0,2
5064,274.25,655,424,231,0.497
5065,35.5,4,3,1,1.99
5066,261.25,675,439,236,0.447
5067,343.25,689,440,249,0.431
5068,240.5,707,453,254,0.387
5069,211.5,690,445,245,0.42
5070,565,647,424,223,0.505
5071,341.25,703,451,252,0.395
5072,277,649,421,228,0.509
5073,35,1,1,0,1.997
5074,338,655,423,232,0.499
5075,277.75,668,429,239,0.474
5076,234.25,685,446,239,0.423
5077,304.75,660,411,249,0.518
5078,284.75,712,441,271,0.406
5079,271.25,698,441,257,0.42
5080,260.25,710,444,266,0.402
5081,287.75,658,421,237,0.5
5082,15,0,0,0,2
5083,275.25,659,417,242,0.507
5084,6.75,0,0,0,2
5085,25.75,0,0,0,2
5086,5.5,0,0,0,2
5087,4.5,0,0,0,2
5088,71.75,8,6,2,1.98
5089,269.5,675,427,248,0.471
5090,285.5,717,455,262,0.373
5091,34,1,0,1,1.999
5092,13.25,0,0,0,2
5093,20.25,0,0,0,2
5094,9.5,0,0,0,2
5095,261.75,699,436,263,0.429
5096,241.75,663,433,230,0.471
5097,252.5,703,444,259,0.409
5098,270.5,637,407,230,0.549
5099,248.25,641,420,221,0.519
5100,272.25,699,438,261,0.425
5101,6,0,0,0,2
5102,230.75,632,425,207,0.518
5103,14.5,0,0,0,2
5104,310.25,678,434,244,0.454
5105,299.5,677,428,249,0.467
5106,246,674,439,235,0.448
5107,26.25,0,0,0,2
5108,295.25,659,426,233,0.489
5109,268.25,699,439,260,0.423
5110,26.75,1,1,0,1.997
5111,14.75,0,0,0,2
5112,20.25,0,0,0,2
5113,57.75,4,3,1,1.99
5114,287.5,690,434,256,0.442
5115,14.75,0,0,0,2
5116,343.25,653,428,225,0.491
5117,262.75,698,444,254,0.414
5118,22.5,0,0,0,2
5119,269.75,678,435,243,0.452
5120,8.5,0,0,0,2
5121,5.75,0,0,0,2
5122,12.75,0,0,0,2
5123,5.75,0,0,0,2
5124,18.25,0,0,0,2
5125,294.5,687,438,249,0.437
5126,264,689,435,254,0.441
5127,58.5,5,4,1,1.987
5128,255,732,451,281,0.366
5129,218.5,694,425,269,0.456
5130,197,683,440,243,0.437
5131,277.5,728,446,282,0.38
5132,273.25,702,445,257,0.408
5133,30.25,0,0,0,2
5134,317.5,632,411,221,0.546
5135,8.75,0,0,0,2
5136,260.5,732,451,281,0.366
5137,15.25,0,0,0,2
5138,86.75,13,11,2,1.965
5139,250,639,425,214,0.511
5140,13.25,0,0,0,2
5141,303.25,679,441,238,0.439
5142,255.75,645,420,225,0.515
5143,235.25,741,452,289,0.355
5144,8.75,0,0,0,2
5145,271.25,650,419,231,0.512
5146,250,660,436,224,0.468
5147,320,656,422,234,0.5
5148,337,656,415,241,0.514
5149,284.25,682,438,244,0.442
5150,21,0,0,0,2
5151,218,676,421,255,0.482
5152,218.5,692,442,250,0.424
5153,209.5,664,435,229,0.466
5154,297.25,661,423,238,0.493
5155,20.75,0,0,0,2
5156,253.25,684,434,250,0.448
5157,7.25,0,0,0,2
5158,30.25,1,0,1,1.999
5159,21.75,0,0,0,2
5160,16,0,0,0,2
5161,31,1,0,1,1.999
5162,301.75,705,443,262,0.409
5163,34.75,1,1,0,1.997
5164,6.25,0,0,0,2
5165,298.25,648,419,229,0.514
5166,16.25,0,0,0,2
5167,27,0,0,0,2
5168,45.75,2,1,1,1.996
5169,284.75,679,436,243,0.449
5170,254.75,723,451,272,0.375
5171,266.25,706,450,256,0.394
5172,194,710,453,257,0.384
5173,267.5,677,447,230,0.429
5174,244.75,690,432,258,0.446
5175,254.5,636,426,210,0.512
5176,215,695,441,254,0.423
5177,293,679,435,244,0.451
5178,260.75,707,443,264,0.407
5179,306,705,451,254,0.393
5180,231.25,683,430,253,0.457
5181,24.75,0,0,0,2
5182,219.75,679,439,240,0.443
5183,3.25,0,0,0,2
5184,219.25,718,454,264,0.374
5185,18.75,0,0,0,2
5186,264.5,721,444,277,0.391
5187,16.75,0,0,0,2
5188,220.5,688,433,255,0.446
5189,18.25,0,0,0,2
5190,251.5,706,435,271,0.424
5191,16.5,0,0,0,2
5192,291.25,699,440,259,0.421
5193,203.25,710,443,267,0.404
5194,21.75,0,0,0,2
5195,276.75,659,426,233,0.489
5196,224.5,689,438,251,0.435
5197,253,707,442,265,0.409
5198,17.75,1,1,0,1.997
5199,7.5,0,0,0,2
5200,262,712,445,267,0.398
5201,284.5,714,447,267,0.392
5202,276.5,701,435,266,0.429
5203,276.25,670,423,247,0.484
5204,251.5,700,438,262,0.424
5205,256.75,667,438,229,0.457
5206,297.75,671,417,254,0.495
5207,5.75,0,0,0,2
5208,251.5,624,421,203,0.534
5209,44.5,1,1,0,1.997
5210,255.25,720,437,283,0.406
5211,267.75,693,446,247,0.415
5212,230.75,691,441,250,0.427
5213,7.25,0,0,0,2
5214,87.75,15,10,5,1.965
5215,294.5,670,430,240,0.47
5216,16.5,1,1,0,1.997
5217,269.25,683,435,248,0.447
5218,245.75,632,423,209,0.522
5219,197.25,666,428,238,0.478
5220,4.75,0,0,0,2
5221,28.25,1,1,0,1.997
5222,246.25,631,410,221,0.549
5223,287.25,706,450,256,0.394
5224,11,0,0,0,2
5225,252.25,655,429,226,0.487
5226,55.25,4,2,2,1.992
5227,219.75,690,445,245,0.42
5228,229.25,647,416,231,0.521
5229,234,711,438,273,0.413
5230,5.75,0,0,0,2
5231,282.5,676,434,242,0.456
5232,274,650,423,227,0.504
5233,231.25,688,440,248,0.432
5234,20.75,0,0,0,2
5235,210.75,652,430,222,0.488
5236,9,1,1,0,1.997
5237,11.5,0,0,0,2
5238,298.5,646,427,219,0.5
5239,6,0,0,0,2
5240,261.5,700,451,249,0.398
5241,13,0,0,0,2
5242,255,695,447,248,0.411
5243,289,671,424,247,0.481
5244,242.5,718,455,263,0.372
5245,8,0,0,0,2
5246,3.75,0,0,0,2
5247,15.25,1,1,0,1.997
5248,219,690,443,247,0.424
5249,9.25,0,0,0,2
5250,229.25,679,433,246,0.455
5251,262.25,702,438,264,0.422
5252,326.5,687,449,238,0.415
5253,15.5,0,0,0,2
5254,303.25,691,428,263,0.453
5255,16.75,0,0,0,2
5256,271,667,434,233,0.465
5257,7,0,0,0,2
5258,360,702,446,256,0.406
5259,270.75,686,439,247,0.436
5260,62,3,2,1,1.993
5261,228.75,694,445,249,0.416
5262,16.5,0,0,0,2
5263,226.25,680,429,251,0.462
5264,14.25,0,0,0,2
5265,22,0,0,0,2
5266,4.5,0,0,0,2
5267,251.75,678,424,254,0.474
5268,225.5,685,443,242,0.429
5269,220,696,439,257,0.426
5270,359.25,663,429,234,0.479
5271,325.75,689,436,253,0.439
5272,282.25,692,441,251,0.426
5273,22.75,1,0,1,1.999
5274,266.5,648,416,232,0.52
5275,101.5,11,10,1,1.969
5276,257.75,654,409,245,0.528
5277,250.25,716,450,266,0.384
5278,34,2,2,0,1.994
5279,234.75,650,425,225,0.5
5280,16.75,0,0,0,2
5281,326,691,427,264,0.455
5282,330.75,682,430,252,0.458
5283,286.75,651,426,225,0.497
5284,300,675,439,236,0.447
5285,254.75,729,448,281,0.375
5286,272.25,675,434,241,0.457
5287,209,666,432,234,0.47
5288,13.75,0,0,0,2
5289,4,0,0,0,2
5290,19,0,0,0,2
5291,14.5,1,1,0,1.997
5292,252.25,720,450,270,0.38
5293,61.25,10,6,4,1.978
5294,232.5,745,453,292,0.349
5295,229.25,695,446,249,0.413
5296,233.25,678,441,237,0.44
5297,361.5,693,422,271,0.463
5298,9.75,0,0,0,2
5299,16.75,0,0,0,2
5300,33,1,0,1,1.999
5301,298.5,673,430,243,0.467
5302,10.25,0,0,0,2
5303,243,641,417,224,0.525
5304,249,723,446,277,0.385
5305,245,668,428,240,0.476
5306,241.25,673,438,235,0.451
5307,23.5,0,0,0,2
5308,15.25,0,0,0,2
5309,333.25,649,431,218,0.489
5310,257.25,709,438,271,0.415
5311,6.25,0,0,0,2
5312,25.25,0,0,0,2
5313,248.25,692,432,260,0.444
5314,250,661,432,229,0.475
5315,46,3,2,1,1.993
5316,25,2,1,1,1.996
5317,242.75,677,451,226,0.421
5318,270.25,653,425,228,0.497
5319,255.75,677,419,258,0.485
5320,223.75,677,431,246,0.461
5321,319.25,698,441,257,0.42
5322,245,666,438,228,0.458
5323,13,0,0,0,2
5324,272.25,671,430,241,0.469
5325,19.5,0,0,0,2
5326,248.75,650,426,224,0.498
5327,221.5,680,433,247,0.454
5328,7.5,0,0,0,2
5329,283.5,708,442,266,0.408
5330,344.5,667,433,234,0.467
5331,21,1,1,0,1.997
5332,59.5,4,4,0,1.988
5333,226,691,438,253,0.433
5334,271.25,687,436,251,0.441
5335,285.5,713,454,259,0.379
5336,273.75,690,446,244,0.418
5337,34,2,1,1,1.996
5338,90.25,5,4,1,1.987
5339,8,0,0,0,2
5340,332.75,708,439,269,0.414
5341,256.5,712,440,272,0.408
5342,330.75,670,430,240,0.47
5343,291.5,721,450,271,0.379
5344,264,651,417,234,0.515
5345,12.5,0,0,0,2
5346,241.25,712,441,271,0.406
5347,226.5,700,452,248,0.396
5348,10.5,0,0,0,2
5349,4.5,0,0,0,2
5350,247,662,426,236,0.486
5351,250.75,612,414,198,0.56
5352,52.25,2,1,1,1.996
5353,308,698,430,268,0.442
5354,251.75,667,420,247,0.493
5355,16.75,0,0,0,2
5356,33,1,1,0,1.997
5357,11,0,0,0,2
5358,4.75,0,0,0,2
5359,15.75,0,0,0,2
5360,191.5,706,441,265,0.412
5361,11.5,0,0,0,2
5362,271,718,446,272,0.39
5363,8,0,0,0,2
5364,8.75,0,0,0,2
5365,235.25,664,431,233,0.474
5366,262.5,697,442,255,0.419
5367,296.75,690,439,251,0.432
5368,269,656,428,228,0.488
5369,208.75,673,427,246,0.473
5370,280.5,688,446,242,0.42
5371,247.5,687,439,248,0.435
5372,361.25,724,452,272,0.372
5373,250,647,417,230,0.519
5374,256,702,441,261,0.416
5375,334.75,639,406,233,0.549
5376,16.25,0,0,0,2
5377,285.5,708,433,275,0.426
5378,287.25,648,427,221,0.498
5379,24.5,0,0,0,2
5380,252.75,668,427,241,0.478
5381,217.5,745,448,297,0.359
5382,224.25,696,448,248,0.408
5383,250.25,687,446,241,0.421
5384,223,705,444,261,0.407
5385,33.5,1,0,1,1.999
5386,9.5,0,0,0,2
5387,302.75,701,443,258,0.413
5388,13.25,0,0,0,2
5389,233,721,451,270,0.377
5390,285.75,662,417,245,0.504
5391,283,666,419,247,0.496
5392,8.5,0,0,0,2
5393,306,653,433,220,0.481
5394,20,0,0,0,2
5395,255.75,699,434,265,0.433
5396,33.75,1,1,0,1.997
5397,246.75,690,443,247,0.424
5398,285.25,650,421,229,0.508
5399,250.75,661,433,228,0.473
5400,313,669,428,241,0.475
5401,43,1,1,0,1.997
5402,269.75,702,444,258,0.41
5403,40.25,1,0,1,1.999
5404,261,658,429,229,0.484
5405,267.75,709,442,267,0.407
5406,33.25,2,2,0,1.994
5407,268.25,688,437,251,0.438
5408,353.5,692,448,244,0.412
5409,249.75,663,419,244,0.499
5410,13.75,0,0,0,2
5411,249.5,671,425,246,0.479
5412,327,693,445,248,0.417
5413,25.75,2,1,1,1.996
5414,15.25,0,0,0,2
5415,26,2,2,0,1.994
5416,228.25,727,448,279,0.377
5417,318,693,442,251,0.423
5418,222.75,683,440,243,0.437
5419,231.5,638,411,227,0.54
5420,10.75,0,0,0,2
5421,28.5,1,1,0,1.997
5422,246.25,693,442,251,0.423
5423,305,725,450,275,0.375
5424,280.5,651,419,232,0.511
5425,241.25,674,434,240,0.458
5426,7.5,0,0,0,2
5427,263,650,418,232,0.514
5428,193.5,702,446,256,0.406
5429,268,657,423,234,0.497
