,Duration,Epidemic,ep_high,ep_low,Rt
0,195,688,447,241,0.418
1,267.5,725,445,280,0.385
2,17,0,0,0,2
3,267.25,715,444,271,0.397
4,286.5,756,463,293,0.318
5,36,1,0,1,1.999
6,267.5,666,430,236,0.474
7,291.25,630,416,214,0.538
8,14.25,0,0,0,2
9,222.25,676,434,242,0.456
10,3,0,0,0,2
11,271.25,690,424,266,0.462
12,113,12,8,4,1.972
13,303.25,657,431,226,0.481
14,308.75,694,442,252,0.422
15,292,663,419,244,0.499
16,44.5,7,4,3,1.985
17,33,1,1,0,1.997
18,243,651,437,214,0.475
19,9,0,0,0,2
20,261.5,662,431,231,0.476
21,5.25,0,0,0,2
22,286.75,706,459,247,0.376
23,303.5,701,449,252,0.401
24,232.5,701,452,249,0.395
25,245.5,685,442,243,0.431
26,276.5,683,437,246,0.443
27,240.75,717,457,260,0.369
28,208,674,427,247,0.472
29,294.5,644,430,214,0.496
30,287,713,448,265,0.391
31,9.5,0,0,0,2
32,264,687,434,253,0.445
33,279.5,678,435,243,0.452
34,259.75,683,431,252,0.455
35,22.5,1,1,0,1.997
36,14.75,0,0,0,2
37,189.75,696,439,257,0.426
38,335.75,690,442,248,0.426
39,241.5,670,432,238,0.466
40,279.75,696,452,244,0.4
41,248.25,672,432,240,0.464
42,16,1,1,0,1.997
43,237.5,665,418,247,0.499
44,440.25,655,426,229,0.493
45,26,1,1,0,1.997
46,4.75,0,0,0,2
47,279.75,694,448,246,0.41
48,26.75,1,1,0,1.997
49,212.5,687,433,254,0.447
50,13.75,0,0,0,2
51,275.25,634,403,231,0.56
52,278,708,460,248,0.372
53,264.25,707,447,260,0.399
54,272.75,693,439,254,0.429
55,238,616,413,203,0.558
56,296,661,426,235,0.487
57,250.75,714,443,271,0.4
58,28.75,0,0,0,2
59,36.5,2,1,1,1.996
60,207,691,446,245,0.417
61,274,691,441,250,0.427
62,262.25,695,440,255,0.425
63,256.25,721,457,264,0.365
64,55.25,8,7,1,1.978
65,14.75,0,0,0,2
66,244.75,720,429,291,0.422
67,233.25,679,436,243,0.449
68,230.5,683,442,241,0.433
69,246.75,710,443,267,0.404
70,18.75,2,2,0,1.994
71,10.75,0,0,0,2
72,212.75,694,434,260,0.438
73,258.75,687,450,237,0.413
74,231.5,695,425,270,0.455
75,21,1,1,0,1.997
76,285.25,677,441,236,0.441
77,222.25,658,432,226,0.478
78,234.5,682,439,243,0.44
79,283.5,681,429,252,0.461
80,12,0,0,0,2
81,38.25,3,1,2,1.995
82,272.75,652,430,222,0.488
83,19.25,0,0,0,2
84,5.75,0,0,0,2
85,32,4,3,1,1.99
86,304.75,684,449,235,0.418
87,268.5,667,446,221,0.441
88,221.5,715,462,253,0.361
89,298.25,670,431,239,0.468
90,7.25,0,0,0,2
91,34.25,1,1,0,1.997
92,7,0,0,0,2
93,41.5,2,1,1,1.996
94,7.75,0,0,0,2
95,29,1,1,0,1.997
96,263.5,660,429,231,0.482
97,296.75,679,430,249,0.461
98,16.5,0,0,0,2
99,17.25,0,0,0,2
100,208.75,715,444,271,0.397
101,256.75,715,451,264,0.383
102,246.75,673,437,236,0.453
103,19,0,0,0,2
104,295,650,420,230,0.51
105,309,704,435,269,0.426
106,337,642,413,229,0.532
107,92.75,8,4,4,1.984
108,26.5,0,0,0,2
109,18.5,0,0,0,2
110,247.25,701,432,269,0.435
111,240.25,694,445,249,0.416
112,30,0,0,0,2
113,251.5,663,424,239,0.489
114,253.5,671,429,242,0.471
115,45.5,3,3,0,1.991
116,220.75,650,427,223,0.496
117,251.5,645,418,227,0.519
118,205.5,648,405,243,0.542
119,297.5,616,426,190,0.532
120,282.75,692,427,265,0.454
121,259.5,698,446,252,0.41
122,10,0,0,0,2
123,26.25,0,0,0,2
124,15.25,2,2,0,1.994
125,19.25,0,0,0,2
126,14.5,0,0,0,2
127,10.5,0,0,0,2
128,290.25,685,437,248,0.441
129,29.75,0,0,0,2
130,275.5,701,450,251,0.399
131,217.75,723,443,280,0.391
132,224.25,689,434,255,0.443
133,241,718,447,271,0.388
134,235.5,721,456,265,0.367
135,300.75,684,420,264,0.476
136,247.25,694,436,258,0.434
137,216,705,446,259,0.403
138,36.75,1,1,0,1.997
139,346.25,669,416,253,0.499
140,19.25,0,0,0,2
141,259.75,677,424,253,0.475
142,270.75,695,444,251,0.417
143,209.25,673,426,247,0.475
144,250.25,684,440,244,0.436
145,210,714,443,271,0.4
146,287.75,694,435,259,0.436
147,9.5,0,0,0,2
148,306,720,438,282,0.404
149,207,677,426,251,0.471
150,19.75,1,1,0,1.997
151,213.75,671,437,234,0.455
152,284,708,447,261,0.398
153,259,680,439,241,0.442
154,258.75,703,441,262,0.415
155,7,0,0,0,2
156,11,0,0,0,2
157,282.5,682,433,249,0.452
158,300.5,637,424,213,0.515
159,365.25,692,444,248,0.42
160,347,686,422,264,0.47
161,281.25,747,466,281,0.321
162,3.5,0,0,0,2
163,243.5,677,438,239,0.447
164,49,3,3,0,1.991
165,239.75,680,435,245,0.45
166,15.75,0,0,0,2
167,270.5,683,432,251,0.453
168,286.25,662,427,235,0.484
169,241.5,715,427,288,0.431
170,21,0,0,0,2
171,268.75,611,405,206,0.579
172,358.25,621,411,210,0.557
173,229,699,431,268,0.439
174,274.75,686,435,251,0.444
175,14.25,0,0,0,2
176,202,679,438,241,0.445
177,217.75,653,421,232,0.505
178,16.75,0,0,0,2
179,284,653,418,235,0.511
180,268.25,707,443,264,0.407
181,286.5,691,445,246,0.419
182,289.75,638,409,229,0.544
183,13.75,0,0,0,2
184,247.75,710,447,263,0.396
185,223.5,671,435,236,0.459
186,296.5,648,422,226,0.508
187,16,0,0,0,2
188,217.5,661,426,235,0.487
189,316.5,727,453,274,0.367
190,216.75,674,429,245,0.468
191,284,692,439,253,0.43
192,260.25,714,465,249,0.356
193,280.5,693,446,247,0.415
194,14.25,0,0,0,2
195,4.75,0,0,0,2
196,48.25,6,4,2,1.986
197,246.5,740,453,287,0.354
198,251,700,444,256,0.412
199,245.75,706,458,248,0.378
200,291.75,656,435,221,0.474
201,223.25,726,450,276,0.374
202,307.5,648,423,225,0.506
203,9.5,0,0,0,2
204,253.75,616,407,209,0.57
205,188.75,650,423,227,0.504
206,15,0,0,0,2
207,330.5,652,423,229,0.502
208,7.75,0,0,0,2
209,23.5,1,1,0,1.997
210,10.25,0,0,0,2
211,283.25,729,454,275,0.363
212,267.25,638,422,216,0.518
213,271.25,670,432,238,0.466
214,304.75,644,407,237,0.542
215,221.75,685,448,237,0.419
216,254.5,715,443,272,0.399
217,340.75,689,429,260,0.453
218,303,671,430,241,0.469
219,258,660,437,223,0.466
220,7.5,0,0,0,2
221,278.5,680,433,247,0.454
222,18,0,0,0,2
223,259,730,451,279,0.368
224,247.25,664,423,241,0.49
225,263.75,698,437,261,0.428
226,216.5,663,434,229,0.469
227,249.25,718,453,265,0.376
228,247,698,449,249,0.404
229,221.25,644,424,220,0.508
230,348,687,436,251,0.441
231,265.25,713,452,261,0.383
232,272.75,652,418,234,0.512
233,267,677,433,244,0.457
234,8.25,0,0,0,2
235,54.5,6,6,0,1.982
236,296.75,716,450,266,0.384
237,288.5,704,447,257,0.402
238,303.25,597,402,195,0.599
239,353.75,659,427,232,0.487
240,262,712,460,252,0.368
241,291.25,703,442,261,0.413
242,249.5,683,421,262,0.475
243,293,655,409,246,0.527
244,184.5,667,431,236,0.471
245,218,671,442,229,0.445
246,24.75,1,0,1,1.999
247,291,680,439,241,0.442
248,10.25,0,0,0,2
249,10,0,0,0,2
250,28.75,1,1,0,1.997
251,21.25,0,0,0,2
252,267.25,709,444,265,0.403
253,257.5,702,453,249,0.392
254,9,0,0,0,2
255,293.5,696,434,262,0.436
256,229,707,446,261,0.401
257,266.5,647,432,215,0.489
258,18.25,1,1,0,1.997
259,258,694,431,263,0.444
260,243.5,699,435,264,0.431
261,12.5,0,0,0,2
262,290.5,729,455,274,0.361
263,265.5,659,420,239,0.501
264,28.25,0,0,0,2
265,8,0,0,0,2
266,288,722,459,263,0.36
267,268.25,716,449,267,0.386
268,2.75,0,0,0,2
269,266.25,749,450,299,0.351
270,14.75,0,0,0,2
271,20.25,0,0,0,2
272,17.5,0,0,0,2
273,24.75,0,0,0,2
274,272.25,675,421,254,0.483
275,224.75,708,448,260,0.396
276,332,681,442,239,0.435
277,278,704,443,261,0.41
278,330.25,678,435,243,0.452
279,212.25,674,433,241,0.46
280,24.75,1,1,0,1.997
281,5.5,0,0,0,2
282,265.75,695,434,261,0.437
283,252.25,698,445,253,0.412
284,319.25,687,428,259,0.457
285,272.75,688,444,244,0.424
286,277.5,674,432,242,0.462
287,314.5,699,439,260,0.423
288,274.75,701,444,257,0.411
289,410.75,685,431,254,0.453
290,196.25,691,445,246,0.419
291,18.5,0,0,0,2
292,247,687,432,255,0.449
293,327.5,653,416,237,0.515
294,324.75,653,417,236,0.513
295,16.75,0,0,0,2
296,219.25,646,421,225,0.512
297,306.25,680,432,248,0.456
298,253.5,691,444,247,0.421
299,6.75,0,0,0,2
300,215.75,732,458,274,0.352
301,18,0,0,0,2
302,34.75,3,3,0,1.991
303,9.25,0,0,0,2
304,27.25,2,2,0,1.994
305,265.75,679,438,241,0.445
306,272.75,687,440,247,0.433
307,250.25,674,428,246,0.47
308,289,687,442,245,0.429
309,262,700,441,259,0.418
310,271.25,649,420,229,0.511
311,288.25,681,429,252,0.461
312,16,0,0,0,2
313,231.25,696,440,256,0.424
314,251.5,648,416,232,0.52
315,293.75,640,430,210,0.5
316,271.75,671,424,247,0.481
317,298,707,443,264,0.407
318,25,0,0,0,2
319,255,700,439,261,0.422
320,270.5,695,438,257,0.429
321,28.25,0,0,0,2
322,21.75,1,1,0,1.997
323,259.25,655,409,246,0.527
324,373.25,679,449,230,0.423
325,284.5,623,407,216,0.563
326,226,710,439,271,0.412
327,298.25,727,455,272,0.363
328,39.5,2,1,1,1.996
329,8.75,0,0,0,2
330,324.5,640,412,228,0.536
331,263,664,429,235,0.478
332,303.75,689,436,253,0.439
333,32,2,1,1,1.996
334,266,639,422,217,0.517
335,311.75,614,408,206,0.57
336,309.5,707,449,258,0.395
337,18.25,1,1,0,1.997
338,296.75,680,441,239,0.438
339,223,710,453,257,0.384
340,274.75,695,453,242,0.399
341,18,0,0,0,2
342,274,669,423,246,0.485
343,11,0,0,0,2
344,15,0,0,0,2
345,19.75,0,0,0,2
346,18.25,2,2,0,1.994
347,266,690,446,244,0.418
348,6,0,0,0,2
349,364.25,686,437,249,0.44
350,316.75,639,424,215,0.513
351,9.75,0,0,0,2
352,11.75,0,0,0,2
353,253.5,726,453,273,0.368
354,18,1,1,0,1.997
355,17.5,0,0,0,2
356,20.5,1,0,1,1.999
357,376.75,687,430,257,0.453
358,299,688,432,256,0.448
359,305.25,650,413,237,0.524
360,285.5,695,441,254,0.423
361,214.75,723,441,282,0.395
362,212.5,708,437,271,0.418
363,307.5,642,418,224,0.522
364,40.5,2,2,0,1.994
365,38.5,3,2,1,1.993
366,356,696,440,256,0.424
367,219.75,670,419,251,0.492
368,208.25,657,424,233,0.495
369,226.5,656,427,229,0.49
370,14,0,0,0,2
371,229.25,654,431,223,0.484
372,242,700,447,253,0.406
373,274.5,694,436,258,0.434
374,316,688,442,246,0.428
375,19.5,0,0,0,2
376,20,0,0,0,2
377,302.75,676,435,241,0.454
378,229.25,689,430,259,0.451
379,32,2,2,0,1.994
380,290.25,674,429,245,0.468
381,273.5,651,427,224,0.495
382,14.25,0,0,0,2
383,276,694,441,253,0.424
384,310.25,689,432,257,0.447
385,8,0,0,0,2
386,4.75,0,0,0,2
387,247.25,656,421,235,0.502
388,273.5,645,414,231,0.527
389,14.25,0,0,0,2
390,212.75,662,429,233,0.48
391,285.5,659,426,233,0.489
392,13.75,0,0,0,2
393,266.75,692,436,256,0.436
394,252.5,681,431,250,0.457
395,233.25,674,439,235,0.448
396,243.5,665,435,230,0.465
397,14.75,0,0,0,2
398,255.75,663,429,234,0.479
399,20,0,0,0,2
400,249,640,421,219,0.518
401,289.5,703,452,251,0.393
402,273,721,446,275,0.387
403,314.25,676,428,248,0.468
404,18.5,0,0,0,2
405,196.25,709,451,258,0.389
406,267,657,440,217,0.463
407,319.5,689,437,252,0.437
408,13.25,0,0,0,2
409,227.5,658,432,226,0.478
410,29.75,0,0,0,2
411,7.25,0,0,0,2
412,337.75,625,401,224,0.573
413,241.75,684,431,253,0.454
414,231.5,691,445,246,0.419
415,260.75,617,403,214,0.577
416,9.5,0,0,0,2
417,323.25,665,429,236,0.477
418,12.25,0,0,0,2
419,6.75,0,0,0,2
420,270.75,713,444,269,0.399
421,238.75,634,413,221,0.54
422,247.75,622,412,210,0.554
423,291.5,677,420,257,0.483
424,228.75,709,453,256,0.385
425,241.25,662,421,241,0.496
426,220.75,683,428,255,0.461
427,331.75,714,454,260,0.378
428,213.25,660,430,230,0.48
429,235.75,677,437,240,0.449
430,22.25,1,1,0,1.997
431,9.5,0,0,0,2
432,276.75,730,452,278,0.366
433,232,669,424,245,0.483
434,42.25,2,2,0,1.994
435,260.25,669,426,243,0.479
436,352.5,698,444,254,0.414
437,11.5,0,0,0,2
438,224.5,667,425,242,0.483
439,225.75,662,442,220,0.454
440,8.25,0,0,0,2
441,281.25,713,449,264,0.389
442,275,674,425,249,0.476
443,241.5,686,436,250,0.442
444,311.25,693,433,260,0.441
445,22.75,2,2,0,1.994
446,13.25,0,0,0,2
447,241.75,674,439,235,0.448
448,390,637,415,222,0.533
449,269,686,435,251,0.444
450,309.5,671,434,237,0.461
451,221.25,651,419,232,0.511
452,282.25,695,430,265,0.445
453,237.75,748,456,292,0.34
454,237.25,729,452,277,0.367
455,211.25,658,434,224,0.474
456,11.75,0,0,0,2
457,273.5,684,430,254,0.456
458,227.75,676,434,242,0.456
459,5.5,0,0,0,2
460,264,690,448,242,0.414
461,251.5,687,434,253,0.445
462,15.25,0,0,0,2
463,53.25,10,7,3,1.976
464,298.75,679,421,258,0.479
465,16.5,0,0,0,2
466,220.25,702,432,270,0.434
467,266.75,714,453,261,0.38
468,242.25,670,432,238,0.466
469,317,673,440,233,0.447
470,275,712,446,266,0.396
471,271.5,656,430,226,0.484
472,322.75,733,458,275,0.351
473,16.75,0,0,0,2
474,277.5,674,442,232,0.442
475,340.25,719,439,280,0.403
476,5.5,0,0,0,2
477,297.75,704,440,264,0.416
478,302.5,627,423,204,0.527
479,288.5,730,442,288,0.386
480,22.25,0,0,0,2
481,296.75,662,415,247,0.508
482,262.5,695,438,257,0.429
483,7.75,0,0,0,2
484,282,692,441,251,0.426
485,18,0,0,0,2
486,271,686,431,255,0.452
487,7,0,0,0,2
488,22.5,1,1,0,1.997
489,246.5,674,425,249,0.476
490,256.5,712,451,261,0.386
491,214.75,659,430,229,0.481
492,219.75,693,434,259,0.439
493,18,1,1,0,1.997
494,352.75,655,427,228,0.491
495,289,670,417,253,0.496
496,221.75,689,430,259,0.451
497,275,706,456,250,0.382
498,249,677,432,245,0.459
499,282,633,414,219,0.539
500,82.75,6,5,1,1.984
501,344.75,659,433,226,0.475
502,240,702,448,254,0.402
503,245,700,451,249,0.398
504,290.75,698,440,258,0.422
505,10.25,0,0,0,2
506,306,692,441,251,0.426
507,269,711,451,260,0.387
508,15.5,0,0,0,2
509,332.75,694,445,249,0.416
510,11.25,0,0,0,2
511,277.5,660,434,226,0.472
512,252.5,662,435,227,0.468
513,268.75,716,446,270,0.392
514,20.5,0,0,0,2
515,220.25,639,422,217,0.517
516,236.5,640,419,221,0.522
517,30.25,2,2,0,1.994
518,302.5,671,438,233,0.453
519,24.75,0,0,0,2
520,299.5,658,409,249,0.524
521,18.75,0,0,0,2
522,2.75,0,0,0,2
523,244.5,656,428,228,0.488
524,42,2,1,1,1.996
525,281.75,688,439,249,0.434
526,264.5,631,412,219,0.545
527,321,660,420,240,0.5
528,15.75,0,0,0,2
529,287.5,684,426,258,0.464
530,16.5,1,0,1,1.999
531,317.25,666,438,228,0.458
532,38.5,3,3,0,1.991
533,297.75,715,434,281,0.417
534,30.5,1,0,1,1.999
535,341.25,679,430,249,0.461
536,276.75,700,439,261,0.422
537,6,0,0,0,2
538,4,0,0,0,2
539,30,2,1,1,1.996
540,11.75,0,0,0,2
541,222.25,660,433,227,0.474
542,389.5,652,419,233,0.51
543,28.5,2,1,1,1.996
544,286.5,703,447,256,0.403
545,20.25,1,1,0,1.997
546,242,686,423,263,0.468
547,239.5,711,455,256,0.379
548,374.25,720,453,267,0.374
549,215.25,716,446,270,0.392
550,253.25,624,419,205,0.538
551,8.5,0,0,0,2
552,253,726,451,275,0.372
553,18,0,0,0,2
554,302,678,428,250,0.466
555,240.25,678,439,239,0.444
556,322.75,659,424,235,0.493
557,247.5,731,447,284,0.375
558,283.75,647,430,217,0.493
559,36,1,1,0,1.997
560,12.75,0,0,0,2
561,19.5,0,0,0,2
562,10.5,0,0,0,2
563,263.5,644,416,228,0.524
564,262.75,667,435,232,0.463
565,288.75,721,452,269,0.375
566,39.75,1,1,0,1.997
567,251,655,425,230,0.495
568,300.25,706,452,254,0.39
569,294.5,698,437,261,0.428
570,17,0,0,0,2
571,304.75,639,421,218,0.519
572,279,688,426,262,0.46
573,22.5,1,1,0,1.997
574,12.25,0,0,0,2
575,279.25,701,437,264,0.425
576,227.5,714,444,270,0.398
577,261.5,669,431,238,0.469
578,29,2,2,0,1.994
579,281.75,677,438,239,0.447
580,8.75,0,0,0,2
581,259.25,715,452,263,0.381
582,321.25,671,435,236,0.459
583,55,4,3,1,1.99
584,385,713,442,271,0.403
585,242,715,446,269,0.393
586,317.75,727,450,277,0.373
587,256.75,682,438,244,0.442
588,51,3,2,1,1.993
589,259.5,715,439,276,0.407
590,242.75,665,433,232,0.469
591,35.5,4,4,0,1.988
592,12.75,0,0,0,2
593,9.5,0,0,0,2
594,263.75,715,448,267,0.389
595,278.25,678,436,242,0.45
596,309.5,685,432,253,0.451
597,298.5,680,444,236,0.432
598,230.25,611,392,219,0.605
599,334.25,683,435,248,0.447
600,8.25,0,0,0,2
601,26,0,0,0,2
602,249.25,642,417,225,0.524
603,21.25,1,1,0,1.997
604,279.5,742,459,283,0.34
605,285.5,717,442,275,0.399
606,20.75,0,0,0,2
607,261.25,619,411,208,0.559
608,23,1,0,1,1.999
609,216.25,674,427,247,0.472
610,243.75,717,446,271,0.391
611,237,708,444,264,0.404
612,270.75,681,435,246,0.449
613,249.5,693,430,263,0.447
614,267.25,703,436,267,0.425
615,251.75,707,453,254,0.387
616,37.75,5,2,3,1.991
617,35.5,3,1,2,1.995
618,27.75,0,0,0,2
619,6.25,0,0,0,2
620,27,1,1,0,1.997
621,294.5,646,412,234,0.53
622,27,0,0,0,2
623,18.25,0,0,0,2
624,9,0,0,0,2
625,6.75,0,0,0,2
626,295.5,704,458,246,0.38
627,267.75,687,445,242,0.423
628,32,1,1,0,1.997
629,262.25,696,438,258,0.428
630,289.75,657,412,245,0.519
631,31.5,1,1,0,1.997
632,237.5,676,433,243,0.458
633,229.75,702,457,245,0.384
634,208.75,676,433,243,0.458
635,205.5,665,425,240,0.485
636,16.5,0,0,0,2
637,270.25,684,431,253,0.454
638,44.25,1,1,0,1.997
639,228.75,699,456,243,0.389
640,19.75,0,0,0,2
641,9.75,0,0,0,2
642,305.5,619,414,205,0.553
643,299.5,719,456,263,0.369
644,300.25,653,415,238,0.517
645,276.75,695,428,267,0.449
646,288.5,637,402,235,0.559
647,285.25,700,444,256,0.412
648,292.5,715,438,277,0.409
649,260.25,667,442,225,0.449
650,313.25,692,443,249,0.422
651,14,0,0,0,2
652,14.75,0,0,0,2
653,232.25,647,417,230,0.519
654,262.5,718,455,263,0.372
655,58.25,3,3,0,1.991
656,270.5,711,439,272,0.411
657,349,658,422,236,0.498
658,301.5,661,426,235,0.487
659,18.25,0,0,0,2
660,269.75,617,407,210,0.569
661,24,0,0,0,2
662,237,695,447,248,0.411
663,246.75,743,454,289,0.349
664,15.75,1,1,0,1.997
665,249.5,674,427,247,0.472
666,295.5,658,418,240,0.506
667,259.5,667,436,231,0.461
668,3.25,0,0,0,2
669,278.5,681,430,251,0.459
670,359.75,674,434,240,0.458
671,10.75,0,0,0,2
672,296.5,651,419,232,0.511
673,13.5,0,0,0,2
674,335.5,696,431,265,0.442
675,238.5,687,429,258,0.455
676,25.25,0,0,0,2
677,275,681,444,237,0.431
678,36.5,1,1,0,1.997
679,281.5,658,418,240,0.506
680,199,637,411,226,0.541
681,3.25,0,0,0,2
682,9.25,0,0,0,2
683,269,626,412,214,0.55
684,234,706,450,256,0.394
685,8.75,0,0,0,2
686,22,0,0,0,2
687,238.75,667,429,238,0.475
688,34.5,1,0,1,1.999
689,279.25,660,422,238,0.496
690,10.75,0,0,0,2
691,236.25,644,420,224,0.516
692,11.25,0,0,0,2
693,24.5,0,0,0,2
694,222.5,711,451,260,0.387
695,356.25,670,426,244,0.478
696,11.5,0,0,0,2
697,235,720,449,271,0.382
698,43,1,1,0,1.997
699,20.75,1,1,0,1.997
700,8.5,0,0,0,2
701,227.25,673,425,248,0.477
702,245,663,425,238,0.487
703,245,688,451,237,0.41
704,5,0,0,0,2
705,196,661,422,239,0.495
706,191.5,640,414,226,0.532
707,47.5,3,2,1,1.993
708,11.25,0,0,0,2
709,267.75,667,433,234,0.467
710,306.5,676,441,235,0.442
711,267.75,634,412,222,0.542
712,25,0,0,0,2
713,215.75,665,435,230,0.465
714,276.25,728,456,272,0.36
715,260.75,693,437,256,0.433
716,258.5,682,441,241,0.436
717,284.5,711,443,268,0.403
718,223.5,685,432,253,0.451
719,239.5,728,453,275,0.366
720,242,672,427,245,0.474
721,248,661,433,228,0.473
722,270.25,667,421,246,0.491
723,258,715,448,267,0.389
724,265,689,444,245,0.423
725,16.5,0,0,0,2
726,10.75,0,0,0,2
727,301.75,710,445,265,0.4
728,16.75,0,0,0,2
729,216.5,719,447,272,0.387
730,14.5,0,0,0,2
731,323,650,426,224,0.498
732,32.25,2,1,1,1.996
733,342.25,697,433,264,0.437
734,266.75,671,425,246,0.479
735,7.25,0,0,0,2
736,301.75,650,415,235,0.52
737,315.75,680,436,244,0.448
738,4,0,0,0,2
739,352.5,674,435,239,0.456
740,18,0,0,0,2
741,78,5,3,2,1.989
742,288.75,680,429,251,0.462
743,267.75,689,438,251,0.435
744,323.25,673,428,245,0.471
745,293.75,733,455,278,0.357
746,217.5,659,434,225,0.473
747,81.25,4,2,2,1.992
748,316.25,620,418,202,0.544
749,13,0,0,0,2
750,327.75,730,450,280,0.37
751,241,683,439,244,0.439
752,27.75,2,2,0,1.994
753,306.25,673,434,239,0.459
754,15,0,0,0,2
755,242,660,423,237,0.494
756,295,675,426,249,0.473
757,8,0,0,0,2
758,222.75,658,418,240,0.506
759,229.5,690,445,245,0.42
760,211.5,702,447,255,0.404
761,284.25,661,437,224,0.465
762,224,704,444,260,0.408
763,20.75,0,0,0,2
764,310.5,673,430,243,0.467
765,40.75,6,6,0,1.982
766,218.25,700,443,257,0.414
767,6,0,0,0,2
768,308,700,454,246,0.392
769,229,703,440,263,0.417
770,23,0,0,0,2
771,258,678,437,241,0.448
772,248.5,611,413,198,0.563
773,270.25,685,438,247,0.439
774,19.75,0,0,0,2
775,12,0,0,0,2
776,248.5,708,442,266,0.408
777,13.25,0,0,0,2
778,36.25,1,0,1,1.999
779,287.25,665,433,232,0.469
780,240.25,687,438,249,0.437
781,19,0,0,0,2
782,295.5,722,454,268,0.37
783,10.5,0,0,0,2
784,42.5,1,1,0,1.997
785,255.25,689,437,252,0.437
786,275.75,673,422,251,0.483
787,260.75,682,421,261,0.476
788,246.25,704,448,256,0.4
789,13.5,0,0,0,2
790,241.5,670,432,238,0.466
791,294,695,431,264,0.443
792,303.25,674,439,235,0.448
793,20.5,0,0,0,2
794,7.25,0,0,0,2
795,286.25,684,448,236,0.42
796,228,740,458,282,0.344
797,21.75,0,0,0,2
798,271,673,435,238,0.457
799,238.25,701,441,260,0.417
800,313.5,721,450,271,0.379
801,7.5,0,0,0,2
802,312.5,655,425,230,0.495
803,15,0,0,0,2
804,291,670,421,249,0.488
805,6.75,0,0,0,2
806,263.5,708,443,265,0.406
807,264,689,449,240,0.413
808,247.25,645,428,217,0.499
809,11.75,0,0,0,2
810,303.75,709,441,268,0.409
811,6.25,0,0,0,2
812,15.25,0,0,0,2
813,214.5,722,458,264,0.362
814,43.75,1,1,0,1.997
815,23.5,1,1,0,1.997
816,275.75,670,429,241,0.472
817,247,727,458,269,0.357
818,18.25,1,0,1,1.999
819,6.5,0,0,0,2
820,270.75,696,443,253,0.418
821,306.75,656,428,228,0.488
822,300.75,676,435,241,0.454
823,243.75,670,438,232,0.454
824,326.5,652,429,223,0.49
825,17.25,0,0,0,2
826,75.25,3,2,1,1.993
827,312,693,447,246,0.413
828,239.25,676,432,244,0.46
829,222.25,710,445,265,0.4
830,314.75,713,455,258,0.377
831,344.75,690,432,258,0.446
832,23.5,0,0,0,2
833,224.25,708,449,259,0.394
834,361.25,692,438,254,0.432
835,238.5,690,427,263,0.456
836,301.5,732,452,280,0.364
837,8.25,0,0,0,2
838,242.25,693,428,265,0.451
839,308,692,444,248,0.42
840,222,695,439,256,0.427
841,373.5,662,432,230,0.474
842,7.25,0,0,0,2
843,270.75,701,435,266,0.429
844,198.25,668,437,231,0.458
845,226.5,691,435,256,0.439
846,6,0,0,0,2
847,27.25,1,0,1,1.999
848,273.25,669,433,236,0.465
849,261.25,690,447,243,0.416
850,294.75,687,438,249,0.437
851,7.75,0,0,0,2
852,29.5,1,1,0,1.997
853,16.75,0,0,0,2
854,51,1,0,1,1.999
855,30.25,0,0,0,2
856,37.75,1,0,1,1.999
857,245,686,438,248,0.438
858,14,0,0,0,2
859,265.5,697,455,242,0.393
860,303,651,424,227,0.501
861,58,4,4,0,1.988
862,26.5,0,0,0,2
863,314.25,688,432,256,0.448
864,30.25,3,3,0,1.991
865,15,0,0,0,2
866,286.75,697,446,251,0.411
867,243,704,442,262,0.412
868,280.25,703,452,251,0.393
869,282.25,675,432,243,0.461
870,269.25,705,448,257,0.399
871,250.5,746,460,286,0.334
872,249,710,447,263,0.396
873,264.5,739,445,294,0.371
874,343.5,728,447,281,0.378
875,279.25,695,438,257,0.429
876,12.25,0,0,0,2
877,208.25,717,445,272,0.393
878,20,1,0,1,1.999
879,11.75,0,0,0,2
880,240.5,686,440,246,0.434
881,249.5,669,429,240,0.473
882,358,698,439,259,0.424
883,214,719,461,258,0.359
884,9,0,0,0,2
885,28,1,1,0,1.997
886,300,697,433,264,0.437
887,300.25,659,432,227,0.477
888,12.75,0,0,0,2
889,8.75,0,0,0,2
890,267.5,650,415,235,0.52
891,260.5,668,429,239,0.474
892,270.5,715,447,268,0.391
893,274,681,425,256,0.469
894,28.5,0,0,0,2
895,13.5,0,0,0,2
896,271.25,665,428,237,0.479
897,28.75,0,0,0,2
898,11.5,0,0,0,2
899,248.5,707,452,255,0.389
900,185.75,688,444,244,0.424
901,249,667,431,236,0.471
902,254.75,682,433,249,0.452
903,9.5,0,0,0,2
904,57.25,10,5,5,1.98
905,15.5,0,0,0,2
906,272.75,658,437,221,0.468
907,19.75,1,1,0,1.997
908,243.75,690,439,251,0.432
909,15.75,1,0,1,1.999
910,10.75,0,0,0,2
911,19.75,0,0,0,2
912,267.25,640,414,226,0.532
913,8.5,0,0,0,2
914,13.75,0,0,0,2
915,265.5,651,429,222,0.491
916,292.75,705,446,259,0.403
917,16,0,0,0,2
918,247.5,649,428,221,0.495
919,243.25,709,449,260,0.393
920,20.75,0,0,0,2
921,243.5,674,423,251,0.48
922,45.75,2,2,0,1.994
923,9.5,0,0,0,2
924,222.75,659,430,229,0.481
925,274.75,682,436,246,0.446
926,283,608,404,204,0.584
